file	A	B	A_ms	B_ms	first
QF_LRA/2019-ezsmt/blending/17.smt2	sat	sat	108	109	A
QF_LRA/DTP-Scheduling/constraints-tempo-width-40.smt2	sat	sat	910	910	B
QF_LRA/LassoRanker/CooperatingT2/hongyi1.t2.c_Iteration9_Loop_4-lexTemplate.smt2	unknown	unknown	25129	24628	A
QF_LRA/LassoRanker/SV-COMP/CookSeeZuleger-2013TACAS-Fig3_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	unknown	unknown	25027	25129	B
QF_LRA/LassoRanker/Ultimate/Lobnya-Boolean-Reordered.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	unknown	24230	24229	A
QF_LRA/clock_synchro/clocksynchro_8clocks.main_invar.base.smt2	unsat	unsat	5514	5414	B
QF_LRA/meti-tarski/Chua/2/IL/L/Chua-2-IL-L-chunk-0071.smt2	sat	sat	110	111	A
QF_LRA/meti-tarski/cbrt/3/weak/cbrt-problem-3-weak-chunk-0097.smt2	sat	sat	110	111	B
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0037.smt2	sat	sat	110	109	A
QF_LRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0103.smt2	sat	sat	109	110	B
QF_LRA/sal/tgc/tgc_io-safe-13.smt2	unknown	unknown	4312	4114	A
QF_LRA/sc/sc-31.base.cvc.smt2	unknown	unknown	24129	24030	B
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_array1.i_3_2_2.bpl_11.smt2	unknown	unknown	24030	24029	A
QF_LRA/2019-ezsmt/routingMin/SCC_strong/d50.9.smt2	sat	sat	211	211	B
QF_LRA/LassoRanker/CooperatingT2/afagp-fail.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	unknown	24228	24226	A
QF_LRA/LassoRanker/CooperatingT2/p-43.t2.c_Iteration4_Loop_4-pieceTemplate.smt2	unknown	unknown	24328	24225	B
QF_LRA/LassoRanker/SV-COMP/Masse_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	unknown	unknown	24230	24229	A
QF_LRA/LassoRanker/Ultimate/simple-scaled200.bpl_Iteration1_Lasso_3-pieceTemplate.smt2	unknown	unknown	25127	25128	B
QF_LRA/latendresse/ecoliMILPglycerolYices3-50000.smt2	sat	sat	10016	9917	A
QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0054.smt2	sat	sat	109	109	B
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0060.smt2	sat	sat	109	109	A
QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0006.smt2	sat	sat	109	109	B
QF_LRA/miplib/opt1217--57.smt2	unknown	unknown	24129	24129	A
QF_LRA/sal/windowreal/windowreal-safe2-1.smt2	unsat	unsat	108	109	B
QF_LRA/sc/sc-5.base.cvc.smt2	unsat	unsat	12017	12019	A
QF_LRA/2019-ezsmt/Labyrinth/SCC_Strong/0132-labyrinth-12-0.smt2	unknown	unknown	25127	25128	B
QF_LRA/DTP-Scheduling/constraints-tempo-depth-9.smt2	sat	sat	109	109	A
QF_LRA/LassoRanker/CooperatingT2/firewire.t2.c_Iteration3_Loop_4-pieceTemplate.smt2	unknown	unknown	24327	24326	B
QF_LRA/LassoRanker/SV-COMP/Ben-Amram-2010LMCS-Ex2.3_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	unknown	unknown	24326	24425	A
QF_LRA/LassoRanker/Ultimate/Gcd.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	unknown	24227	24226	B
QF_LRA/clock_synchro/clocksynchro_4clocks.main_invar.base.smt2	unsat	unsat	910	909	A
QF_LRA/meti-tarski/Chua/1/VC2/L/Chua-1-VC2-L-chunk-0056.smt2	sat	sat	109	108	B
QF_LRA/meti-tarski/cbrt/3/weak/cbrt-problem-3-weak-chunk-0049.smt2	unsat	unsat	109	108	A
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0016.smt2	sat	sat	109	110	B
QF_LRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0059.smt2	sat	sat	110	109	A
QF_LRA/sal/pursuit/pursuit-safety-5.smt2	unsat	unsat	207	207	B
QF_LRA/sc/sc-27.base.cvc.smt2	unknown	unknown	24027	24027	A
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_half_2.i_3_6_2.bpl_7.smt2	unknown	unknown	24027	24026	B
QF_LRA/2019-ezsmt/travellingSalesperson/rand_80_340_1159656267_0.lp.smt2	unknown	unknown	24227	24128	A
QF_LRA/LassoRanker/CooperatingT2/brp_withassume.t2.c_Iteration8_Loop_6-phaseTemplate.smt2	unknown	unknown	25128	25127	B
QF_LRA/LassoRanker/CooperatingT2/queens.t2.c_Iteration19_Loop_7-phaseTemplate.smt2	unknown	unknown	24727	24727	A
QF_LRA/LassoRanker/SV-COMP/TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	unknown	unknown	25128	25128	B
QF_LRA/LassoRanker/Ultimate/simple-scaled250.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	unknown	25126	25126	A
QF_LRA/meti-tarski/CMOS/CMOS-opamp-chunk-0016.smt2	sat	sat	109	108	B
QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0127.smt2	sat	sat	109	108	A
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0144.smt2	sat	sat	109	109	B
QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0028.smt2	sat	sat	107	108	A
QF_LRA/miplib/pp08a-7349.smt2	unknown	unknown	24124	24125	B
QF_LRA/sc/sc-13.base.cvc.smt2	unknown	unknown	24125	24025	A
QF_LRA/sc/sc-9.base.cvc.smt2	unknown	unknown	24137	24137	B
