file	verdict	wall_ms	timed_out	model_check
bv-term-small-rw_1009.cnf	unsat	105.39602395147085	False	na
bv-term-small-rw_1036.cnf	unsat	105.31449504196644	False	na
bv-term-small-rw_1048.cnf	unsat	105.54942395538092	False	na
bv-term-small-rw_1055.cnf	unknown	20117.679086048156	True	na
bv-term-small-rw_1065.cnf	unsat	103.07756904512644	False	na
bv-term-small-rw_1068.cnf	unsat	102.81780711375177	False	na
bv-term-small-rw_107.cnf	unsat	105.30305886641145	False	na
bv-term-small-rw_1070.cnf	unknown	20116.478155832738	True	na
bv-term-small-rw_1074.cnf	unsat	10513.767542084679	False	na
bv-term-small-rw_1077.cnf	unsat	104.59930007345974	False	na
bv-term-small-rw_1087.cnf	unknown	20131.8618808873	True	na
bv-term-small-rw_1088.cnf	unsat	111.79003096185625	False	na
bv-term-small-rw_1097.cnf	unsat	110.04598392173648	False	na
bv-term-small-rw_1102.cnf	unsat	111.27121583558619	False	na
bv-term-small-rw_1119.cnf	unsat	112.20645997673273	False	na
bv-term-small-rw_1145.cnf	unsat	114.37354795634747	False	na
bv-term-small-rw_1152.cnf	unsat	110.70588300935924	False	na
bv-term-small-rw_1170.cnf	unsat	111.69543489813805	False	na
bv-term-small-rw_1172.cnf	unsat	111.61931487731636	False	na
bv-term-small-rw_1178.cnf	unsat	112.80815582722425	False	na
bv-term-small-rw_1191.cnf	unsat	112.52335994504392	False	na
bv-term-small-rw_1192.cnf	unsat	109.36517105437815	False	na
bv-term-small-rw_1225.cnf	unsat	106.43337294459343	False	na
bv-term-small-rw_1232.cnf	unsat	110.13453803025186	False	na
bv-term-small-rw_1295.cnf	unknown	20137.192076072097	True	na
bv-term-small-rw_1301.cnf	unknown	20121.9827728346	True	na
bv-term-small-rw_1319.cnf	unknown	20128.14266909845	True	na
bv-term-small-rw_1332.cnf	unsat	103.30111510120332	False	na
bv-term-small-rw_1370.cnf	unsat	104.20990898273885	False	na
bv-term-small-rw_1373.cnf	unsat	103.1799700576812	False	na
bv-term-small-rw_1376.cnf	unsat	102.95743611641228	False	na
bv-term-small-rw_1380.cnf	unknown	20118.931665085256	True	na
bv-term-small-rw_1389.cnf	unsat	103.02041098475456	False	na
bv-term-small-rw_140.cnf	unknown	20119.222104083747	True	na
bv-term-small-rw_1411.cnf	unsat	106.97539011016488	False	na
bv-term-small-rw_1419.cnf	unsat	106.67091188952327	False	na
bv-term-small-rw_1421.cnf	unsat	106.9435270037502	False	na
bv-term-small-rw_1477.cnf	unsat	107.19518712721765	False	na
bv-term-small-rw_1497.cnf	unsat	105.74867599643767	False	na
bv-term-small-rw_1498.cnf	unsat	105.46246496960521	False	na
bv-term-small-rw_1515.cnf	unknown	20128.942392999306	True	na
bv-term-small-rw_1537.cnf	unsat	108.99408906698227	False	na
bv-term-small-rw_1548.cnf	unsat	114.2092898953706	False	na
bv-term-small-rw_160.cnf	sat	108.26618992723525	False	ok
bv-term-small-rw_163.cnf	unsat	109.87395606935024	False	na
bv-term-small-rw_175.cnf	unsat	111.42464610747993	False	na
bv-term-small-rw_191.cnf	unsat	108.46259910613298	False	na
bv-term-small-rw_282.cnf	unsat	112.3042160179466	False	na
bv-term-small-rw_284.cnf	unsat	109.77769596502185	False	na
bv-term-small-rw_289.cnf	unsat	111.3646060694009	False	na
bv-term-small-rw_298.cnf	unsat	109.69309997744858	False	na
bv-term-small-rw_309.cnf	unsat	110.58114911429584	False	na
bv-term-small-rw_31.cnf	unsat	109.16545102372766	False	na
bv-term-small-rw_312.cnf	sat	109.33644301258028	False	ok
bv-term-small-rw_329.cnf	unsat	105.2150100003928	False	na
bv-term-small-rw_359.cnf	unsat	107.22437012009323	False	na
bv-term-small-rw_365.cnf	unsat	108.56711794622242	False	na
bv-term-small-rw_388.cnf	unknown	20122.106314171106	True	na
bv-term-small-rw_458.cnf	unsat	102.86388895474374	False	na
bv-term-small-rw_464.cnf	unsat	102.45810612104833	False	na
bv-term-small-rw_48.cnf	unsat	103.11285010538995	False	na
bv-term-small-rw_496.cnf	unsat	102.72904392331839	False	na
bv-term-small-rw_505.cnf	unsat	102.89876093156636	False	na
bv-term-small-rw_524.cnf	unsat	703.4863538574427	False	na
bv-term-small-rw_526.cnf	unsat	103.03203389048576	False	na
bv-term-small-rw_527.cnf	unsat	103.0618620570749	False	na
bv-term-small-rw_541.cnf	unsat	103.18170301616192	False	na
bv-term-small-rw_55.cnf	unsat	103.02908811718225	False	na
bv-term-small-rw_558.cnf	unsat	102.80177998356521	False	na
bv-term-small-rw_599.cnf	unsat	103.09517593123019	False	na
bv-term-small-rw_600.cnf	unsat	103.92856900580227	False	na
bv-term-small-rw_603.cnf	unsat	103.05810207501054	False	na
bv-term-small-rw_604.cnf	unsat	103.16215991042554	False	na
bv-term-small-rw_62.cnf	unsat	103.02146291360259	False	na
bv-term-small-rw_623.cnf	unsat	203.22079886682332	False	na
bv-term-small-rw_648.cnf	unsat	103.11930510215461	False	na
bv-term-small-rw_65.cnf	unsat	103.52011700160801	False	na
bv-term-small-rw_653.cnf	unsat	102.75485902093351	False	na
bv-term-small-rw_655.cnf	unsat	103.07416110299528	False	na
