file	verdict	wall_ms	timed_out	model_check
bv-term-small-rw_1009.cnf	unsat	304.6068870462477	False	na
bv-term-small-rw_1036.cnf	unsat	103.99071406573057	False	na
bv-term-small-rw_1048.cnf	unsat	104.16080802679062	False	na
bv-term-small-rw_1055.cnf	unknown	20138.50569189526	True	na
bv-term-small-rw_1065.cnf	unsat	108.03127591498196	False	na
bv-term-small-rw_1068.cnf	unsat	109.63820293545723	False	na
bv-term-small-rw_107.cnf	unsat	109.9746790714562	False	na
bv-term-small-rw_1070.cnf	unknown	20141.483749030158	True	na
bv-term-small-rw_1074.cnf	unsat	17322.086344938725	False	na
bv-term-small-rw_1077.cnf	unsat	102.65421401709318	False	na
bv-term-small-rw_1087.cnf	unknown	20118.651991011575	True	na
bv-term-small-rw_1088.cnf	unsat	103.93690690398216	False	na
bv-term-small-rw_1097.cnf	unsat	107.30846808291972	False	na
bv-term-small-rw_1102.cnf	unsat	102.87283500656486	False	na
bv-term-small-rw_1119.cnf	unsat	102.75471396744251	False	na
bv-term-small-rw_1145.cnf	unsat	105.6461320258677	False	na
bv-term-small-rw_1152.cnf	unsat	108.14034380018711	False	na
bv-term-small-rw_1170.cnf	unsat	107.08757699467242	False	na
bv-term-small-rw_1172.cnf	unsat	102.58941701613367	False	na
bv-term-small-rw_1178.cnf	unsat	103.47527801059186	False	na
bv-term-small-rw_1191.cnf	unsat	104.25812704488635	False	na
bv-term-small-rw_1192.cnf	unsat	103.39390486478806	False	na
bv-term-small-rw_1225.cnf	unsat	106.57312301918864	False	na
bv-term-small-rw_1232.cnf	unsat	105.15087400563061	False	na
bv-term-small-rw_1295.cnf	unknown	20125.226564938203	True	na
bv-term-small-rw_1301.cnf	unknown	20131.81449007243	True	na
bv-term-small-rw_1319.cnf	unknown	20142.14733382687	True	na
bv-term-small-rw_1332.cnf	unsat	110.1940181106329	False	na
bv-term-small-rw_1370.cnf	unsat	108.54048398323357	False	na
bv-term-small-rw_1373.cnf	unsat	107.64892492443323	False	na
bv-term-small-rw_1376.cnf	unsat	109.8482059314847	False	na
bv-term-small-rw_1380.cnf	unknown	20143.067377852276	True	na
bv-term-small-rw_1389.cnf	unsat	312.0914991013706	False	na
bv-term-small-rw_140.cnf	unknown	20167.41368197836	True	na
bv-term-small-rw_1411.cnf	unsat	309.21913404017687	False	na
bv-term-small-rw_1419.cnf	unsat	106.58170515671372	False	na
bv-term-small-rw_1421.cnf	unsat	109.24278595484793	False	na
bv-term-small-rw_1477.cnf	unsat	108.34003798663616	False	na
bv-term-small-rw_1497.cnf	unsat	113.00277803093195	False	na
bv-term-small-rw_1498.cnf	unsat	108.42021508142352	False	na
bv-term-small-rw_1515.cnf	unknown	20140.929228859022	True	na
bv-term-small-rw_1537.cnf	unsat	106.93123191595078	False	na
bv-term-small-rw_1548.cnf	unsat	208.68854084983468	False	na
bv-term-small-rw_160.cnf	sat	106.25891597010195	False	ok
bv-term-small-rw_163.cnf	unsat	104.85690482892096	False	na
bv-term-small-rw_175.cnf	unsat	104.24756188876927	False	na
bv-term-small-rw_191.cnf	unsat	103.82705880329013	False	na
bv-term-small-rw_282.cnf	unsat	104.73281284794211	False	na
bv-term-small-rw_284.cnf	unsat	104.57862517796457	False	na
bv-term-small-rw_289.cnf	unsat	105.54168606176972	False	na
bv-term-small-rw_298.cnf	unsat	105.23689491674304	False	na
bv-term-small-rw_309.cnf	unsat	106.1996219214052	False	na
bv-term-small-rw_31.cnf	unsat	104.558170074597	False	na
bv-term-small-rw_312.cnf	sat	104.23988499678671	False	ok
bv-term-small-rw_329.cnf	unsat	104.56944792531431	False	na
bv-term-small-rw_359.cnf	unsat	105.97182088531554	False	na
bv-term-small-rw_365.cnf	unsat	108.85182186029851	False	na
bv-term-small-rw_388.cnf	unknown	20133.70975595899	True	na
bv-term-small-rw_458.cnf	unsat	103.70580106973648	False	na
bv-term-small-rw_464.cnf	unsat	204.2546549346298	False	na
bv-term-small-rw_48.cnf	unsat	102.73164883255959	False	na
bv-term-small-rw_496.cnf	unsat	102.99102100543678	False	na
bv-term-small-rw_505.cnf	unsat	102.73684491403401	False	na
bv-term-small-rw_524.cnf	unsat	16718.829638091847	False	na
bv-term-small-rw_526.cnf	unsat	311.92722101695836	False	na
bv-term-small-rw_527.cnf	unsat	110.59275711886585	False	na
bv-term-small-rw_541.cnf	unsat	114.5315628964454	False	na
bv-term-small-rw_55.cnf	unsat	120.67996594123542	False	na
bv-term-small-rw_558.cnf	unsat	233.74077607877553	False	na
bv-term-small-rw_599.cnf	unsat	111.94668104872108	False	na
bv-term-small-rw_600.cnf	unsat	114.8720399942249	False	na
bv-term-small-rw_603.cnf	unsat	112.55281884223223	False	na
bv-term-small-rw_604.cnf	unsat	106.95743490941823	False	na
bv-term-small-rw_62.cnf	unsat	107.84802096895874	False	na
bv-term-small-rw_623.cnf	unsat	411.1450710333884	False	na
bv-term-small-rw_648.cnf	unsat	212.57810504175723	False	na
bv-term-small-rw_65.cnf	unsat	109.0173409320414	False	na
bv-term-small-rw_653.cnf	unsat	109.29143102839589	False	na
bv-term-small-rw_655.cnf	unsat	109.43904984742403	False	na
bv-term-small-rw_663.cnf	unknown	20125.48563000746	True	na
bv-term-small-rw_665.cnf	unsat	103.49725792184472	False	na
bv-term-small-rw_669.cnf	unsat	104.2013328988105	False	na
bv-term-small-rw_67.cnf	unsat	105.54477805271745	False	na
bv-term-small-rw_680.cnf	unsat	105.48540600575507	False	na
bv-term-small-rw_733.cnf	unsat	104.31298008188605	False	na
bv-term-small-rw_763.cnf	unsat	103.70314796455204	False	na
bv-term-small-rw_772.cnf	unsat	104.90165301598608	False	na
bv-term-small-rw_782.cnf	unsat	103.73942507430911	False	na
bv-term-small-rw_80.cnf	unsat	103.52442902512848	False	na
bv-term-small-rw_807.cnf	unsat	103.99907315149903	False	na
bv-term-small-rw_836.cnf	unsat	104.070930974558	False	na
bv-term-small-rw_848.cnf	unknown	20118.21410083212	True	na
bv-term-small-rw_879.cnf	unsat	104.5358709525317	False	na
bv-term-small-rw_902.cnf	unsat	104.02328404597938	False	na
bv-term-small-rw_913.cnf	unsat	103.0235888902098	False	na
bv-term-small-rw_922.cnf	unsat	104.28831400349736	False	na
bv-term-small-rw_933.cnf	sat	103.92569587565958	False	ok
bv-term-small-rw_934.cnf	unsat	103.58136310242116	False	na
bv-term-small-rw_950.cnf	unsat	104.29973714053631	False	na
bv-term-small-rw_971.cnf	unsat	104.71130395308137	False	na
