none	none	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/FP/2019-Preiner/3_5_RNA_fp.abs_=.smt2
unsat	none	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/FP/2019-Preiner/3_5_RNA_fp.div_fp.isNegative1.smt2
unsat	none	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/FP/2019-Preiner/3_5_RNA_fp.mul_distinct.smt2
unsat	none	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/FP/2019-Preiner/3_5_RNA_fp.neg_distinct.smt2
unsat	none	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/FP/2019-Preiner/3_5_RNA_fp.roundToIntegral_fp.isPositive.smt2
unsat	none	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/FP/2019-Preiner/3_5_RNA_fp.sqrt_fp.isPositive.smt2
unsat	none	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/FP/2019-Preiner/3_5_RNA_fp.sub_fp.isInfinite0.smt2
unsat	none	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/FP/2019-Preiner/3_5_RNE_fp.abs_fp.isPositive.smt2
unsat	none	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/FP/2019-Preiner/3_5_RNE_fp.add_fp.isPositive.smt2
unsat	none	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/FP/2019-Preiner/3_5_RNE_fp.div_fp.isInfinite0.smt2
unsat	none	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/FP/2019-Preiner/3_5_RNE_fp.div_fp.isZero1.smt2
unsat	none	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/FP/2019-Preiner/3_5_RNE_fp.fma_fp.isPositive0.smt2
unsat	none	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/FP/2019-Preiner/3_5_RNE_fp.mul_fp.isSubnormal.smt2
unsat	none	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/FP/2019-Preiner/3_5_RNE_fp.neg_fp.isSubnormal.smt2
unsat	none	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/FP/2019-Preiner/3_5_RNE_fp.roundToIntegral_fp.gt.smt2
unsat	none	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/FP/2019-Preiner/3_5_RNE_fp.sqrt_fp.gt.smt2
