timeout_ms,axeyum_decided_mean,z3_decided_mean,cvc5_decided_mean,fixed_paired_queries,axeyum_over_z3_geomean,ci_low,ci_high,paired_ratio_run_cv_percent,axeyum_fixed_work_cv_percent,z3_fixed_work_cv_percent,cvc5_wall_cv_percent
50,28,13,46,13,0.14164977898519954,0.11136122802524408,0.19906780586449127,0.15402526945899464,2.1780052521186386,0.4145568790715161,0.2864465757276313
100,30,25,51,25,0.1454833193462342,0.10538833780495628,0.21312975339259807,0.24281190271689146,0.08955622838661849,0.3958297841847856,0.24790558381104208
250,41,33.8,52,30,0.14111726817253373,0.09622127083620616,0.21343281548778373,0.12054342312707897,0.05183828619266579,0.20272748970079726,0.21311707298487248
1000,52,52,52,52,0.21095435973298587,0.14904192744227637,0.29643622332596387,0.3512360499588143,0.15019038196472204,0.23285888132784147,0.26805636447447967
