file	A	B	A_ms	B_ms	first
QF_NRA/20161105-Sturm-MBO/mbo_E13E18.smt2	unknown	unknown	25413	25414	A
QF_NRA/20161105-Sturm-MBO/mbo_E1.smt2	unknown	unknown	2891	2894	B
QF_NRA/20161105-Sturm-MBO/mbo_E2E5.smt2	unknown	unknown	25510	25498	A
QF_NRA/20161105-Sturm-MBO/mbo_E7E27.smt2	unsat	unsat	178	204	B
QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/standard_two_index_06.i_3_2_2.bpl_5.smt2	unknown	unknown	9892	9798	A
QF_NRA/20180501-Economics-Mulligan/MulliganEconomicsModel0082a.smt2	unknown	unknown	12501	12502	B
QF_NRA/20200911-Pine/1599121863243316000.smt2	unknown	unknown	3191	3093	A
QF_NRA/20200911-Pine/1599122159626470000.smt2	sat	sat	3191	3195	B
QF_NRA/20211101-Geogebra/IsoRightTriangle-Bottema6_1b.smt2	unknown	unknown	24217	24216	A
QF_NRA/20220314-Uncu/Polynomial_Proof_Calls/ProveIneq_ISSAC05_SignPattern_Lemma2.smt2	unknown	unknown	5294	5217	B
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC05_Bessack_5_m4.smt2	unknown	unknown	12997	12799	A
QF_NRA/hycomp/ball_count_1d_plain.01.seq_lazy_global_11.smt2	unsat	unsat	1284	1307	B
QF_NRA/hycomp/ball_count_1d_plain.02.seq_lazy_lemmas_global_5.smt2	unsat	unsat	786	784	A
QF_NRA/hycomp/ball_count_1d_plain.03.seq_lazy_linear_enc_lemmas_global_11.smt2	unsat	unsat	2794	2788	B
QF_NRA/hycomp/ball_count_1d_plain.05.qfree_global_5.smt2	unsat	unsat	296	295	A
QF_NRA/hycomp/ball_count_1d_plain.10.seq_lazy_global_11.smt2	unsat	unsat	1293	1304	B
QF_NRA/hycomp/ball_count_2d_hill.01.seq_lazy_linear_enc_global_5.smt2	unsat	unsat	789	786	A
QF_NRA/hycomp/ball_count_2d_hill.03.seq_lazy_global_11.smt2	unsat	unsat	184	189	B
QF_NRA/hycomp/ball_count_2d_hill.04.seq_lazy_linear_enc_global_5.smt2	unsat	unsat	886	891	A
QF_NRA/hycomp/ball_count_2d_hill.10.seq_lazy_global_11.smt2	unsat	unsat	189	189	B
QF_NRA/hycomp/ball_count_2d_hill_simple.01.seq_lazy_lemmas_global_5.smt2	unsat	unsat	991	989	A
QF_NRA/hycomp/ball_count_2d_hill_simple.02.seq_lazy_linear_enc_lemmas_global_11.smt2	unsat	unsat	3795	3794	B
QF_NRA/hycomp/ball_count_2d_hill_simple.04.qfree_global_5.smt2	unsat	unsat	292	291	A
QF_NRA/hycomp/ball_count_2d_hill_simple.05.seq_lazy_global_11.smt2	unsat	unsat	1793	1809	B
QF_NRA/hycomp/ball_count_2d_hill_simple.10.seq_lazy_lemmas_global_5.smt2	unsat	unsat	994	991	A
QF_NRA/hycomp/ball_count_2d_plain.01.seq_lazy_linear_enc_lemmas_global_11.smt2	unsat	unsat	188	189	B
QF_NRA/hycomp/ball_count_2d_plain.03.qfree_global_5.smt2	unsat	unsat	289	289	A
QF_NRA/hycomp/ball_count_2d_plain.04.seq_lazy_global_11.smt2	unsat	unsat	188	214	B
QF_NRA/hycomp/ball_count_2d_plain.05.seq_lazy_lemmas_global_5.smt2	unsat	unsat	1195	1191	A
QF_NRA/hycomp/ball_count_2d_plain.10.seq_lazy_linear_enc_lemmas_global_11.smt2	unsat	unsat	192	195	B
QF_NRA/hycomp/ball_count_2d_slope.02.seq_lazy_linear_enc_global_5.smt2	unsat	unsat	1410	1388	A
QF_NRA/hycomp/ball_count_2d_slope.04.seq_lazy_linear_enc_global_11.smt2	unsat	unsat	186	188	B
