file	A	B	A_ms	B_ms	first
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p5184_terminationG_0.smt2	unknown	unknown	11695	11702	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5722_safety_0.smt2	unknown	unknown	13888	15002	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p6315_safety_0.smt2	unknown	unknown	11063	10991	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6984_safety_0.smt2	unknown	unknown	12094	11791	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7535_safety_0.smt2	unknown	unknown	11993	11994	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7871_safety_0.smt2	unknown	unknown	24318	24330	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8261_safety_0.smt2	sat	sat	14739	14798	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8651_safety_0.smt2	sat	sat	11304	11220	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8992_safety_0.smt2	sat	sat	22744	21802	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAll.jar-obl-11__p9492_safety_0.smt2	unknown	unknown	24311	24713	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__LessLeaves.jar-obl-10__p10018_edge_closing_0.smt2	sat	sat	17451	21521	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Matrix.jar-obl-16__p10854_edge_closing_0.smt2	unknown	unknown	24310	24550	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NO_12.jar-obl-8__p11373_terminationG_0.smt2	unknown	unknown	24634	24310	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__terminationS_2_0.smt2	unknown	unknown	11005	11216	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Test6.jar-obl-13__terminationS_36_0.smt2	unknown	unknown	24316	24422	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13829_terminationG_0.smt2	unknown	unknown	24206	24376	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-upAndDownIneq.jar-obl-8__terminationS_1_0.smt2	unknown	unknown	24237	24103	A
QF_NIA/20170427-VeryMax/ITS/From_T2__afagp-fail.t2__p15482_terminationG_0.smt2	unknown	unknown	12691	12615	B
QF_NIA/20170427-VeryMax/ITS/From_T2__apchild-accepted.t2__p16321_terminationG_0.smt2	unknown	unknown	9615	9693	A
QF_NIA/20170427-VeryMax/ITS/From_T2__apchild-live.t2_fixed__p16479_terminationG_0.smt2	unknown	sat	24517	22806	B
QF_NIA/20170427-VeryMax/ITS/From_T2__byron-4.t2__p17594_terminationG_0.smt2	unknown	unknown	24323	24318	A
QF_NIA/20170427-VeryMax/ITS/From_T2__consts5nt.t2__p18457_edge_closing_0.smt2	sat	sat	11210	11051	B
QF_NIA/20170427-VeryMax/ITS/From_T2__disj_nightmare.t2__p18944_edge_closing_0.smt2	sat	sat	12111	11599	A
QF_NIA/20170427-VeryMax/ITS/From_T2__edn.t2__p20676_safety_0.smt2	sat	sat	10892	11068	B
QF_NIA/20170427-VeryMax/ITS/From_T2__ex19.t2__p22319_terminationG_0.smt2	unknown	unknown	24333	24205	A
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p26914_safety_0.smt2	sat	sat	10898	10949	B
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p29986_safety_0.smt2	unknown	unknown	24216	24109	A
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p31933_safety_0.smt2	unknown	unknown	24210	24230	B
QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_32_0.smt2	unknown	unknown	24942	24722	A
QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p697_terminationG_0.smt2	sat	sat	16305	16536	B
QF_NIA/20170427-VeryMax/ITS/From_T2__fun9.t2__p1346_edge_closing_0.smt2	sat	sat	11336	11238	A
QF_NIA/20170427-VeryMax/ITS/From_T2__hqr.c.i.hqr.pl.t2.fixed.t2_fixed__terminationS_36_0.smt2	unknown	unknown	24618	24432	B
QF_NIA/20170427-VeryMax/ITS/From_T2__hqr.t2_fixed__terminationS_36_0.smt2	unknown	unknown	24412	24819	A
QF_NIA/20170427-VeryMax/ITS/From_T2__mc91.t2__p2846_terminationG_0.smt2	unknown	unknown	24431	24570	B
QF_NIA/20170427-VeryMax/ITS/From_T2__n-10.t2__p3427_edge_closing_0.smt2	sat	sat	11022	11111	A
QF_NIA/20170427-VeryMax/ITS/From_T2__n-40.t2__p4304_terminationG_0.smt2	unknown	unknown	11212	11231	B
QF_NIA/20170427-VeryMax/ITS/From_T2__n-7.t2_fixed__p4922_terminationG_0.smt2	unsat	unsat	6742	6715	A
QF_NIA/20170427-VeryMax/ITS/From_T2__nakata.t2__p5351_edge_closing_0.smt2	unknown	unknown	13528	13911	B
QF_NIA/20170427-VeryMax/ITS/From_T2__pentagon.t2__p7110_edge_closing_0.smt2	unknown	unknown	24264	24220	A
QF_NIA/20170427-VeryMax/ITS/From_T2__ppblock.t2__p7749_edge_closing_0.smt2	unknown	unknown	12707	12740	B
QF_NIA/20170427-VeryMax/ITS/From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8813_terminationG_0.smt2	unknown	unknown	24674	24500	A
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2_fixed__p10157_safety_0.smt2	sat	sat	10999	11148	B
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2_fixed__p11698_safety_0.smt2	unknown	unknown	24120	24215	A
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2__p13494_safety_0.smt2	sat	sat	12415	12222	B
QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15159_terminationG_0.smt2	sat	sat	15342	15421	A
QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p18409_safety_0.smt2	unknown	unknown	24241	24238	B
QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20015_safety_0.smt2	sat	sat	14708	15310	A
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3-filtered.t2__p21659_terminationG_0.smt2	unknown	unknown	11507	11651	B
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3.t2_fixed__terminationS_31_0.smt2	unknown	unknown	24326	24519	A
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-4-filtered.t2__p22683_terminationG_0.smt2	unknown	unknown	24405	24585	B
QF_NIA/20170427-VeryMax/ITS/From_T2__small01.t2__p23469_terminationG_0.smt2	unknown	unknown	24209	24199	A
QF_NIA/20170427-VeryMax/ITS/From_T2__streamserver.bug.t2__terminationS_1_0.smt2	unknown	unknown	24305	24303	B
QF_NIA/20170427-VeryMax/ITS/From_T2__svdcmp.c.i.svdcmp.pl.t2.nor.t2.rlgfixed.t2__p24935_safety_0.smt2	unknown	unknown	24356	24307	A
QF_NIA/20170427-VeryMax/ITS/From_T2__ud.t2__term_unfeasibility_1_0.smt2	sat	sat	10993	11010	B
QF_NIA/20170427-VeryMax/ITS/From_T2__zlib-adler32.c.t2__p25902_terminationG_0.smt2	sat	sat	11098	11196	A
QF_NIA/20170427-VeryMax/SAT14/106.smt2	unknown	unknown	18147	16401	B
QF_NIA/20170427-VeryMax/SAT14/1280.smt2	sat	sat	5596	5491	A
QF_NIA/20170427-VeryMax/SAT14/1509.smt2	unknown	unknown	18109	18750	B
QF_NIA/20170427-VeryMax/SAT14/1738.smt2	unknown	unknown	24309	24314	A
QF_NIA/20170427-VeryMax/SAT14/227.smt2	unknown	unknown	24218	24316	B
QF_NIA/20170427-VeryMax/SAT14/456.smt2	unknown	unknown	17012	17009	A
QF_NIA/20170427-VeryMax/SAT14/687.smt2	unknown	unknown	17308	17210	B
QF_NIA/20170427-VeryMax/SAT14/919.smt2	sat	sat	8384	8387	A
QF_NIA/20210219-Dartagnan/ReachSafety-Loops/geo1-u_valuebound2-O0.smt2	unknown	unknown	11102	11191	B
QF_NIA/20220315-MathProblems/MS_06.smt2	unknown	unknown	24234	24202	A
QF_NIA/20220315-MathProblems/STC_0205.smt2	sat	sat	14199	14781	B
QF_NIA/20220315-MathProblems/STC_0459.smt2	sat	sat	4207	4186	A
QF_NIA/20220315-MathProblems/STC_0713.smt2	sat	sat	4178	4306	B
QF_NIA/20220315-MathProblems/STC_0967.smt2	unknown	unknown	25489	24219	A
QF_NIA/AProVE/aproveSMT1294590808882795189.smt2	sat	sat	189	192	B
QF_NIA/AProVE/aproveSMT2045146210738691450.smt2	sat	sat	207	192	A
QF_NIA/AProVE/aproveSMT2912633883485370336.smt2	sat	sat	11100	11114	B
QF_NIA/AProVE/aproveSMT3734122552322670033.smt2	sat	sat	709	592	A
QF_NIA/AProVE/aproveSMT4687047739446499948.smt2	unknown	unknown	24220	24217	B
QF_NIA/AProVE/aproveSMT5574282980958522472.smt2	unsat	unsat	4199	7231	A
QF_NIA/AProVE/aproveSMT6461796824751951221.smt2	unknown	unknown	24318	24320	B
QF_NIA/AProVE/aproveSMT7398754856107094872.smt2	sat	sat	9593	9401	A
QF_NIA/AProVE/aproveSMT8300370999791707493.smt2	sat	sat	13711	13941	B
QF_NIA/AProVE/aproveSMT994105904163423260.smt2	sat	sat	11024	11004	A
QF_NIA/leipzig/term-MRIndM.smt2	sat	sat	8204	8578	B
