file	arm	verdict	ms	exit
QF_NRA/LassoRanker/SV-COMP/NoriSharma-2013FSE-Fig7_true-termination.c_Iteration1_Loop_6-phaseTemplate.smt2	z3-default	sat	408	0
QF_NRA/LassoRanker/SV-COMP/NoriSharma-2013FSE-Fig7_true-termination.c_Iteration1_Loop_6-phaseTemplate.smt2	z3-nlsat	sat	408	0
QF_NRA/LassoRanker/SV-COMP/NoriSharma-2013FSE-Fig7_true-termination.c_Iteration1_Loop_6-phaseTemplate.smt2	z3-lin	sat	119	0
QF_NRA/LassoRanker/SV-COMP/NoriSharma-2013FSE-Fig7_true-termination.c_Iteration1_Loop_6-phaseTemplate.smt2	cvc5	sat	908	0
QF_NRA/LassoRanker/Ultimate/FourPhase.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	z3-default	sat	107	0
QF_NRA/LassoRanker/Ultimate/FourPhase.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	z3-nlsat	sat	107	0
QF_NRA/LassoRanker/Ultimate/FourPhase.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	z3-lin	sat	107	0
QF_NRA/LassoRanker/Ultimate/FourPhase.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	cvc5	sat	407	0
QF_NRA/LassoRanker/Ultimate/yPositive-SIscaled75.bpl_Iteration1_Loop_2-pieceTemplate.smt2	z3-default	unsat	908	0
QF_NRA/LassoRanker/Ultimate/yPositive-SIscaled75.bpl_Iteration1_Loop_2-pieceTemplate.smt2	z3-nlsat	unsat	908	0
QF_NRA/LassoRanker/Ultimate/yPositive-SIscaled75.bpl_Iteration1_Loop_2-pieceTemplate.smt2	z3-lin	none	24127	0
QF_NRA/LassoRanker/Ultimate/yPositive-SIscaled75.bpl_Iteration1_Loop_2-pieceTemplate.smt2	cvc5	none	26224	134
QF_NRA/meti-tarski/atan/problem/2/weak/atan-problem-2-weak-chunk-0018.smt2	z3-default	sat	107	0
QF_NRA/meti-tarski/atan/problem/2/weak/atan-problem-2-weak-chunk-0018.smt2	z3-nlsat	sat	107	0
QF_NRA/meti-tarski/atan/problem/2/weak/atan-problem-2-weak-chunk-0018.smt2	z3-lin	unknown	107	0
QF_NRA/meti-tarski/atan/problem/2/weak/atan-problem-2-weak-chunk-0018.smt2	cvc5	sat	107	0
QF_NRA/meti-tarski/atan/problem/2/weak/atan-problem-2-weak-chunk-0159.smt2	z3-default	sat	107	0
QF_NRA/meti-tarski/atan/problem/2/weak/atan-problem-2-weak-chunk-0159.smt2	z3-nlsat	sat	107	0
QF_NRA/meti-tarski/atan/problem/2/weak/atan-problem-2-weak-chunk-0159.smt2	z3-lin	unknown	408	0
QF_NRA/meti-tarski/atan/problem/2/weak/atan-problem-2-weak-chunk-0159.smt2	cvc5	sat	107	0
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0545.smt2	z3-default	unsat	108	0
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0545.smt2	z3-nlsat	unsat	108	0
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0545.smt2	z3-lin	none	24027	0
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0545.smt2	cvc5	unsat	107	0
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0388.smt2	z3-default	unsat	108	0
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0388.smt2	z3-nlsat	unsat	107	0
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0388.smt2	z3-lin	unknown	108	0
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0388.smt2	cvc5	unsat	107	0
QF_NRA/meti-tarski/Chua/1/IL/U/Chua-1-IL-U-chunk-0075.smt2	z3-default	sat	108	0
QF_NRA/meti-tarski/Chua/1/IL/U/Chua-1-IL-U-chunk-0075.smt2	z3-nlsat	sat	107	0
QF_NRA/meti-tarski/Chua/1/IL/U/Chua-1-IL-U-chunk-0075.smt2	z3-lin	sat	107	0
QF_NRA/meti-tarski/Chua/1/IL/U/Chua-1-IL-U-chunk-0075.smt2	cvc5	sat	107	0
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0071.smt2	z3-default	unsat	107	0
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0071.smt2	z3-nlsat	unsat	107	0
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0071.smt2	z3-lin	unknown	107	0
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0071.smt2	cvc5	unsat	107	0
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0295.smt2	z3-default	unsat	108	0
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0295.smt2	z3-nlsat	unsat	108	0
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0295.smt2	z3-lin	unknown	107	0
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0295.smt2	cvc5	unsat	108	0
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0266.smt2	z3-default	unsat	107	0
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0266.smt2	z3-nlsat	unsat	108	0
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0266.smt2	z3-lin	unsat	108	0
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0266.smt2	cvc5	unsat	108	0
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0016.smt2	z3-default	unsat	109	0
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0016.smt2	z3-nlsat	unsat	108	0
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0016.smt2	z3-lin	unsat	107	0
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0016.smt2	cvc5	unsat	109	0
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0142.smt2	z3-default	sat	108	0
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0142.smt2	z3-nlsat	sat	107	0
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0142.smt2	z3-lin	unknown	108	0
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0142.smt2	cvc5	sat	108	0
QF_NRA/meti-tarski/Nichols-Plot/Inverted-Pendulum/Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0040.smt2	z3-default	sat	107	0
QF_NRA/meti-tarski/Nichols-Plot/Inverted-Pendulum/Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0040.smt2	z3-nlsat	sat	107	0
QF_NRA/meti-tarski/Nichols-Plot/Inverted-Pendulum/Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0040.smt2	z3-lin	unknown	107	0
QF_NRA/meti-tarski/Nichols-Plot/Inverted-Pendulum/Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0040.smt2	cvc5	sat	108	0
QF_NRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0105.smt2	z3-default	unsat	108	0
QF_NRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0105.smt2	z3-nlsat	unsat	109	0
QF_NRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0105.smt2	z3-lin	unsat	108	0
QF_NRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0105.smt2	cvc5	unsat	408	0
QF_NRA/meti-tarski/RL-high-pass-circuit/RL-high-pass-circuit-gain-chunk-0012.smt2	z3-default	unsat	108	0
QF_NRA/meti-tarski/RL-high-pass-circuit/RL-high-pass-circuit-gain-chunk-0012.smt2	z3-nlsat	unsat	108	0
QF_NRA/meti-tarski/RL-high-pass-circuit/RL-high-pass-circuit-gain-chunk-0012.smt2	z3-lin	unknown	108	0
QF_NRA/meti-tarski/RL-high-pass-circuit/RL-high-pass-circuit-gain-chunk-0012.smt2	cvc5	unsat	108	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0227.smt2	z3-default	sat	109	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0227.smt2	z3-nlsat	sat	108	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0227.smt2	z3-lin	unknown	109	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0227.smt2	cvc5	sat	108	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0353.smt2	z3-default	sat	109	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0353.smt2	z3-nlsat	sat	108	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0353.smt2	z3-lin	unknown	108	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0353.smt2	cvc5	sat	109	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0479.smt2	z3-default	sat	109	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0479.smt2	z3-nlsat	sat	109	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0479.smt2	z3-lin	unknown	608	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0479.smt2	cvc5	sat	108	0
QF_NRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0124.smt2	z3-default	sat	108	0
QF_NRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0124.smt2	z3-nlsat	sat	109	0
QF_NRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0124.smt2	z3-lin	unknown	108	0
QF_NRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0124.smt2	cvc5	sat	108	0
QF_NRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0129.smt2	z3-default	unsat	108	0
QF_NRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0129.smt2	z3-nlsat	unsat	108	0
QF_NRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0129.smt2	z3-lin	unknown	108	0
QF_NRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0129.smt2	cvc5	none	26211	134
QF_NRA/meti-tarski/sin/problem/8/weak/sin-problem-8-weak-chunk-0050.smt2	z3-default	sat	108	0
QF_NRA/meti-tarski/sin/problem/8/weak/sin-problem-8-weak-chunk-0050.smt2	z3-nlsat	sat	108	0
QF_NRA/meti-tarski/sin/problem/8/weak/sin-problem-8-weak-chunk-0050.smt2	z3-lin	unknown	109	0
QF_NRA/meti-tarski/sin/problem/8/weak/sin-problem-8-weak-chunk-0050.smt2	cvc5	sat	108	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0291.smt2	z3-default	unsat	108	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0291.smt2	z3-nlsat	unsat	109	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0291.smt2	z3-lin	none	24030	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0291.smt2	cvc5	unsat	107	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0421.smt2	z3-default	sat	108	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0421.smt2	z3-nlsat	sat	107	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0421.smt2	z3-lin	none	24029	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0421.smt2	cvc5	sat	108	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0695.smt2	z3-default	sat	108	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0695.smt2	z3-nlsat	sat	108	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0695.smt2	z3-lin	sat	109	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0695.smt2	cvc5	sat	108	0
QF_NRA/meti-tarski/sqrt/problem/12vars3/sqrt-problem-12vars3-chunk-0089.smt2	z3-default	unsat	108	0
QF_NRA/meti-tarski/sqrt/problem/12vars3/sqrt-problem-12vars3-chunk-0089.smt2	z3-nlsat	unsat	109	0
QF_NRA/meti-tarski/sqrt/problem/12vars3/sqrt-problem-12vars3-chunk-0089.smt2	z3-lin	unknown	21828	0
QF_NRA/meti-tarski/sqrt/problem/12vars3/sqrt-problem-12vars3-chunk-0089.smt2	cvc5	unsat	107	0
