file	A	B	A_ms	B_ms	first
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7265_safety_0.smt2	unknown	unknown	11111	11119	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7725_safety_0.smt2	sat	sat	15026	14493	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8065_safety_0.smt2	unknown	unknown	24303	24310	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8434_safety_0.smt2	sat	sat	13215	13093	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8809_safety_0.smt2	unknown	unknown	24208	24207	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9188_safety_0.smt2	sat	sat	13716	14307	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateContainsAll.jar-obl-11__terminationS_0_0.smt2	unknown	unknown	24515	24865	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__MainDelete.jar-obl-10__p10430_safety_0.smt2	unknown	unknown	24259	24212	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__mirrorInterv_rec.jar-obl-8__p10955_edge_closing_0.smt2	sat	sat	11196	11331	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__RandomHard.jar-obl-10__p11834_safety_0.smt2	sat	sat	12217	11897	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Test13Loops.jar-obl-10__p12737_edge_closing_0.smt2	sat	sat	10897	11066	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-complInterv3.jar-obl-8__p13362_terminationG_0.smt2	unknown	unknown	24352	24211	A
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14206_terminationG_0.smt2	sat	sat	11890	11536	B
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__whileNested_rec.jar-obl-9__p14976_terminationG_0.smt2	unknown	unknown	24225	24205	A
QF_NIA/20170427-VeryMax/ITS/From_T2__agafp.t2_fixed__terminationS_0_0.smt2	unknown	unknown	24309	24535	B
QF_NIA/20170427-VeryMax/ITS/From_T2__apchildlive-succeed.t2_fixed__p16399_edge_closing_0.smt2	unknown	unknown	21773	23116	A
QF_NIA/20170427-VeryMax/ITS/From_T2__broydn.c.i.broydn.pl.t2.fixed.t2__term_unfeasibility_3_0.smt2	sat	sat	11293	11396	B
QF_NIA/20170427-VeryMax/ITS/From_T2__consts1nt.t2__p17935_terminationG_0.smt2	unsat	unsat	2984	2985	A
QF_NIA/20170427-VeryMax/ITS/From_T2__db2.t2_fixed__terminationS_29_0.smt2	unknown	unknown	24310	24539	B
QF_NIA/20170427-VeryMax/ITS/From_T2__edn.t2__p20109_safety_0.smt2	sat	sat	10933	10891	A
QF_NIA/20170427-VeryMax/ITS/From_T2__efegp.t2__p21963_edge_closing_0.smt2	sat	sat	10998	11009	B
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2_fixed__p23563_safety_0.smt2	sat	sat	9420	9290	A
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p28763_safety_0.smt2	sat	sat	10892	11005	B
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p31135_safety_0.smt2	sat	sat	10890	10903	A
QF_NIA/20170427-VeryMax/ITS/From_T2__firewire.t2__terminationS_13_0.smt2	unknown	unknown	11296	11308	B
QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__terminationS_11_0.smt2	unknown	unknown	24471	24408	A
QF_NIA/20170427-VeryMax/ITS/From_T2__fun7.t2__p1152_terminationG_0.smt2	unknown	unknown	24319	24348	B
QF_NIA/20170427-VeryMax/ITS/From_T2__fun9.t2__p1480_edge_closing_0.smt2	sat	sat	11231	11220	A
QF_NIA/20170427-VeryMax/ITS/From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2_fixed__terminationS_45_0.smt2	unknown	unknown	24308	24303	B
QF_NIA/20170427-VeryMax/ITS/From_T2__janne_complex.t2__p2263_terminationG_0.smt2	unknown	unknown	12156	11914	A
QF_NIA/20170427-VeryMax/ITS/From_T2__mc91test.t2__p3142_terminationG_0.smt2	sat	sat	13294	12993	B
QF_NIA/20170427-VeryMax/ITS/From_T2__n-21.t2__p3959_terminationG_0.smt2	unsat	unsat	8954	8898	A
QF_NIA/20170427-VeryMax/ITS/From_T2__n-5.t2__p4694_edge_closing_0.smt2	sat	sat	11596	11599	B
QF_NIA/20170427-VeryMax/ITS/From_T2__n-7.t2__p5005_terminationG_0.smt2	unknown	unknown	24369	24351	A
QF_NIA/20170427-VeryMax/ITS/From_T2__p-43-terminate.t2__term_unfeasibility_1_0.smt2	unknown	unknown	24223	24234	B
QF_NIA/20170427-VeryMax/ITS/From_T2__polling.t2_fixed__p7335_terminationG_0.smt2	sat	sat	18738	21523	A
QF_NIA/20170427-VeryMax/ITS/From_T2__queens.t2__term_unfeasibility_1_0.smt2	sat	sat	11029	11154	B
QF_NIA/20170427-VeryMax/ITS/From_T2__rlft3.t2__p9106_terminationG_0.smt2	unknown	unknown	11267	11226	A
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2_fixed__p10785_safety_0.smt2	sat	sat	12223	12419	B
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2__p12578_safety_0.smt2	unknown	unknown	24258	24202	A
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2__p14253_safety_0.smt2	sat	sat	11292	11493	B
QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16687_safety_0.smt2	unknown	unknown	24258	24206	A
QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19291_safety_0.smt2	sat	sat	11206	11694	B
QF_NIA/20170427-VeryMax/ITS/From_T2__sas2.t2__terminationQ_2_0.smt2	unknown	unknown	11814	11924	A
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3-new.t2__p21995_terminationG_0.smt2	unknown	unknown	13208	13234	B
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3.t2__p22227_terminationG_0.smt2	unknown	unknown	12214	12006	A
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22997_safety_0.smt2	unsat	unsat	8408	8540	B
QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	unknown	unknown	24214	24216	A
QF_NIA/20170427-VeryMax/ITS/From_T2__streamserver-succeed.t2__p24602_terminationG_0.smt2	sat	sat	17911	19053	B
QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25069_terminationG_0.smt2	unknown	unknown	25334	25299	A
QF_NIA/20170427-VeryMax/ITS/From_T2__zlib-adler32.c.t2_fixed__p25888_safety_0.smt2	unknown	unknown	24200	24202	B
QF_NIA/20170427-VeryMax/SAT14/1051.smt2	unknown	unknown	18295	18209	A
QF_NIA/20170427-VeryMax/SAT14/1166.smt2	unknown	unknown	17387	17397	B
QF_NIA/20170427-VeryMax/SAT14/1395.smt2	sat	sat	7500	7684	A
QF_NIA/20170427-VeryMax/SAT14/1623.smt2	unknown	unknown	16505	16619	B
QF_NIA/20170427-VeryMax/SAT14/1854.smt2	sat	sat	7900	7889	A
QF_NIA/20170427-VeryMax/SAT14/341.smt2	unknown	unknown	24415	24612	B
QF_NIA/20170427-VeryMax/SAT14/571.smt2	sat	sat	9314	9301	A
QF_NIA/20170427-VeryMax/SAT14/803.smt2	unknown	unknown	16701	16706	B
QF_NIA/20210219-Dartagnan/ReachSafety-Loops/array_3-1-O0.smt2	unknown	unknown	392	394	A
QF_NIA/20210219-Dartagnan/ReachSafety-Loops/ps2-ll_unwindbound50-O0.smt2	unknown	unknown	24522	24623	B
QF_NIA/20220315-MathProblems/STC_0078.smt2	unknown	unknown	24276	24228	A
QF_NIA/20220315-MathProblems/STC_0332.smt2	sat	sat	5000	5212	B
QF_NIA/20220315-MathProblems/STC_0586.smt2	sat	sat	4303	4286	A
QF_NIA/20220315-MathProblems/STC_0840.smt2	sat	sat	8195	8400	B
QF_NIA/20230328-sqrtmodinv-hoenicke/sqrtStep6a.smt2	unknown	unknown	1595	1582	A
QF_NIA/AProVE/aproveSMT1669457300444119286.smt2	sat	sat	9492	9495	B
QF_NIA/AProVE/aproveSMT2449356678853584219.smt2	sat	sat	13103	12697	A
QF_NIA/AProVE/aproveSMT3326416242224032552.smt2	sat	sat	177	184	B
QF_NIA/AProVE/aproveSMT4225308127115953119.smt2	sat	sat	585	579	A
QF_NIA/AProVE/aproveSMT5048239408100334127.smt2	unknown	unknown	24207	25182	B
QF_NIA/AProVE/aproveSMT6025886977398171379.smt2	sat	sat	748	687	A
QF_NIA/AProVE/aproveSMT6902839063897808376.smt2	sat	sat	10990	11024	B
QF_NIA/AProVE/aproveSMT7795667227375240089.smt2	unknown	unknown	24199	24202	A
QF_NIA/AProVE/aproveSMT8801446599485295192.smt2	sat	sat	2981	3017	B
QF_NIA/calypto/problem-002617.cvc.1.smt2	sat	sat	4427	4282	A
QF_NIA/UltimateLassoRanker/LarrazOliverasRodriguez-CarbonellRubio-2013FMCAD-Fig1-alloca_unknown-termination.c.i_Iteration6_Lasso+nonterminationTemplate.smt2	unknown	unknown	24312	24306	B
