cell,latency_nanos,cumulative_fraction
z3_cold,189773,0.00021088148460565162
z3_cold,209581,0.00042176296921130323
z3_cold,244687,0.0006326444538169548
z3_cold,266267,0.0008435259384226065
z3_cold,270927,0.001054407423028258
z3_cold,271342,0.0012652889076339097
z3_cold,284126,0.0014761703922395613
z3_cold,289208,0.001687051876845213
z3_cold,298527,0.0018979333614508645
z3_cold,327772,0.002108814846056516
z3_cold,386681,0.002319696330662168
z3_cold,390843,0.0025305778152678194
z3_cold,403467,0.002741459299873471
z3_cold,404125,0.0029523407844791226
z3_cold,415041,0.0031632222690847742
z3_cold,419600,0.003374103753690426
z3_cold,431120,0.0035849852382960775
z3_cold,432736,0.003795866722901729
z3_cold,438243,0.004006748207507381
z3_cold,442184,0.004217629692113032
z3_cold,446020,0.004428511176718684
z3_cold,446214,0.004639392661324336
z3_cold,447897,0.004850274145929988
z3_cold,450723,0.005061155630535639
z3_cold,451963,0.005272037115141291
z3_cold,452221,0.005482918599746942
z3_cold,454544,0.005693800084352594
z3_cold,454970,0.005904681568958245
z3_cold,457147,0.006115563053563897
z3_cold,458562,0.0063264445381695485
z3_cold,459260,0.0065373260227752005
z3_cold,461169,0.006748207507380852
z3_cold,462937,0.006959088991986504
z3_cold,464968,0.007169970476592155
z3_cold,465400,0.007380851961197807
z3_cold,467536,0.007591733445803458
z3_cold,468110,0.00780261493040911
z3_cold,468271,0.008013496415014762
z3_cold,472498,0.008224377899620413
z3_cold,475303,0.008435259384226065
z3_cold,475403,0.008646140868831717
z3_cold,475418,0.008857022353437369
z3_cold,476508,0.009067903838043019
z3_cold,476798,0.009278785322648671
z3_cold,477907,0.009489666807254323
z3_cold,480010,0.009700548291859975
z3_cold,480344,0.009911429776465626
z3_cold,483053,0.010122311261071278
z3_cold,483083,0.01033319274567693
z3_cold,483414,0.010544074230282582
z3_cold,483677,0.010754955714888232
z3_cold,484551,0.010965837199493884
z3_cold,484898,0.011176718684099536
z3_cold,485575,0.011387600168705188
z3_cold,486350,0.011598481653310838
z3_cold,488144,0.01180936313791649
z3_cold,488843,0.012020244622522143
z3_cold,488963,0.012231126107127795
z3_cold,489317,0.012442007591733445
z3_cold,490271,0.012652889076339097
z3_cold,493595,0.012863770560944749
z3_cold,494957,0.013074652045550401
z3_cold,495586,0.013285533530156053
z3_cold,495980,0.013496415014761703
z3_cold,496402,0.013707296499367356
z3_cold,500423,0.013918177983973008
z3_cold,501239,0.01412905946857866
z3_cold,501536,0.01433994095318431
z3_cold,501776,0.014550822437789962
z3_cold,503090,0.014761703922395614
z3_cold,503683,0.014972585407001266
z3_cold,503931,0.015183466891606916
z3_cold,504901,0.015394348376212568
z3_cold,505427,0.01560522986081822
z3_cold,505638,0.01581611134542387
z3_cold,505677,0.016026992830029525
z3_cold,506392,0.016237874314635175
z3_cold,506450,0.016448755799240825
z3_cold,506954,0.01665963728384648
z3_cold,507975,0.01687051876845213
z3_cold,508601,0.017081400253057783
z3_cold,508994,0.017292281737663433
z3_cold,509837,0.017503163222269084
z3_cold,509951,0.017714044706874738
z3_cold,510300,0.017924926191480388
z3_cold,511779,0.018135807676086038
z3_cold,514260,0.018346689160691692
z3_cold,515545,0.018557570645297342
z3_cold,515563,0.018768452129902996
z3_cold,517312,0.018979333614508646
z3_cold,517802,0.019190215099114297
z3_cold,518024,0.01940109658371995
z3_cold,519200,0.0196119780683256
z3_cold,519443,0.01982285955293125
z3_cold,519511,0.020033741037536905
z3_cold,519992,0.020244622522142555
z3_cold,520060,0.02045550400674821
z3_cold,521399,0.02066638549135386
z3_cold,521464,0.02087726697595951
z3_cold,522409,0.021088148460565163
z3_cold,522606,0.021299029945170814
z3_cold,522774,0.021509911429776464
z3_cold,523442,0.021720792914382118
z3_cold,524166,0.021931674398987768
z3_cold,524184,0.022142555883593422
z3_cold,524915,0.022353437368199072
z3_cold,525721,0.022564318852804723
z3_cold,525920,0.022775200337410376
z3_cold,526339,0.022986081822016027
z3_cold,526653,0.023196963306621677
z3_cold,527320,0.02340784479122733
z3_cold,527838,0.02361872627583298
z3_cold,528648,0.023829607760438635
z3_cold,528981,0.024040489245044285
z3_cold,529998,0.024251370729649935
z3_cold,530359,0.02446225221425559
z3_cold,532385,0.02467313369886124
z3_cold,533398,0.02488401518346689
z3_cold,534189,0.025094896668072544
z3_cold,534688,0.025305778152678194
z3_cold,535007,0.025516659637283848
z3_cold,535123,0.025727541121889498
z3_cold,535827,0.02593842260649515
z3_cold,536245,0.026149304091100802
z3_cold,536550,0.026360185575706453
z3_cold,537059,0.026571067060312106
z3_cold,537196,0.026781948544917757
z3_cold,537884,0.026992830029523407
z3_cold,538143,0.02720371151412906
z3_cold,538308,0.02741459299873471
z3_cold,538615,0.02762547448334036
z3_cold,538634,0.027836355967946015
z3_cold,538659,0.028047237452551665
z3_cold,539726,0.02825811893715732
z3_cold,539931,0.02846900042176297
z3_cold,540089,0.02867988190636862
z3_cold,540486,0.028890763390974274
z3_cold,540672,0.029101644875579924
z3_cold,541738,0.029312526360185574
z3_cold,542474,0.029523407844791228
z3_cold,542488,0.02973428932939688
z3_cold,542516,0.029945170814002532
z3_cold,544020,0.030156052298608182
z3_cold,545672,0.030366933783213833
z3_cold,545918,0.030577815267819487
z3_cold,548207,0.030788696752425137
z3_cold,549413,0.030999578237030787
z3_cold,549743,0.03121045972163644
z3_cold,549841,0.03142134120624209
z3_cold,549919,0.03163222269084774
z3_cold,550359,0.03184310417545339
z3_cold,552629,0.03205398566005905
z3_cold,553408,0.0322648671446647
z3_cold,554138,0.03247574862927035
z3_cold,555484,0.032686630113876
z3_cold,555837,0.03289751159848165
z3_cold,557350,0.03310839308308731
z3_cold,558125,0.03331927456769296
z3_cold,558622,0.03353015605229861
z3_cold,558810,0.03374103753690426
z3_cold,559172,0.03395191902150991
z3_cold,559333,0.034162800506115566
z3_cold,560036,0.03437368199072122
z3_cold,560116,0.03458456347532687
z3_cold,560310,0.03479544495993252
z3_cold,560961,0.03500632644453817
z3_cold,561030,0.03521720792914382
z3_cold,561305,0.035428089413749475
z3_cold,561339,0.035638970898355125
z3_cold,561963,0.035849852382960776
z3_cold,562060,0.036060733867566426
z3_cold,562738,0.036271615352172076
z3_cold,562852,0.036482496836777734
z3_cold,563163,0.036693378321383384
z3_cold,563308,0.036904259805989034
z3_cold,563877,0.037115141290594685
z3_cold,564093,0.037326022775200335
z3_cold,564370,0.03753690425980599
z3_cold,564542,0.03774778574441164
z3_cold,564952,0.03795866722901729
z3_cold,565109,0.03816954871362294
z3_cold,565368,0.03838043019822859
z3_cold,565941,0.03859131168283425
z3_cold,566056,0.0388021931674399
z3_cold,566550,0.03901307465204555
z3_cold,566577,0.0392239561366512
z3_cold,566588,0.03943483762125685
z3_cold,566909,0.0396457191058625
z3_cold,567287,0.03985660059046816
z3_cold,568005,0.04006748207507381
z3_cold,569096,0.04027836355967946
z3_cold,569219,0.04048924504428511
z3_cold,569682,0.04070012652889076
z3_cold,570237,0.04091100801349642
z3_cold,570361,0.04112188949810207
z3_cold,570731,0.04133277098270772
z3_cold,571471,0.04154365246731337
z3_cold,571787,0.04175453395191902
z3_cold,571888,0.041965415436524676
z3_cold,572709,0.04217629692113033
z3_cold,572789,0.04238717840573598
z3_cold,572868,0.04259805989034163
z3_cold,573477,0.04280894137494728
z3_cold,574276,0.04301982285955293
z3_cold,575371,0.043230704344158585
z3_cold,575600,0.043441585828764236
z3_cold,577741,0.043652467313369886
z3_cold,577870,0.043863348797975536
z3_cold,577879,0.04407423028258119
z3_cold,579204,0.044285111767186844
z3_cold,579455,0.044495993251792494
z3_cold,581043,0.044706874736398144
z3_cold,581231,0.044917756221003795
z3_cold,581241,0.045128637705609445
z3_cold,581294,0.0453395191902151
z3_cold,581670,0.04555040067482075
z3_cold,582525,0.0457612821594264
z3_cold,582930,0.04597216364403205
z3_cold,583118,0.046183045128637704
z3_cold,583320,0.046393926613243354
z3_cold,583905,0.04660480809784901
z3_cold,584071,0.04681568958245466
z3_cold,584111,0.04702657106706031
z3_cold,584862,0.04723745255166596
z3_cold,584914,0.04744833403627161
z3_cold,585801,0.04765921552087727
z3_cold,587164,0.04787009700548292
z3_cold,588081,0.04808097849008857
z3_cold,589514,0.04829185997469422
z3_cold,591052,0.04850274145929987
z3_cold,592123,0.04871362294390553
z3_cold,592318,0.04892450442851118
z3_cold,592590,0.04913538591311683
z3_cold,593097,0.04934626739772248
z3_cold,593325,0.04955714888232813
z3_cold,593556,0.04976803036693378
z3_cold,593594,0.04997891185153944
z3_cold,594030,0.05018979333614509
z3_cold,594768,0.05040067482075074
z3_cold,595394,0.05061155630535639
z3_cold,596963,0.05082243778996204
z3_cold,597012,0.051033319274567696
z3_cold,597317,0.051244200759173346
z3_cold,597416,0.051455082243778996
z3_cold,597416,0.051665963728384647
z3_cold,597437,0.0518768452129903
z3_cold,597502,0.052087726697595954
z3_cold,598296,0.052298608182201604
z3_cold,598407,0.052509489666807255
z3_cold,598492,0.052720371151412905
z3_cold,599708,0.052931252636018555
z3_cold,599724,0.05314213412062421
z3_cold,600064,0.05335301560522986
z3_cold,601408,0.05356389708983551
z3_cold,601521,0.053774778574441164
z3_cold,601969,0.053985660059046814
z3_cold,602422,0.054196541543652464
z3_cold,603230,0.05440742302825812
z3_cold,604142,0.05461830451286377
z3_cold,604702,0.05482918599746942
z3_cold,604959,0.05504006748207507
z3_cold,605039,0.05525094896668072
z3_cold,605153,0.05546183045128638
z3_cold,605222,0.05567271193589203
z3_cold,606138,0.05588359342049768
z3_cold,606830,0.05609447490510333
z3_cold,608233,0.05630535638970898
z3_cold,608631,0.05651623787431464
z3_cold,608903,0.05672711935892029
z3_cold,609733,0.05693800084352594
z3_cold,609886,0.05714888232813159
z3_cold,610369,0.05735976381273724
z3_cold,610424,0.05757064529734289
z3_cold,610508,0.05778152678194855
z3_cold,611288,0.0579924082665542
z3_cold,611928,0.05820328975115985
z3_cold,611943,0.0584141712357655
z3_cold,612486,0.05862505272037115
z3_cold,613564,0.058835934204976806
z3_cold,614192,0.059046815689582456
z3_cold,614382,0.059257697174188106
z3_cold,614427,0.05946857865879376
z3_cold,614518,0.05967946014339941
z3_cold,615237,0.059890341628005064
z3_cold,615302,0.060101223112610715
z3_cold,615944,0.060312104597216365
z3_cold,616206,0.060522986081822015
z3_cold,617765,0.060733867566427666
z3_cold,619350,0.060944749051033316
z3_cold,619822,0.06115563053563897
z3_cold,619833,0.061366512020244623
z3_cold,620226,0.061577393504850274
z3_cold,620358,0.061788274989455924
z3_cold,620641,0.061999156474061574
z3_cold,620947,0.06221003795866723
z3_cold,621173,0.06242091944327288
z3_cold,621212,0.06263180092787853
z3_cold,621670,0.06284268241248418
z3_cold,622713,0.06305356389708984
z3_cold,623086,0.06326444538169548
z3_cold,623249,0.06347532686630114
z3_cold,624057,0.06368620835090678
z3_cold,624403,0.06389708983551244
z3_cold,624408,0.0641079713201181
z3_cold,624853,0.06431885280472374
z3_cold,625568,0.0645297342893294
z3_cold,625855,0.06474061577393504
z3_cold,626103,0.0649514972585407
z3_cold,627078,0.06516237874314636
z3_cold,627143,0.065373260227752
z3_cold,627498,0.06558414171235766
z3_cold,628285,0.0657950231969633
z3_cold,628872,0.06600590468156896
z3_cold,629425,0.06621678616617462
z3_cold,629447,0.06642766765078026
z3_cold,629474,0.06663854913538592
z3_cold,629599,0.06684943061999156
z3_cold,629633,0.06706031210459722
z3_cold,629722,0.06727119358920287
z3_cold,629995,0.06748207507380852
z3_cold,630305,0.06769295655841417
z3_cold,630445,0.06790383804301982
z3_cold,631029,0.06811471952762548
z3_cold,631361,0.06832560101223113
z3_cold,632150,0.06853648249683678
z3_cold,633345,0.06874736398144243
z3_cold,634651,0.06895824546604808
z3_cold,635265,0.06916912695065373
z3_cold,635288,0.06938000843525939
z3_cold,635301,0.06959088991986503
z3_cold,635902,0.06980177140447069
z3_cold,635913,0.07001265288907633
z3_cold,636041,0.07022353437368199
z3_cold,636382,0.07043441585828764
z3_cold,636507,0.07064529734289329
z3_cold,636525,0.07085617882749895
z3_cold,636653,0.0710670603121046
z3_cold,636825,0.07127794179671025
z3_cold,637149,0.0714888232813159
z3_cold,637183,0.07169970476592155
z3_cold,638021,0.07191058625052721
z3_cold,638409,0.07212146773513285
z3_cold,638439,0.07233234921973851
z3_cold,638968,0.07254323070434415
z3_cold,639350,0.07275411218894981
z3_cold,639525,0.07296499367355547
z3_cold,639847,0.07317587515816111
z3_cold,640092,0.07338675664276677
z3_cold,640225,0.07359763812737241
z3_cold,640410,0.07380851961197807
z3_cold,640463,0.07401940109658373
z3_cold,640635,0.07423028258118937
z3_cold,641323,0.07444116406579503
z3_cold,642140,0.07465204555040067
z3_cold,642159,0.07486292703500633
z3_cold,642306,0.07507380851961198
z3_cold,643105,0.07528469000421763
z3_cold,643242,0.07549557148882328
z3_cold,643416,0.07570645297342893
z3_cold,643607,0.07591733445803459
z3_cold,644090,0.07612821594264024
z3_cold,644680,0.07633909742724589
z3_cold,644696,0.07654997891185154
z3_cold,645070,0.07676086039645719
z3_cold,646404,0.07697174188106284
z3_cold,646414,0.0771826233656685
z3_cold,646891,0.07739350485027414
z3_cold,647553,0.0776043863348798
z3_cold,647805,0.07781526781948545
z3_cold,648771,0.0780261493040911
z3_cold,648866,0.07823703078869675
z3_cold,649147,0.0784479122733024
z3_cold,649190,0.07865879375790806
z3_cold,650038,0.0788696752425137
z3_cold,650088,0.07908055672711936
z3_cold,650199,0.079291438211725
z3_cold,650934,0.07950231969633066
z3_cold,651025,0.07971320118093632
z3_cold,651412,0.07992408266554196
z3_cold,651769,0.08013496415014762
z3_cold,652712,0.08034584563475326
z3_cold,653207,0.08055672711935892
z3_cold,653217,0.08076760860396458
z3_cold,653851,0.08097849008857022
z3_cold,655165,0.08118937157317588
z3_cold,655578,0.08140025305778152
z3_cold,656355,0.08161113454238718
z3_cold,656902,0.08182201602699284
z3_cold,656907,0.08203289751159848
z3_cold,657046,0.08224377899620414
z3_cold,657430,0.08245466048080978
z3_cold,657502,0.08266554196541544
z3_cold,658898,0.0828764234500211
z3_cold,659011,0.08308730493462674
z3_cold,659267,0.0832981864192324
z3_cold,659536,0.08350906790383804
z3_cold,660075,0.0837199493884437
z3_cold,660173,0.08393083087304935
z3_cold,661338,0.084141712357655
z3_cold,661696,0.08435259384226065
z3_cold,661891,0.0845634753268663
z3_cold,662000,0.08477435681147195
z3_cold,662023,0.0849852382960776
z3_cold,662069,0.08519611978068325
z3_cold,662553,0.08540700126528891
z3_cold,663175,0.08561788274989456
z3_cold,663609,0.08582876423450021
z3_cold,663681,0.08603964571910586
z3_cold,664096,0.08625052720371151
z3_cold,664778,0.08646140868831717
z3_cold,664860,0.08667229017292281
z3_cold,665659,0.08688317165752847
z3_cold,666048,0.08709405314213411
z3_cold,666506,0.08730493462673977
z3_cold,666597,0.08751581611134543
z3_cold,666923,0.08772669759595107
z3_cold,667146,0.08793757908055673
z3_cold,667262,0.08814846056516237
z3_cold,667517,0.08835934204976803
z3_cold,667554,0.08857022353437369
z3_cold,668617,0.08878110501897933
z3_cold,668648,0.08899198650358499
z3_cold,668957,0.08920286798819063
z3_cold,669225,0.08941374947279629
z3_cold,669581,0.08962463095740195
z3_cold,670215,0.08983551244200759
z3_cold,670969,0.09004639392661325
z3_cold,671166,0.09025727541121889
z3_cold,671756,0.09046815689582455
z3_cold,672072,0.0906790383804302
z3_cold,672099,0.09088991986503585
z3_cold,672197,0.0911008013496415
z3_cold,672274,0.09131168283424715
z3_cold,672287,0.0915225643188528
z3_cold,672627,0.09173344580345846
z3_cold,673192,0.0919443272880641
z3_cold,673277,0.09215520877266976
z3_cold,673305,0.09236609025727541
z3_cold,673716,0.09257697174188106
z3_cold,673995,0.09278785322648671
z3_cold,674166,0.09299873471109237
z3_cold,674322,0.09320961619569802
z3_cold,674876,0.09342049768030367
z3_cold,675173,0.09363137916490932
z3_cold,675195,0.09384226064951497
z3_cold,675662,0.09405314213412062
z3_cold,675779,0.09426402361872628
z3_cold,676285,0.09447490510333192
z3_cold,677127,0.09468578658793758
z3_cold,677131,0.09489666807254322
z3_cold,677355,0.09510754955714888
z3_cold,678179,0.09531843104175454
z3_cold,678448,0.09552931252636018
z3_cold,678497,0.09574019401096584
z3_cold,678501,0.09595107549557148
z3_cold,678617,0.09616195698017714
z3_cold,678737,0.0963728384647828
z3_cold,678837,0.09658371994938844
z3_cold,678902,0.0967946014339941
z3_cold,678951,0.09700548291859974
z3_cold,679168,0.0972163644032054
z3_cold,679585,0.09742724588781106
z3_cold,679655,0.0976381273724167
z3_cold,679849,0.09784900885702236
z3_cold,680490,0.098059890341628
z3_cold,680519,0.09827077182623366
z3_cold,680640,0.09848165331083931
z3_cold,681053,0.09869253479544496
z3_cold,681107,0.09890341628005062
z3_cold,681389,0.09911429776465626
z3_cold,681815,0.09932517924926192
z3_cold,682185,0.09953606073386756
z3_cold,682407,0.09974694221847322
z3_cold,682432,0.09995782370307887
z3_cold,682668,0.10016870518768452
z3_cold,682751,0.10037958667229017
z3_cold,682940,0.10059046815689582
z3_cold,683242,0.10080134964150148
z3_cold,683806,0.10101223112610713
z3_cold,683993,0.10122311261071278
z3_cold,684283,0.10143399409531843
z3_cold,684377,0.10164487557992408
z3_cold,684660,0.10185575706452973
z3_cold,684663,0.10206663854913539
z3_cold,684720,0.10227752003374103
z3_cold,684905,0.10248840151834669
z3_cold,684956,0.10269928300295234
z3_cold,684962,0.10291016448755799
z3_cold,684979,0.10312104597216365
z3_cold,685012,0.10333192745676929
z3_cold,685446,0.10354280894137495
z3_cold,685461,0.1037536904259806
z3_cold,685474,0.10396457191058625
z3_cold,685573,0.10417545339519191
z3_cold,686150,0.10438633487979755
z3_cold,686455,0.10459721636440321
z3_cold,686505,0.10480809784900885
z3_cold,686512,0.10501897933361451
z3_cold,686537,0.10522986081822017
z3_cold,686698,0.10544074230282581
z3_cold,687139,0.10565162378743147
z3_cold,687360,0.10586250527203711
z3_cold,687483,0.10607338675664277
z3_cold,687559,0.10628426824124843
z3_cold,687794,0.10649514972585407
z3_cold,688518,0.10670603121045973
z3_cold,688601,0.10691691269506537
z3_cold,688669,0.10712779417967103
z3_cold,688949,0.10733867566427667
z3_cold,688977,0.10754955714888233
z3_cold,689023,0.10776043863348798
z3_cold,689146,0.10797132011809363
z3_cold,689162,0.10818220160269928
z3_cold,689363,0.10839308308730493
z3_cold,690093,0.10860396457191059
z3_cold,690322,0.10881484605651624
z3_cold,690370,0.10902572754112189
z3_cold,690417,0.10923660902572754
z3_cold,690449,0.10944749051033319
z3_cold,690981,0.10965837199493884
z3_cold,691015,0.1098692534795445
z3_cold,691016,0.11008013496415014
z3_cold,691459,0.1102910164487558
z3_cold,691459,0.11050189793336145
z3_cold,691464,0.1107127794179671
z3_cold,691524,0.11092366090257276
z3_cold,691560,0.1111345423871784
z3_cold,692227,0.11134542387178406
z3_cold,692457,0.1115563053563897
z3_cold,692626,0.11176718684099536
z3_cold,692632,0.11197806832560102
z3_cold,692660,0.11218894981020666
z3_cold,692686,0.11239983129481232
z3_cold,692906,0.11261071277941796
