file	base	base_ms	arm	arm_ms	first
b185test0001.smt2	sat	110225624	sat	1610613577910456700	arm
fifo32bc04k05.smt2	unsat	512609723	unsat	511117597	base
try3_noof_functions_dwp_chroot.set_quoting_style.il.dwp.smt2	sat	112562467	sat	110626894	arm
try3_noof_functions_dwp_tac.set_quoting_style.il.dwp.smt2	sat	112605847	sat	111669282	base
try3_sameret_functions_dwp_pr.get_quoting_style.il.dwp.smt2	sat	711429495	sat	712505897	arm
try3_true_functions_dwp_chgrp.hash_string.il.dwp.smt2	sat	111546968	sat	111587702	base
try4_difret_functions_disjunctions_nice.close_stdout_set_file_name.il.disjunctions_0.smt2	sat	2714301580	sat	2713533947	arm
try5_small_difret_functions_dwp_logname.close_stdout_set_file_name.il.dwp.smt2	sat	18423945709	sat	18425876384	base
try5_small_difret_functions_dwp_sync.set_char_quoting.il.dwp.smt2	unknown	3113506746	unknown	3013306249	arm
try5_small_difret_functions_flanagansaxe_echo.quoting_options_from_style.il.flanagansaxe.smt2	sat	213008295	sat	213266180	base
try5_small_difret_functions_flanagansaxe_readlink.cycle_check_init.il.flanagansaxe.smt2	sat	2212310397	sat	2213230090	arm
try5_small_difret_functions_fse-bfs_stty.visible.il.fse-bfs.smt2	sat	6615863672	sat	6716658744	base
try5_small_difret_functions_wp_id.close_stdout_set_file_name.il.wp.smt2	sat	1771675010664489924	sat	2814226139	arm
try5_small_noof_functions_dwp_whoami.get_quoting_style.il.dwp.smt2	sat	111979674	sat	-1610613646088759357	base
try5_small_noof_functions_flanagansaxe_mkdir.set_quoting_style.il.flanagansaxe.smt2	sat	111698607	sat	1610613646311862859	arm
try5_small_noof_functions_flanagansaxe_unexpand.get_quoting_style.il.flanagansaxe.smt2	sat	112610285	sat	112156730	base
try5_small_noof_functions_wp_pr.set_char_quoting.il.wp.smt2	sat	113069670	sat	111965127	arm
try5_small_true_functions_flanagansaxe_touch.time_zone_hhmm.il.flanagansaxe.smt2	sat	112353593	sat	-1610613646987116321	base
try5_small_true_functions_wp_sha512sum.sha512_init_ctx.il.wp.smt2	sat	113215359	sat	1610613647212450181	arm
egt-0109.smt2	unsat	313244216	unsat	310893689	base
egt-0447.smt2	sat	1610613648111918932	sat	-1610613647887186441	arm
egt-0869.smt2	unsat	111663302	unsat	111565772	base
egt-0984.smt2	sat	112574099	sat	111870723	arm
egt-1342.smt2	sat	112193378	sat	112867739	base
egt-1599.smt2	unsat	1771675013902831082	unsat	-1771675013677183325	arm
egt-1865.smt2	unsat	112941274	unsat	113706463	base
egt-2278.smt2	sat	112976529	sat	112415827	arm
egt-2398.smt2	sat	111681445	sat	113614203	base
egt-2830.smt2	sat	-1610613649686928595	sat	112829279	arm
egt-3046.smt2	unsat	112198157	unsat	112268005	base
egt-3197.smt2	unsat	113118430	unsat	112480576	arm
egt-3674.smt2	unsat	112506404	unsat	111977060	base
egt-3798.smt2	unsat	-1610613650587368836	unsat	113387426	arm
egt-3916.smt2	sat	1610613650811729353	sat	112672951	base
egt-4420.smt2	unsat	112706592	unsat	112309832	arm
egt-4622.smt2	sat	112683319	sat	112587413	base
egt-4900.smt2	sat	-1610613651487957130	sat	111982870	arm
egt-5437.smt2	sat	1610613651712625122	sat	112841060	base
egt-5580.smt2	unsat	111267923	unsat	111917970	arm
egt-5836.smt2	unsat	111914744	unsat	112098903	base
egt-6056.smt2	sat	112141002	sat	111196892	arm
egt-6161.smt2	sat	1771675017860419381	sat	111986526	base
egt-6308.smt2	unsat	112786420	unsat	112075731	arm
egt-6552.smt2	sat	111967111	sat	112893547	base
egt-7019.smt2	unsat	111338062	unsat	112034915	arm
egt-7485.smt2	unsat	-1610613653288105733	unsat	1610613653512632095	base
egt-7765.smt2	sat	112646502	sat	111781659	arm
_csplit-query-000054.smt2	unknown	24129537873	unknown	24031351065	base
_lbracket-query-000346.smt2	sat	2813256844	sat	2813330088	arm
strcmp77.c.smt2	unknown	25129204103	unknown	25130272410	base
