file	base	base_ms	arm	arm_ms	first
v1l80046.cvc.smt2	unsat	112140640	unsat	110527791	arm
v10l70034.cvc.smt2	unsat	109436020	unsat	108829795	base
v2l60022.cvc.smt2	unsat	1610613510410936444	unsat	-1610613510191308310	arm
v3l50010.cvc.smt2	unsat	111582243	unsat	109533320	base
v5l30098.cvc.smt2	sat	112809491	sat	110444157	arm
typed_v1l20086.cvc.smt2	sat	111240132	sat	112233681	base
typed_v1l90074.cvc.smt2	unsat	1610613511311954568	unsat	-1610613511088854432	arm
typed_v10l80062.cvc.smt2	unsat	110058326	unsat	111993480	base
typed_v2l70050.cvc.smt2	unsat	112476488	unsat	109999990	arm
typed_v3l60038.cvc.smt2	unsat	112048191	unsat	112044473	base
typed_v5l50026.cvc.smt2	sat	1610613512212652134	sat	-1610613511988410515	arm
blocksworld_from_0_18_1_to_17_2_0_negated_goal_bmc_5.smt2	unknown	111592190	unknown	113120294	base
v1l30073.cvc.smt2	sat	111548590	sat	111807497	arm
v10l20061.cvc.smt2	sat	111502886	sat	111191794	base
v10l90049.cvc.smt2	sat	-1610613512890522913	sat	111790996	arm
v2l80037.cvc.smt2	unsat	111041527	unsat	110234781	base
v3l70025.cvc.smt2	sat	110495842	sat	111658753	arm
v5l60013.cvc.smt2	sat	110634407	sat	110497264	base
typed_v1l50001.cvc.smt2	unsat	-1610613513789063897	unsat	111102018	arm
typed_v10l30089.cvc.smt2	sat	1610613514010983961	sat	110632604	base
typed_v2l20077.cvc.smt2	sat	110683487	sat	110682206	arm
typed_v2l90065.cvc.smt2	unsat	111567925	unsat	110637272	base
typed_v3l80053.cvc.smt2	unsat	110767772	unsat	110552987	arm
typed_v5l70041.cvc.smt2	unsat	1771674866390648774	unsat	110821932	base
blocksworld_from_20_2_0_to_8_7_7_negated_goal_bmc_6.smt2	unknown	110898343	unknown	111447444	arm
v1l70060.cvc.smt2	unsat	110491154	unsat	110687625	base
v10l60048.cvc.smt2	sat	109710576	sat	110678378	arm
v2l50036.cvc.smt2	unsat	-1610613515588855795	unsat	1610613515810449146	base
v3l40024.cvc.smt2	sat	110420093	sat	112419774	arm
v5l30012.cvc.smt2	sat	109951009	sat	110706510	base
v5l90100.cvc.smt2	unsat	111668010	unsat	111878889	arm
typed_v1l80088.cvc.smt2	unsat	-1610613516489144876	unsat	1610613516712052638	base
typed_v10l70076.cvc.smt2	unsat	110886461	unsat	111730535	arm
typed_v2l60064.cvc.smt2	unsat	111809681	unsat	113140010	base
typed_v3l50052.cvc.smt2	sat	110960728	sat	112937367	arm
typed_v5l40040.cvc.smt2	sat	109356143	sat	-1610613517388649204	base
vlsat3_h27.smt2	sat	4613056116	sat	5014606450	arm
v1l40059.cvc.smt2	unsat	111314910	unsat	110779003	base
v10l30047.cvc.smt2	unsat	112164304	unsat	-1610613526389403132	arm
v2l20035.cvc.smt2	sat	111387083	sat	112549383	base
v2l90023.cvc.smt2	unsat	111720557	unsat	111103791	arm
v3l80011.cvc.smt2	unknown	111572805	unknown	111031468	base
v5l60099.cvc.smt2	unsat	1610613527511775298	unsat	-1610613527288040423	arm
typed_v1l50087.cvc.smt2	unsat	111586791	unsat	111965538	base
typed_v10l40075.cvc.smt2	sat	111850175	sat	110649685	arm
typed_v2l30063.cvc.smt2	unsat	111553740	unsat	111385450	base
typed_v3l20051.cvc.smt2	sat	1610613528412163894	sat	-1610613528187885066	arm
typed_v3l90039.cvc.smt2	unsat	111644136	unsat	111849023	base
typed_v5l80027.cvc.smt2	unsat	112438269	unsat	110442264	arm
blocksworld_from_3_1_20_to_23_0_1_negated_goal_bmc_6.smt2	unknown	112508537	unknown	111433549	base
