file	base	base_ms	arm	arm_ms	first
L502-031_spaces__natural_set.ads_16_19_postcondition___00.smt2	unknown	25031100580	unknown	25129784794	arm
N624-020__perm_rem__perm.ads_12_6_postcondition3___00.smt2	unsat	113795790	unsat	113118653	base
Q424-003__if_expression__string_utilities.adb_17_24_index_check___00.smt2	unsat	313514315	unsat	312132512	arm
S108-006__text_io_warnings__text_io_warnings.adb_26_38_overflow_check___00.smt2	unsat	-1610612065587892330	unsat	1610612065911738734	base
I827-015__oo__instr.adb_7_18_index_check___00.smt2	unsat	112204281	unsat	111859937	arm
N624-020__perm_rem__perm.adb_237_28_precondition___00.smt2	unsat	1013234538	unsat	1013180888	base
P518-021__frame_for_max__frame_condition.adb_11_13_range_check___00.smt2	unsat	112518028	unsat	112399100	arm
R509-011__higher_order_proof__why_e19b11_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	212287901	unsat	213394257	base
riposte__simple_arrays__simple_arrays.adb_674_22_assert___00.smt2	unknown	10619864523	unknown	10618120128	arm
N611-014__static_discr__static_discr.adb_78_30_index_check___00.smt2	unsat	212352139	unsat	112776063	base
O512-022__prefix_sum__prefixsum.ads_18_32_unreachable_branch___00.smt2	unknown	1771673297342679132	unknown	-1771673296918181793	arm
R509-011__higher_order_proof__why_610ef4_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	113026064	unsat	112757018	base
longest_common_prefix__lcp.adb_21_30_loop_invariant_init___00.smt2	unsat	112996529	unsat	111744524	arm
MB20-049__old_in_contract_cases__example.ads_7_62_index_check___00.smt2	unsat	111690906	unsat	112511597	base
NA29-017__prove_all__sorting.adb_103_22_overflow_check4___00.smt2	unsat	1610612089312099889	unsat	-1610612089088529771	arm
R226-017__image_attribute__test.adb_8_22_range_check___00.smt2	unsat	211700750	unsat	212256023	base
adacore_u__p.adb_99_42_overflow_check___00.smt2	unknown	22330283976	unknown	22330446670	arm
M301-012__array_of_iter__iter_array.adb_21_19_assert___00.smt2	unknown	23032141336	unknown	22930535849	base
N624-020__perm_rem__sort.adb_47_19_precondition3___00.smt2	unsat	112526103	unsat	111988713	arm
Q607-015__quantifiers__search_ter_p.ads_33_25_inconsistent_pre___00.smt2	unknown	24630583541	unknown	24533552780	base
S117-008__pointer__formal_vectors.adb_182_35_use_formal_vectors.ads_10_4_null_pointer_dereference___01.smt2	unknown	112914769	unknown	111330823	arm
K607-022__unconstrained_array__simple_unc_arrays.adb_50_24_index_check___00.smt2	unsat	-1610612215985725098	unsat	1610612216213269782	base
N624-020__perm_rem__perm.adb_26_20_range_check___00.smt2	unsat	314074437	unsat	312961859	arm
P607-055__for_loops_on_function_calls__for_loop_iterable.adb_42_11_precondition___01.smt2	unsat	112931790	unsat	-1610612216888652757	base
R728-002__aggregates__pragmarc-b_strings.adb_79_22_range_check___00.smt2	unknown	611743366	unknown	1610612217613137061	arm
string_search__string_search.adb_90_64_range_check___00.smt2	unsat	112471432	unsat	111485227	base
N624-020__perm_occ__sort.adb_36_39_index_check___00.smt2	unknown	25029632338	unknown	25031807062	arm
O512-022__vscomp2014_partition_rte__partition_refinement.adb_30_27_precondition2___00.smt2	unsat	212493199	unsat	-1610612263587639565	base
R509-011__higher_order_proof__why_93e018_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	112996238	unsat	1610612264013537631	arm
patience__patience.ads_92_45_index_check___00.smt2	unsat	112837877	unsat	112436829	base
N228-005__update_unconstr_array__update_checks_1.adb_51_9_length_check___00.smt2	unsat	213699249	unsat	212341801	arm
NB24-034__flow_spurious_ghost_warning__sorters.adb_51_43_index_check___00.smt2	unsat	113562070	unsat	113918626	base
R509-011__higher_order_proof__why_0ad1c3_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	25032893631	unknown	25031265569	arm
evoting__evoting.adb_229_13_loop_invariant_preserv___00.smt2	unknown	24132152919	unknown	24130801173	base
M613-039__expr_actions__list.adb_25_35_overflow_check___00.smt2	unsat	212451316	unsat	212302773	arm
N624-020__perm_rem__sort.adb_75_44_precondition___00.smt2	unknown	25030924628	unknown	25029680218	base
Q926-040__recursion__recursion.adb_43_32_loop_invariant_init___00.smt2	unsat	111592897	unsat	112485591	arm
S415-012__ex_pledge__pledge_constraints.adb_22_37_discriminant_check___00.smt2	unsat	113922205	unsat	112835484	base
K930-012__post__p.ads_6_36_index_check___00.smt2	unsat	112872673	unsat	112611372	arm
N624-020__perm_rem__perm.adb_348_15_precondition2___00.smt2	unsat	412744143	unsat	412787353	base
PA14-032__dic__bounded_strings.adb_8_19_length_check___00.smt2	unknown	25031479398	unknown	25029928071	arm
RM_Examples__stacks_1.ads_14_19_postcondition___00.smt2	unknown	23528109172	unknown	23430496817	base
KB04-013__expr_action__search.adb_13_61_overflow_check___00.smt2	unsat	1610612488012930330	unsat	-1771673736576848203	arm
N624-020__perm_rem__perm.adb_46_29_index_check___00.smt2	unsat	814124709	unsat	813570680	base
Q124-055__no_inlining__array_arith.ads_18_14_postcondition___00.smt2	unknown	8619855873	unknown	8817781783	arm
RM_MS__attributes_of_unconstrained_out_parameter_in_precondition__p.ads_10_19_postcondition___00.smt2	unknown	24032548880	unknown	24031021890	base
KB25-003__slices__pack.adb_65_22_assert___00.smt2	unknown	12119224117	unknown	10820176517	arm
N624-020__perm_rem__perm.adb_62_19_precondition3___00.smt2	unsat	-1610612568986890830	unsat	1610612570613340596	base
