file	base	base_ms	arm	arm_ms	first
KA21-006__funcs__funcs.adb_66_22_assert___00.smt2	unsat	-1610613322989073065	unsat	110197663	arm
N617-011__mutable_discr__discr.adb_58_7_precondition___00.smt2	unknown	1610613335720411447	unknown	12520912881	base
P715-019__flow_subprogram_termination__a-cofuse.ads_272_16_formal_cont.ads_26_4_inconsistent_pre___00.smt2	unknown	1112798826	unknown	1210885100	arm
RM_Examples__up_timer.adb_14_36_overflow_check___00.smt2	unsat	111846569	unsat	112885802	base
JC17-017__exit__p.adb_17_7_assert___00.smt2	unknown	-1610613348188611274	unknown	111646200	arm
MB06-039__private_type_with_a_container_component__a-cofuve.ads_300_52_a-cofove.ads_87_7_fail.ads_14_4_overflow_check___00.smt2	unsat	1610613348412978183	unsat	111980576	base
P115-039__spark16demo__client_unit.adb_54_10_dead_code___00.smt2	unknown	212521349	unknown	212037908	arm
R509-011__higher_order_proof__why_d9175b_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1813336396	unsat	1813615801	base
adacore_u__ints.adb_42_24_overflow_check___00.smt2	unknown	9718317618	unknown	9818013575	arm
M409-046__subtype__main.adb_6_14_predicate_check___00.smt2	unknown	-1610613369787584363	unknown	1610613370011831451	base
O512-022__vscomp2014_partition_rte__a-cofuve.ads_239_30_a-cfdlli.ads_69_7_partition_refinement.ads_15_4_range_check___00.smt2	unsat	112530719	unsat	112280828	arm
R509-011__higher_order_proof__why_360c00_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1211453676	unsat	1114688835	base
SC03-021__binary_search_trees__why_f0e6b6_binary_search-T-defqtvc__00.smt2	unknown	-1610613372486652298	unknown	213836881	arm
LC17-035__update_attribute_multidim__update_checks.adb_69_44_range_check___00.smt2	unknown	1610613390824637568	unknown	18223071896	base
O217-033__liskov__dispatch_in_contract.adb_16_20_overflow_check___00.smt2	unsat	110096286	unsat	112890691	arm
Q828-043__recursive_list_pointers__update_lists_restore.adb_31_45_null_pointer_dereference___00.smt2	unsat	110013945	unsat	-1610613405789247165	base
S903-010__flow_eq__x.adb_210_19_assert___00.smt2	unsat	111510590	unsat	1610613406011309611	arm
L413-031__fullview__int_list.adb_4_7_precondition___00.smt2	unsat	110864581	unsat	111187745	base
N709-001__dispatch__object.ads_15_31_precondition___00.smt2	unsat	112077374	unsat	109732546	arm
PA12-001__DIC__dic_pred.ads_4_9_predicate_check_on_default_value___00.smt2	unknown	2411806213	unknown	2314711976	base
S325-002__red_black_trees__red_black_trees.adb_31_33_null_pointer_dereference___00.smt2	unsat	111570721	unsat	111336620	arm
K519-031__subarray__subar.adb_51_10_dead_code___00.smt2	unknown	110224142	unknown	110876913	base
N110-032__list_conversion__a-cofuve.ads_238_59_a-cfdlli.ads_69_7_my_lists.ads_11_4_overflow_check___00.smt2	unsat	1610613411410459204	unsat	-1610613411188260348	arm
P405-006__arithmetic_from_dafny__mul_lemmas.adb_224_36_range_check___00.smt2	unsat	113134059	unsat	111570540	base
R625-017__flow_discr_nested__f.adb_5_14_postcondition___00.smt2	unsat	110774555	unsat	110744139	arm
riposte__arrays_multidim__arrays_multidim.adb_171_22_postcondition___00.smt2	unknown	20724443143	unknown	20524455817	base
M613-039__expr_actions__a-cofove.ads_709_23_list.ads_9_4_precondition___00.smt2	unsat	1610613449212527362	unsat	-1610613448987160002	arm
O722-023__static_pred__statpred.adb_8_19_assert___00.smt2	unsat	112757727	unsat	111529205	base
R509-011__higher_order_proof__why_6fdb94_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1013091006	unsat	1012923167	arm
T207-035__flow_constrained_depends__q.adb_6_12_range_check___00.smt2	unsat	111471268	unsat	111563127	base
M123-033__expr_fun__reorder_p.adb_35_28_assert___00.smt2	unsat	112659296	unsat	112126243	arm
O414-015__flow_constants_in_contracts_review_tests__info_flow_tests.adb_51_12_range_check___00.smt2	unsat	-1610613451688322493	unsat	1610613451911531439	base
QC11-016__for_of_cntex__a-cfdlli.ads_1422_23_lists.ads_4_1_precondition___00.smt2	unsat	112423190	unsat	111725195	arm
SA17-025__separate__pack.adb_12_22_assert___00.smt2	unsat	111100095	unsat	112112859	base
L719-025__lists_equal__p.adb_25_7_precondition___00.smt2	unknown	25027492253	unknown	25130743308	arm
NB04-027__classwide_prepost__dispatcher.adb_6_8_precondition___00.smt2	unknown	113012898	unknown	-1610613497585253894	base
PC09-010__lsp_inherited__check_lsp.ads_29_23_check_lsp.ads_39_7_postcondition___00.smt2	unknown	114231480	unknown	115431912	arm
S510-037__init_by_proof__aa.adb_21_17_overflow_check___00.smt2	unsat	114669658	unsat	114006365	base
K624-029__amortize_queue__amortized_queue.ads_55_17_precondition___00.smt2	unsat	114413936	unsat	113484284	arm
N320-038__initialassume__full.ads_9_20_postcondition___00.smt2	unsat	113132487	unsat	-1610613498485633993	base
P602-004__entry_range_check__inrange.adb_16_22_assert___00.smt2	unsat	115298335	unsat	114792815	arm
RA29-007__mutable_borrowers__walker.adb_17_9_null_pointer_dereference___00.smt2	unsat	114928484	unsat	115213238	base
K624-029__search_list__a-cfdlli.ads_853_28_linked_list.ads_6_4_overflow_check___00.smt2	unsat	-1610613499686528396	unsat	715684520	arm
N519-003__flow_warning__warn.adb_4_11_overflow_check___00.smt2	unknown	1610613500514159760	unknown	114162332	base
P630-025__flow_tasking__gnat_bug.ads_16_52_interrupt_reserved___00.smt2	sat	114836222	sat	113180607	arm
RC17-014__init_by_proof__nested_init_by_proof.adb_55_11_discriminant_check___00.smt2	unsat	111675157	unsat	113967392	base
K912-024__effects__using.ads_6_43_unreachable_branch___00.smt2	unknown	-1610613501585493667	unknown	613809830	arm
N617-011__mutable_discr__discr.adb_102_22_assert___00.smt2	unsat	1610613502313073477	unsat	114340089	base
P715-007__termination__term.ads_7_14_postcondition___00.smt2	unknown	114026272	unknown	113184866	arm
RC17-022__private_pointer__private_pointer.ads_16_56_range_check___00.smt2	unsat	113667773	unsat	113960511	base
