file	base	base_ms	arm	arm_ms	first
M314-016__flow_bug_nonunique_tags__segway.adb_16_28_range_check___00.smt2	unsat	112039163	unsat	111217891	arm
O512-022__fibonacci__fib.adb_29_42_range_check___00.smt2	unsat	110524154	unsat	111450780	base
R509-011__higher_order_proof__why_11e36a_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1011710795	unsat	1011192480	arm
SC03-021__binary_search_trees__why_61039b_binary_search-T-defqtvc__00.smt2	unknown	3513936466	unknown	-1610613328285632999	base
L926-036__loopinv__counters.adb_18_21_overflow_check___00.smt2	unknown	17524287973	unknown	1610613349524850181	arm
O120-034__constrained__constrained_attribute.adb_4_26_discriminant_check___00.smt2	unsat	1771674700072664454	unsat	113013237	base
Q521-001__flow_remote_states__pumpunit.ads_87_61_overflow_check___00.smt2	unsat	111654084	unsat	113640031	arm
S716-015__old_counterex__show_failed_proof_attempt.adb_21_17_overflow_check___00.smt2	unsat	112148084	unsat	112433530	base
L112-039__precond__pre.adb_12_22_assert___00.smt2	unsat	112939922	unsat	112089226	arm
N628-005__replace_map__a-cforma.ads_947_20_replacement.ads_9_4_precondition___00.smt2	unsat	213181484	unsat	112698457	base
P801-002__type_invariant_comp__use_types_with_invariants_no_spark.adb_12_22_assert___00.smt2	unknown	112870264	unknown	113855407	arm
S305-038__allocators__alloc_range_check.adb_12_12_range_check___00.smt2	unsat	111894396	unsat	112423491	base
K303-015__named_arguments__substract.adb_4_20_overflow_check___00.smt2	unknown	-1610613365289449468	unknown	110559469	arm
MB14-009__for_loops_iterable__for_loops_on_lists.adb_62_54_precondition___00.smt2	unsat	1610613365512410477	unsat	112050605	base
P301-005__pred_rec_decl__preds.adb_22_7_predicate_check_on_default_value___00.smt2	unknown	514015682	unknown	512727871	arm
R509-011__higher_order_proof__why_f4cbc4_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1111391665	unsat	1113194304	base
formal_queue__a-cfdlli.ads_853_39_queue.ads_19_4_precondition___00.smt2	unsat	112893626	unsat	113062578	arm
M503-001__typinv__inside_out.adb_30_15_overflow_check___00.smt2	unsat	112058329	unsat	-1610613368888053557	base
O528-003__atomic_param__user.adb_7_11_overflow_check___00.smt2	unsat	111728882	unsat	1610613369212037288	arm
R509-011__higher_order_proof__why_52f2a0_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	5114764077	unsat	5016873895	base
SC03-021__linear_search__linear_search.adb_48_13_loop_invariant_init___00.smt2	unknown	2614699716	unknown	2612155130	arm
M123-033__expr_fun__private_p.adb_11_28_assert___00.smt2	unsat	110489591	unsat	-1610613383288705247	base
O403-015__record_equality__record_equality.adb_29_22_range_check___00.smt2	unsat	111140990	unsat	1610613383510662649	arm
QA11-057__counterexamples__absolute_values.adb_11_14_overflow_check___00.smt2	unknown	111966570	unknown	111104152	base
S918-060__binary_search__binary_search_trees.adb_26_15_predicate_check___00.smt2	unknown	311205984	unknown	411944822	arm
L608-022__minmax__minmax.adb_64_16_range_check___00.smt2	unsat	110934128	unsat	110956340	base
N715-017__default_init_cond__default_init.adb_60_25_assert___00.smt2	unsat	112428420	unsat	110488428	arm
PB21-057__formal_containers__a-cfdlli.ads_1029_43_instances.ads_13_4_overflow_check___00.smt2	unknown	1813371481	unknown	1813252913	base
S415-012__iterate_list__list_ex_pledge.ads_19_35_precondition___00.smt2	unknown	310434484	unknown	310917974	arm
K624-029__amortize_queue__amortized_queue.adb_36_16_loop_invariant_init___00.smt2	unknown	1787780866181315393	unknown	4614392206	base
N306-009__operators__a-cfdlli.ads_853_39_inst_ext_ax.ads_7_4_precondition___00.smt2	unsat	111604784	unsat	110511341	arm
P414-029__equality_formal_vectors__a-cofuve.ads_238_59_a-cfinve.ads_102_7_names.adb_44_4_overflow_check___00.smt2	unsat	110850365	unsat	111059610	base
R903-021__flow_loop_array__dynamic_2d.adb_13_26_length_check___00.smt2	unsat	111215527	unsat	110087741	arm
riposte__records__records.adb_16_20_postcondition___00.smt2	unsat	-1610613397689278933	unsat	1610613397911856677	base
M823-017__fixed_points__decimal_fixed.adb_31_22_assert2___00.smt2	unsat	112023565	unsat	109898632	arm
O901-014__formal_vectors__aida-containers-formal_vectors.adb_144_55_hnco-test2.ads_8_4_range_check___00.smt2	unsat	109968391	unsat	111588394	base
R509-011__higher_order_proof__why_8b746e_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	2913567683	unsat	2912892481	arm
TU__loop_related_legal__loop_related_legal.adb_26_36_loop_invariant_init___00.smt2	unsat	111524877	unsat	111914524	base
M218-008__contract_cases__subprograms.ads_32_11_disjoint_contract_cases___00.smt2	unsat	112881745	unsat	110586670	arm
O428-055__formal_vector__update_list_zero.adb_18_16_precondition___00.smt2	unsat	110940631	unsat	109963262	base
R322-036__external__c.adb_7_22_assert___00.smt2	unknown	110135980	unknown	111566894	arm
SB05-027__pledge__test_list.adb_30_20_null_pointer_dereference___00.smt2	unsat	110665234	unsat	111858081	base
M220-043__ghost__semantics.adb_16_10_loop_variant___00.smt2	unsat	112590508	unsat	111643826	arm
O429-046__flow_prot_subpr_contracts__prot.adb_25_29_overflow_check___00.smt2	unknown	-1610613404888376161	unknown	1610613405109959154	base
R423-012__dead_code__dead_code.adb_9_7_dead_code___00.smt2	unknown	110105183	unknown	110928038	arm
SB18-020__route_shift__test_route.adb_46_15_precondition___00.smt2	unsat	211210195	unsat	211249607	base
M301-035__flow__interprocedural_analysis_tests__single_compilation_unit.adb_94_17_overflow_check___00.smt2	unknown	-1610613405789459676	unknown	110947594	arm
O429-055__active_priority__active_prio.adb_27_17_overflow_check___00.smt2	unknown	310558592	unknown	310451125	base
R509-011__higher_order_proof__why_05664c_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	111822054	unsat	112004019	arm
SC03-021__binary_search_trees__why_11e0ba_binary_search-T-defqtvc__00.smt2	unsat	-1610613406689741375	unsat	1610613406911973472	base
