file	base	base_ms	arm	arm_ms	first
b268test0003.smt2	sat	110331660	sat	211792256	arm
fifo32ia06k10.smt2	unknown	-1610613575171467159	unknown	1610613623629676415	base
try3_noof_functions_dwp_fmt.same_para.il.dwp.smt2	sat	18125219433	sat	18124735591	arm
try3_noof_functions_dwp_whoami.set_quoting_style.il.dwp.smt2	sat	212225374	sat	112381524	base
try3_sameret_functions_dwp_shred.randread_set_handler_arg.il.dwp.smt2	sat	1610613654412892896	sat	-1610613654188107066	arm
try3_true_functions_dwp_cksum.get_quoting_style.il.dwp.smt2	sat	211564948	sat	111829968	base
try4_difret_functions_disjunctions_vdir.hash_string.il.disjunctions_0.smt2	unsat	18226868165	unsat	18225024491	arm
try5_small_difret_functions_dwp_mv.get_quoting_style.il.dwp.smt2	unknown	1610613711729556909	unknown	24129397085	base
try5_small_difret_functions_flanagansaxe_cat.set_quoting_style.il.flanagansaxe.smt2	sat	111312626	sat	111314409	arm
try5_small_difret_functions_flanagansaxe_env.quoting_options_from_style.il.flanagansaxe.smt2	sat	312694554	sat	311490237	base
try5_small_difret_functions_flanagansaxe_shuf.randint_get_source.il.flanagansaxe.smt2	sat	112018756	sat	111664163	arm
try5_small_difret_functions_fse-bfs_tac.find_subexp_node.il.fse-bfs.smt2	unsat	512916388	unsat	611268832	base
try5_small_difret_functions_wp_vdir.hash_reset_tuning.il.wp.smt2	sat	112782502	sat	111576381	arm
try5_small_noof_functions_flanagansaxe_comm.set_char_quoting.il.flanagansaxe.smt2	sat	18125941652	sat	-1610613747772939588	base
try5_small_noof_functions_flanagansaxe_od.simple_strtoul.il.flanagansaxe.smt2	sat	113779257	sat	1610613766014647686	arm
try5_small_noof_functions_flanagansaxe_unexpand.set_char_quoting.il.flanagansaxe.smt2	sat	18126831348	sat	17524931488	base
try5_small_noof_functions_wp_tail.set_char_quoting.il.wp.smt2	sat	1610613798412762105	sat	-1610613798188747045	arm
try5_small_true_functions_flanagansaxe_vdir.rev_strcmp_atime.il.flanagansaxe.smt2	sat	111763015	sat	111638977	base
egt-0006.smt2	sat	111926045	sat	112984033	arm
egt-0190.smt2	sat	111976297	sat	112621406	base
egt-0845.smt2	unsat	1610613799312829479	unsat	-1610613799088224001	arm
egt-0899.smt2	sat	112313609	sat	111771792	base
egt-1000.smt2	sat	112048421	sat	112360074	arm
egt-1357.smt2	unsat	113001676	unsat	111790976	base
egt-1621.smt2	sat	1610613800212606518	sat	-1610613799987575978	arm
egt-1994.smt2	sat	112983052	sat	113240105	base
egt-2286.smt2	sat	111748469	sat	111610935	arm
egt-2440.smt2	sat	113110706	sat	111230354	base
egt-2859.smt2	sat	1771675181212630392	sat	-1771675180986459041	arm
egt-3108.smt2	unsat	111693117	unsat	111755892	base
egt-3308.smt2	unsat	112311846	unsat	112645430	arm
egt-3687.smt2	sat	113975659	sat	111151078	base
egt-3799.smt2	sat	-1610613801787588170	sat	111732559	arm
egt-3987.smt2	unsat	111810512	unsat	111626745	base
egt-4472.smt2	unsat	111976789	unsat	113606499	arm
egt-4657.smt2	sat	111295444	sat	112885973	base
egt-4968.smt2	sat	-1610613802687577000	sat	111622607	arm
egt-5440.smt2	unsat	1610613802912398786	unsat	112583997	base
egt-5598.smt2	unsat	115548304	unsat	114351641	arm
egt-5873.smt2	sat	113371807	sat	114779228	base
egt-6084.smt2	sat	-1610613803583763338	sat	114472904	arm
egt-6228.smt2	sat	1610613803813877929	sat	114088569	base
egt-6390.smt2	sat	115050158	sat	113626396	arm
egt-6644.smt2	sat	113031030	sat	114514511	base
egt-7022.smt2	sat	-1610613804485182290	sat	113983995	arm
egt-7508.smt2	unsat	1610613804714676460	unsat	114713027	base
egt-7805.smt2	unsat	115085742	unsat	113513458	arm
_csplit-query-000055.smt2	unknown	24131897949	unknown	24130765303	base
no_init_extract_sublist25.smt2	unsat	-1610613848585715191	unsat	113665317	arm
testcase12.stp.smt2	unknown	26030091297	unknown	25231686680	base
