file	base	base_ms	arm	arm_ms	first
v1l30030.cvc.smt2	unsat	111361977	unsat	109597868	arm
v10l20018.cvc.smt2	unsat	-1610613510189801556	unsat	1610613510409457981	base
v10l90006.cvc.smt2	sat	113444782	sat	110104001	arm
v2l70094.cvc.smt2	unsat	111303468	unsat	111007013	base
v3l60082.cvc.smt2	unknown	113241297	unknown	111519938	arm
v5l50070.cvc.smt2	sat	111737568	sat	1771674862433508039	base
typed_v1l40058.cvc.smt2	unsat	112303751	unsat	111691693	arm
typed_v10l30046.cvc.smt2	sat	112970708	sat	112859444	base
typed_v2l20034.cvc.smt2	sat	112711392	sat	110964536	arm
typed_v2l90022.cvc.smt2	unsat	111595137	unsat	-1610613511986642659	base
typed_v3l80010.cvc.smt2	unsat	112229515	unsat	1610613512210881652	arm
typed_v5l60098.cvc.smt2	unsat	111388645	unsat	111739953	base
blocksworld_from_1_14_5_to_17_3_0_negated_goal_bmc_21.smt2	unknown	-1771674864089187999	unknown	211690719	arm
v1l50045.cvc.smt2	sat	1610613513111224574	sat	110479923	base
v10l40033.cvc.smt2	sat	109320227	sat	111780157	arm
v2l30021.cvc.smt2	unknown	110391179	unknown	109775205	base
v3l20009.cvc.smt2	sat	110038089	sat	110503175	arm
v3l80097.cvc.smt2	unsat	-1610613513790148244	unsat	1610613514009571520	base
v5l70085.cvc.smt2	unknown	110912669	unknown	109086537	arm
typed_v1l60073.cvc.smt2	unsat	110523293	unsat	110340807	base
typed_v10l50061.cvc.smt2	sat	112018726	sat	110360142	arm
typed_v2l40049.cvc.smt2	sat	-1610613514690416978	sat	1610613514910606376	base
typed_v3l30037.cvc.smt2	sat	110413230	sat	110195058	arm
typed_v5l20025.cvc.smt2	sat	109705858	sat	110836049	base
typed_v5l90013.cvc.smt2	unsat	110258465	unsat	109693655	arm
v1l20044.cvc.smt2	sat	109812253	sat	-1610613515589105965	base
v1l90032.cvc.smt2	unsat	110746534	unsat	1610613515811699819	arm
v10l80020.cvc.smt2	sat	111810342	sat	109897610	base
v2l70008.cvc.smt2	unsat	111439720	unsat	110273022	arm
v3l50096.cvc.smt2	unknown	110947294	unknown	-1610613516488726797	base
v5l40084.cvc.smt2	unsat	113014589	unsat	1610613516710810822	arm
typed_v1l30072.cvc.smt2	unsat	110443776	unsat	111013706	base
typed_v10l20060.cvc.smt2	unsat	110425893	unsat	111412249	arm
typed_v10l90048.cvc.smt2	unsat	109905625	unsat	110348971	base
typed_v2l80036.cvc.smt2	unsat	110147370	unsat	110565901	arm
typed_v3l70024.cvc.smt2	unknown	110193044	unknown	111389938	base
typed_v5l60012.cvc.smt2	sat	112048471	sat	112666830	arm
blocksworld_from_12_7_0_to_14_5_0_negated_goal_bmc_36.smt2	unknown	-1610613518087599126	unknown	1610613518713586427	base
v1l60031.cvc.smt2	unsat	112758729	unsat	111792348	arm
v10l50019.cvc.smt2	unsat	111767774	unsat	111600416	base
v2l40007.cvc.smt2	sat	-1610613519187273651	sat	111771712	arm
v3l20095.cvc.smt2	unknown	1610613519412434351	unknown	112786970	base
v3l90083.cvc.smt2	unsat	112584087	unsat	112688699	arm
v5l80071.cvc.smt2	unsat	112830451	unsat	113653246	base
typed_v1l70059.cvc.smt2	unsat	-1610613520087389234	unsat	112723844	arm
typed_v10l60047.cvc.smt2	unsat	1610613520312349565	unsat	111329928	base
typed_v2l50035.cvc.smt2	unsat	111442254	unsat	113588215	arm
typed_v3l40023.cvc.smt2	unknown	112540567	unknown	112740434	base
typed_v5l30011.cvc.smt2	sat	-1771674873099024705	sat	112374321	arm
typed_v5l90099.cvc.smt2	unsat	1610613521212913633	unsat	111861887	base
