file	base	base_ms	arm	arm_ms	first
v1l50002.cvc.smt2	unsat	-1610613510188722869	unsat	110827062	arm
v10l30090.cvc.smt2	unknown	1610613510413530620	unknown	111884929	base
v2l20078.cvc.smt2	unsat	112491716	unsat	110959946	arm
v2l90066.cvc.smt2	unsat	110119669	unsat	112865745	base
v3l80054.cvc.smt2	unknown	-1610613511088909784	unknown	112578075	arm
v5l70042.cvc.smt2	unknown	1610613511309979081	unknown	111783422	base
typed_v1l60030.cvc.smt2	unsat	111984442	unsat	111343864	arm
typed_v10l50018.cvc.smt2	unsat	112055393	unsat	112533914	base
typed_v2l40006.cvc.smt2	sat	-1771674863198666797	sat	110240622	arm
typed_v3l20094.cvc.smt2	sat	1610613512211295265	sat	113041680	base
typed_v3l90082.cvc.smt2	unsat	112109763	unsat	113662673	arm
typed_v5l80070.cvc.smt2	sat	110702883	sat	110814048	base
blocksworld_from_5_10_6_to_18_1_2_negated_goal_bmc_39.smt2	unknown	1610613513310318680	unknown	-1610613512689279830	arm
v1l70017.cvc.smt2	unsat	109425060	unsat	108928035	base
v10l60005.cvc.smt2	sat	111187055	sat	110194357	arm
v2l40093.cvc.smt2	unsat	110458423	unsat	-1610613513790147603	base
v3l30081.cvc.smt2	sat	110749810	sat	1610613514010592270	arm
v5l20069.cvc.smt2	unsat	109620180	unsat	110714635	base
v5l90057.cvc.smt2	unsat	111047448	unsat	110388074	arm
typed_v1l80045.cvc.smt2	unsat	112801106	unsat	-1610613514690373749	base
typed_v10l70033.cvc.smt2	sat	110236665	sat	1610613514909180230	arm
typed_v2l60021.cvc.smt2	unsat	110448154	unsat	110205016	base
typed_v3l50009.cvc.smt2	unsat	110242415	unsat	109938886	arm
typed_v5l30097.cvc.smt2	sat	112599364	sat	109375479	base
vlsat3_b84.smt2	unsat	-1610613536167317937	unknown	25232280494	arm
v1l40016.cvc.smt2	unsat	1610613558113927661	unsat	113680727	base
v10l30004.cvc.smt2	sat	115465172	sat	114162913	arm
v10l90092.cvc.smt2	unsat	113924706	unsat	115258462	base
v2l80080.cvc.smt2	unsat	-1610613558785502610	unsat	113230647	arm
v3l70068.cvc.smt2	unknown	1610613559013492970	unknown	113148466	base
v5l60056.cvc.smt2	sat	116024591	sat	113837525	arm
typed_v1l50044.cvc.smt2	unsat	113514840	unsat	114673265	base
typed_v10l40032.cvc.smt2	unsat	-1610613559684025341	unsat	111867197	arm
typed_v2l30020.cvc.smt2	unsat	1610613559914851333	unsat	114532795	base
typed_v3l20008.cvc.smt2	sat	114109305	sat	114707135	arm
typed_v3l80096.cvc.smt2	unsat	112497488	unsat	115069543	base
typed_v5l70084.cvc.smt2	unsat	-1610613560586350572	unsat	113993161	arm
blocksworld_from_25_0_0_to_9_6_10_negated_goal_bmc_20.smt2	unknown	1610613560913610123	unknown	213881944	base
v1l80003.cvc.smt2	unsat	115647157	unsat	113067727	arm
v10l60091.cvc.smt2	unsat	113616509	unsat	113825040	base
v2l50079.cvc.smt2	unknown	115882640	unknown	1610613561713855847	arm
v3l40067.cvc.smt2	sat	115138521	sat	116219992	base
v5l30055.cvc.smt2	unsat	114624102	unsat	113337593	arm
typed_v1l20043.cvc.smt2	unsat	114164007	unsat	-1787781054262334393	base
typed_v1l90031.cvc.smt2	unsat	115560376	unsat	1610613562615390084	arm
typed_v10l80019.cvc.smt2	unsat	114322358	unsat	113512797	base
typed_v2l70007.cvc.smt2	unsat	113424656	unsat	113713827	arm
typed_v3l50095.cvc.smt2	unsat	114086693	unsat	-1771674919625810687	base
typed_v5l40083.cvc.smt2	sat	114099769	sat	1610613563515052171	arm
vlsat3_h70.smt2	sat	3115989247	sat	3115844781	base
