file	base	base_ms	arm	arm_ms	first
L719-025__sorted_vectors__sorted_vectors.adb_14_31_range_check___00.smt2	unsat	209982995	unsat	210119777	arm
NC10-006__flow_view_conversion_on_controlling_parameter__foo.adb_33_10_precondition___00.smt2	unsat	109960457	unsat	110756682	base
Q328-034__mut_discr__tokens.ads_24_18_inconsistent_pre___00.smt2	unknown	24130327167	unknown	24128611558	arm
S708-039__pointer_search__binary_search_trees.adb_16_34_null_pointer_dereference___00.smt2	unsat	-1610613367088317874	unsat	1610613367312473664	base
KB27-003__color__p.ads_15_20_postcondition___00.smt2	sat	112575301	sat	112678180	arm
N627-026__defaults__with_default.adb_109_15_range_check___00.smt2	unsat	112481077	unsat	113835110	base
P715-019__flow_subprogram_termination__r.adb_26_13_dead_code___00.smt2	unknown	-1610613367885993857	unknown	212864270	arm
S114-021__spark_mode_pointer__a-cofuve.ads_232_54_spark_boundary.ads_3_4_overflow_check___00.smt2	unsat	112318588	unsat	111612689	base
K113-024__satsub__sat.ads_7_10_postcondition___00.smt2	unsat	111982719	unsat	111746064	arm
MB14-009__for_loops_iterable__for_loops_on_lists.adb_18_11_precondition___02.smt2	unsat	110672307	unsat	112518977	base
P118-034__flow_gg_constants__a.adb_36_42_overflow_check___00.smt2	unsat	312779811	unsat	310952347	arm
R509-011__higher_order_proof__why_e7dc5f_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1111634773	unsat	1112981482	base
adacore_u__ring_buffer.ads_21_52_range_check___00.smt2	unsat	115166692	unsat	112923162	arm
M417-029__flow_bug_unexpected_node__time.ads_27_8_contract_case___00.smt2	unsat	312953923	unsat	314140186	base
O522-028__loop_entry_update__a-cfdlli.ads_469_49_loop_types.ads_16_4_overflow_check___00.smt2	unknown	1610613372911704993	unknown	-1610613372185687639	arm
R509-011__higher_order_proof__why_45f7a1_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1414591167	unsat	1413366833	base
SC03-021__linear_search__linear_search.adb_110_48_precondition___00.smt2	unsat	314357838	unsat	315052516	arm
M123-014__loops__loops.adb_9_33_loop_invariant_init___00.smt2	unsat	112982250	unsat	-1610613376088316051	base
O403-005__private_attributes__use_private_attributes.adb_11_22_assert___00.smt2	unsat	112619101	unsat	1610613376312625483	arm
Q912-021__codepeer_by_example__bad_self_assign.adb_4_11_overflow_check___00.smt2	unsat	112214907	unsat	112790737	base
S909-022__traversal__traversals.adb_34_14_postcondition___00.smt2	unknown	25029543870	unknown	25128854710	arm
L503-008__iterators__p.adb_28_19_precondition___00.smt2	unknown	912724645	unknown	911952503	base
N715-015__flow_oo_basic__tests.adb_355_9_discriminant_check___00.smt2	unsat	110664503	unsat	110517071	arm
PA12-001__default_checks_on_private__tagged_component_check.ads_262_25_range_check___00.smt2	unknown	411610516	unknown	311037334	base
S415-012__early_exit__early_exits.adb_10_64_null_pointer_dereference___00.smt2	unknown	-1771674775102167516	unknown	8416085793	arm
K624-029__amortize_queue__amortized_queue.adb_104_41_precondition___00.smt2	unknown	1610613440111272340	unknown	811225396	base
N219-007__flow_records_with_constrained_records__foo.adb_19_18_range_check___00.smt2	unsat	110430232	unsat	110562224	arm
P412-022__membership_in_task_subtype__p.ads_5_23_range_check___00.smt2	unsat	109904003	unsat	110672768	base
R725-034__proof_warning__contradictions.ads_21_39_unreachable_branch___00.smt2	unsat	111377495	unsat	110902831	arm
riposte__enums__enums.adb_67_19_postcondition___00.smt2	sat	111663612	sat	110833554	base
M801-016__flow_contract_cases__contract_cases.adb_19_38_contract_case___00.smt2	unknown	111613690	unknown	110431423	arm
O831-003__do333_mode_logic_qgen__at_least_one_lateral_mode_active.adb_59_22_assert___00.smt2	sat	-1610613441789834456	sat	1610613442010800553	base
R509-011__higher_order_proof__why_7d0be2_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1713314098	unsat	1712365061	arm
TU__contract_cases_legal__contract_cases_legal.ads_18_45_contract_case___00.smt2	unsat	110937596	unsat	112402001	base
M213-022__flow_loops__test.adb_134_17_range_check___00.smt2	unknown	-1610613445388128154	unknown	111457673	arm
O428-055__formal_vector__a-cofove.ads_749_35_loop_types.ads_12_4_range_check___00.smt2	unsat	110596838	unsat	111701431	base
QC21-016__flow_race__p.adb_7_28_assert___00.smt2	unknown	111670225	unknown	110265939	arm
SA23-039__goto__test_goto_borrow.adb_45_17_null_pointer_dereference___00.smt2	unsat	110936153	unsat	111700049	base
L719-025__ordered_sets_equal__a-cforse.ads_1337_20_p.ads_10_4_precondition___00.smt2	unsat	-1610613446288119679	unsat	111620252	arm
NB19-026__flow_formal_vectors__a-cofuve.ads_232_54_a-cfinve.ads_102_7_indefinite_bounded.ads_6_4_overflow_check___00.smt2	unsat	1610613446513054994	unsat	111731908	base
