file	base	base_ms	arm	arm_ms	first
N602-053__update__sorters.adb_39_13_loop_invariant_init___00.smt2	unsat	111515873	unsat	111896053	arm
O512-022__infoflow__infoflow.adb_181_22_overflow_check___00.smt2	unknown	24129716512	unknown	24028985940	base
R509-011__higher_order_proof__why_496459_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	210900097	unsat	212302959	arm
ghc_sort__ghc_sort.adb_85_22_overflow_check___00.smt2	unknown	1771673295531702920	unknown	25033807887	base
M830-004__checks__do_checks.adb_440_30_discriminant_check___00.smt2	unsat	214121045	unsat	315405667	arm
N917-051__longest_common_prefix__longest_common_prefix.adb_13_35_index_check___00.smt2	unsat	113523268	unsat	112274710	base
QA23-042__ok_pointers__spark04.adb_22_10_null_pointer_dereference___00.smt2	unknown	3214835361	unknown	3214383139	arm
SB07-003__crash__a-cfdlli.ads_610_49_database.adb_10_4_overflow_check___00.smt2	unknown	-1610612115386777407	unknown	1610612120615910380	base
LB28-004__loop_variant__p.adb_10_12_index_check___00.smt2	unsat	113666753	unsat	111712525	arm
N624-020__perm_rem__sort.adb_135_33_precondition3___00.smt2	unknown	24334783317	unknown	24332391579	base
Q525-025__controlling_result__fixed_string.adb_18_11_length_check___00.smt2	unsat	16824538272	unsat	16826308589	arm
S117-008__pointer__formal_vectors.adb_118_8_use_formal_vectors.ads_10_4_predicate_check___00.smt2	unknown	112599989	unknown	112807571	base
K330-014__loop_entry__while_loops.adb_65_36_loop_invariant_init___00.smt2	unsat	113872732	unsat	113443963	arm
N624-020__perm_rem__perm.adb_252_49_range_check___00.smt2	unknown	24129862882	unknown	24231685143	base
P518-021__frame_for_max__frame_condition.adb_86_39_frame_condition.adb_150_10_loop_invariant_preserv___00.smt2	unsat	113765554	unsat	112920719	arm
R509-011__higher_order_proof__why_f787ed_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	212399927	unsat	110710341	base
sparksmt__lexer_termination__lexer.adb_514_13_loop_invariant_preserv___00.smt2	unsat	1610612239813203824	unsat	-1610612239187880392	arm
N617-013__vscomp2014__p.adb_9_36_loop_invariant_init___00.smt2	unknown	23929899528	unknown	23930715570	base
O512-022__vscomp2014_partition_rte__partition_refinement.adb_100_44_precondition___00.smt2	unsat	312205726	unsat	314652881	arm
R509-011__higher_order_proof__why_7beb29_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	25031111128	unknown	25032139583	base
patience__patience.adb_16_13_loop_invariant_init___00.smt2	unsat	1610612328713885117	unsat	-1610612328487303912	arm
N120-055__perm__sort.adb_48_22_precondition___00.smt2	unknown	24130269986	unknown	24132336937	base
NA29-017__prove_all__sorting.adb_51_39_overflow_check___00.smt2	unsat	1012882520	unsat	1012281393	arm
R419-026__swap_ranges__swap_ranges.adb_58_26_overflow_check___00.smt2	unsat	112818924	unsat	111796121	base
adacore_u__ring_buffer.adb_27_60_overflow_check___00.smt2	unsat	412839458	unsat	512795496	arm
M503-001__typinv__aggregates.ads_21_9_invariant_check_on_default_value___00.smt2	unsat	110867232	unsat	114210486	base
N624-020__perm_rem__sort.adb_59_48_precondition___00.smt2	unknown	2530888519	unknown	-1771673612659150718	arm
Q719-013__loop_unroll_dyn__loops_static.adb_41_57_overflow_check___00.smt2	unsat	1610612420512801563	unsat	113031836	base
S212-028__update__generic_ring_buffer.adb_78_13_tester.adb_9_4_predicate_check___00.smt2	unknown	24331428353	unknown	24331161190	arm
K627-010__stable_marriage__stable_marriage.adb_33_26_index_check___00.smt2	unsat	-1610612464388427140	unsat	1610612464612024692	base
N624-020__perm_rem__perm.adb_289_56_index_check3___00.smt2	unsat	-1610612464986597094	unsat	412274258	arm
P720-007__replay__harness.adb_13_19_assert___00.smt2	unknown	1610612467914197222	unknown	2312886161	base
RB05-005__unsound__main.adb_13_74_main.adb_22_4_range_check___00.smt2	unknown	2533708272	unknown	-1610612467268969622	arm
tetris__tetris_flow.adb_59_63_index_check___00.smt2	unknown	1610612540032904490	unknown	25132150354	base
N624-020__perm_rem__perm.adb_130_45_index_check2___00.smt2	unsat	412911682	unsat	412084048	arm
O724-003__iterable__with_iterable.ads_24_9_predicate_check___00.smt2	unsat	211528808	unsat	112582700	base
R509-011__higher_order_proof__why_aa8afb_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	24129739165	unknown	24929573772	arm
riposte__array_aggregates__array_aggregates.adb_309_22_assert___00.smt2	unknown	24128557409	unknown	24128864956	base
N513-017__slice__sorters.adb_42_50_overflow_check___00.smt2	unsat	1610612649110836125	unsat	-1610612648887741126	arm
O205-003__dynamic_arrays__dynamic_array.adb_52_19_discriminant_check___00.smt2	unsat	110977154	unsat	211808554	base
R509-011__higher_order_proof__why_2309ac_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	25028801682	unknown	25130712664	arm
ghc_sort__ghc_sort.adb_159_25_null_pointer_dereference___00.smt2	unsat	211450785	unsat	-1610612694687532203	base
N523-032__hello__hello.adb_30_23_index_check___00.smt2	unsat	111876119	unsat	110915532	arm
O416-002__type_contracts__communications.ads_16_9_invariant_check_on_default_value___00.smt2	unknown	24328995018	unknown	23427097761	base
R509-011__higher_order_proof__why_30682c_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1612704535	unsat	1712600433	arm
ghc_sort__ghc_sort.adb_25_35_index_check___00.smt2	unsat	210723136	unsat	111785422	base
N530-032__swap__sorters.adb_60_25_assert___00.smt2	unknown	1610612787425043252	unknown	-1610612739073027648	arm
O512-022__demo_not_fixed_yet__generic_stack.adb_27_25_use_stacks.adb_47_7_index_check___00.smt2	unsat	110770965	unsat	110345942	base
R509-011__higher_order_proof__why_3dbbcf_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	110572991	unsat	110420089	arm
ghc_sort__ghc_sort.adb_51_24_range_check___00.smt2	unknown	24129638610	unknown	25028741489	base
