file	base	base_ms	arm	arm_ms	first
N217-028__update_checks__ar.adb_55_45_range_check___00.smt2	unknown	16025126615	unknown	15824685967	base
NA29-017__prove_all__sorting.adb_87_33_overflow_check___00.smt2	unsat	113199564	unsat	112836567	arm
R427-050__counterex__competition.adb_10_38_length_check___00.smt2	unsat	111704423	unsat	113634776	base
adacore_u__stack.adb_42_18_index_check___00.smt2	unsat	-1610612516587076082	unsat	112671273	arm
M607-025__rev_stack__list.ads_13_36_precondition2___00.smt2	unsat	1610612516912701096	unsat	212848378	base
N624-020__perm_rem__sort.adb_69_36_precondition2___00.smt2	unknown	25030305760	unknown	25129732451	arm
Q912-021__codepeer_by_example__assign_arr_unk.adb_4_18_overflow_check___00.smt2	unknown	24229402505	unknown	24230295688	base
S322-028__for_in_termination__bounded_table.adb_37_21_repro_main.adb_9_4_index_check___00.smt2	unsat	112640937	unsat	111538858	arm
K627-010__stable_marriage__stable_marriage.ads_21_14_postcondition___00.smt2	unknown	16222370949	unknown	16123586819	base
N624-020__perm_rem__perm.adb_31_15_precondition3___00.smt2	unsat	211430638	unsat	212193953	arm
P820-002__protected_out__polyorb_hi-utils.adb_47_33_overflow_check___00.smt2	unsat	111557672	unsat	112541193	base
RC12-029__pointer_subtype__constr_ty.adb_8_26_range_check___00.smt2	unsat	111802875	unsat	112055048	arm
tetris__tetris_initial.ads_133_57_index_check___00.smt2	unsat	111918227	unsat	111634053	base
N624-020__perm_rem__perm.adb_154_33_precondition___00.smt2	unsat	1610612636512629566	unsat	-1771673899927322095	arm
OA20-032__refinement__patris.adb_121_63_index_check___00.smt2	unknown	24128550417	unknown	24129990027	base
R509-011__higher_order_proof__why_b5aa01_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	22927980077	unknown	23128877094	arm
riposte__array_applications__why_0df1aa_array_applications-T-defqtvc__00.smt2	unknown	24125895821	unknown	24127019469	base
N624-020__perm_rem__perm.adb_187_22_precondition3___00.smt2	unsat	112181631	unsat	113833853	arm
P115-039__spark16demo__concurrency_example.adb_14_13_dead_code___00.smt2	unknown	1771674065737320523	unknown	24027718167	base
R509-011__higher_order_proof__why_bfafe7_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	16124472590	unsat	16122410404	arm
riposte__arrays__arrays.adb_161_16_index_check___00.smt2	unknown	18924169666	unknown	18927752072	base
N624-020__perm_rem__perm.adb_220_39_precondition3___00.smt2	unknown	23733566997	unknown	23830903582	arm
P412-021__conc_discr_dyn__p.adb_6_19_range_check___00.smt2	unknown	-1610612911867663748	unknown	1610612962129556159	base
R509-011__higher_order_proof__why_cac5cc_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	11623202459	unsat	11621048832	arm
riposte__arrays_of_records__arrays_of_records.adb_264_22_postcondition___00.smt2	unknown	23927503707	unknown	23926854505	base
