file	base	base_ms	arm	arm_ms	first
s3_clnt.blast.01.i.cil-1.c_0.smt2	unknown	110219774	unknown	110235212	arm
b330test0050.smt2	sat	-1610613577689766701	sat	1610613577910180552	base
swapmem025ue.smt2	unknown	24129430405	unknown	24128253038	arm
try3_noof_functions_dwp_fmt.set_char_quoting.il.dwp.smt2	sat	18224866730	sat	18223486981	base
try3_sameret_functions_dwp_expr.search_cur_bkref_entry.il.dwp.smt2	sat	310885875	sat	312173165	arm
try3_sameret_functions_fse-bfs_link.close_stdout_set_file_name.il.fse-bfs.smt2	sat	112524968	sat	112016652	base
try3_true_functions_dwp_hostid.set_quoting_style.il.dwp.smt2	sat	-1610613655088576880	sat	112897384	arm
try4_true_functions_dwp_pr.set_char_quoting.il.dwp.smt2	sat	1610613655811814867	sat	611982827	base
try5_small_difret_functions_dwp_pinky.get_quoting_style.il.dwp.smt2	unknown	24131813202	unknown	24130418834	arm
try5_small_difret_functions_flanagansaxe_comm.initbuffer.il.flanagansaxe.smt2	sat	211596787	sat	212566572	base
try5_small_difret_functions_flanagansaxe_fmt.get_quoting_style.il.flanagansaxe.smt2	sat	10519311016	sat	1771675080840020049	arm
try5_small_difret_functions_fse-bfs_join.close_stdout_set_file_name.il.fse-bfs.smt2	sat	2813936315	sat	2812807306	base
try5_small_difret_functions_fse-bfs_test.close_stdout_set_file_name.il.fse-bfs.smt2	sat	2813714196	sat	2814225387	arm
try5_small_noof_functions_dwp_expr.get_quoting_style.il.dwp.smt2	sat	111856086	sat	112461240	base
try5_small_noof_functions_flanagansaxe_csplit.get_quoting_style.il.flanagansaxe.smt2	sat	111434049	sat	113551048	arm
try5_small_noof_functions_flanagansaxe_sha1sum.get_quoting_style.il.flanagansaxe.smt2	sat	-1610613729787327991	sat	1610613730012678801	base
try5_small_noof_functions_fse-bfs_ptx.optimize_subexps.il.fse-bfs.smt2	sat	112650029	sat	112538493	arm
try5_small_noof_functions_wp_whoami.set_char_quoting.il.wp.smt2	sat	111812716	sat	112183500	base
try5_small_true_functions_fse-bfs_tac.find_subexp_node.il.fse-bfs.smt2	sat	112755573	sat	112553471	arm
egt-0082.smt2	unsat	-1610613730687778070	unsat	1610613730912903896	base
egt-0218.smt2	unsat	111223812	unsat	112525769	arm
egt-0847.smt2	unsat	111782290	unsat	113135131	base
egt-0929.smt2	unsat	112528926	unsat	111910277	arm
egt-1093.smt2	sat	111284735	sat	-1610613731587065979	base
egt-1441.smt2	unsat	111650027	unsat	112662801	arm
egt-1741.smt2	sat	112688900	sat	111798069	base
egt-2072.smt2	unsat	112806005	unsat	112409365	arm
egt-2311.smt2	sat	112824950	sat	-1610613732488245440	base
egt-2550.smt2	unsat	112247607	unsat	1610613732711195740	arm
egt-2992.smt2	sat	112168141	sat	111161167	base
egt-3144.smt2	sat	111012834	sat	111945331	arm
egt-3597.smt2	unsat	113186215	unsat	-1610613733386961407	base
egt-3748.smt2	unsat	112581402	unsat	1610613733612613191	arm
egt-3821.smt2	sat	112335038	sat	112559231	base
egt-4000.smt2	sat	111636742	sat	111101067	arm
egt-4500.smt2	sat	112584087	sat	112633458	base
egt-4662.smt2	sat	111842020	sat	1771675107951458584	arm
egt-5150.smt2	sat	112922430	sat	111467792	base
egt-5478.smt2	unsat	111925003	unsat	112440883	arm
egt-5645.smt2	sat	111847440	sat	112680875	base
egt-5920.smt2	unsat	1610613735412887254	unsat	-1610613735187306161	arm
egt-6108.smt2	unsat	112965860	unsat	112548742	base
egt-6246.smt2	sat	111804141	sat	112896762	arm
egt-6474.smt2	sat	111768285	sat	112575951	base
egt-6925.smt2	sat	1610613736310681814	sat	-1610613736088178448	arm
egt-7108.smt2	unsat	112221219	unsat	111782000	base
egt-7576.smt2	sat	111340317	sat	111041136	arm
_lbracket-query-009.smt2	sat	3013646646	sat	3014549248	base
_factor-query-000762.smt2	sat	1610613769223221049	sat	-1610613740775975166	arm
no_init_multi_delete45.smt2	sat	-1610613767083359425	sat	1610613780516409219	base
