file	status	order	c_verdict	c_rc	c_ms	c_bound_by	c_last	c_bound_ms	c_total_ms	c_attempts	c_open_ms	c_open_after	r1_verdict	r1_ms	r1_n	r1_unsat	r2_verdict	r2_ms	r2_n	r2_unsat	c_exits	c_rung	c_giveup	r1_lines	r2_lines
UFNIA/2019-Preiner/combined/f2_rw160.smt2	unknown	c-r1-r2	unknown	0	24130	q:egraph	fd:bounded-completeness-unsat	22561	24064	17	na	na	unknown	24231	0	0	SKIPPED	0	0	0	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=2 ground=76;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=5 ground=1643	QPROBE skolemized-egraph(residual) budget=Some(1.499689878s) elapsed=1.501640844s result=e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=2 ground=76;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=5 ground=1643	SKIPPED
UFNIA/2019-Preiner/combined/t3_rw96.smt2	unknown	r1-r2-c	unknown	0	24130	q:egraph	fd:bounded-completeness-unsat	22532	24037	17	na	na	unknown	24229	0	0	SKIPPED	0	0	0	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=2 ground=82;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=4 ground=2373	QPROBE skolemized-egraph(residual) budget=Some(1.499686153s) elapsed=1.503462917s result=e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=2 ground=82;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=4 ground=2373	SKIPPED
UFNIA/2019-Preiner/full/t3_rw25.smt2	unknown	r2-c-r1	unknown	0	15321	q:mbqi	fd:bounded-completeness-unsat	8786	15235	19	na	na	unknown	15321	0	0	SKIPPED	0	0	0	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=1 ground=5;QPROBE loop-exit kind=SHAPE exit=Fixpoint rounds=37 ground=14;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=1 ground=5	QPROBE skolemized-egraph(residual) budget=Some(1.499880251s) elapsed=1.502295999s result=e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline);QPROBE skolemized-egraph(residual) budget=Some(8.775623365s) elapsed=8.786124891s result=e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=1 ground=5;QPROBE loop-exit kind=SHAPE exit=Fixpoint rounds=37 ground=14;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=1 ground=5	SKIPPED
UFNIA/2019-Preiner/partial/t3_rw21.smt2	unknown	c-r1-r2	unknown	0	24129	q:egraph	fd:bounded-completeness-unsat	22561	24072	17	na	na	unknown	24229	0	0	SKIPPED	0	0	0	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=1 ground=8;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=5 ground=583	QPROBE skolemized-egraph(residual) budget=Some(1.499754966s) elapsed=1.508902496s result=e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=1 ground=8;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=5 ground=583	SKIPPED
UFNIA/2019-Preiner/partial/t3_rw940.smt2	unknown	r1-r2-c	unknown	0	24730	q:egraph	fd:bounded-completeness-unsat	23061	24567	17	na	na	unknown	24129	0	0	SKIPPED	0	0	0	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=2 ground=96;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=4 ground=1413	QPROBE skolemized-egraph(residual) budget=Some(1.499736551s) elapsed=1.50353507s result=e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=2 ground=96;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=4 ground=1413	SKIPPED
UFNIA/2019-Zohar-ic/combined/int_check_bvugt_bvashr0_ltr_inv_g.smt2	unknown	r2-c-r1	unknown	0	24323	q:egraph	fd:bounded-completeness-unsat	22753	24301	17	na	na	unknown	24328	0	0	SKIPPED	0	0	0	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=2 ground=131;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=2 ground=131	QPROBE skolemized-egraph(residual) budget=Some(1.499886735s) elapsed=1.546851698s result=e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=2 ground=131;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=2 ground=131	SKIPPED
UFNIA/2019-Zohar-ic/partial/int_check_bvsgt_bvlshr0_ltr_no_inv.smt2	unknown	c-r1-r2	unknown	0	24128	q:egraph	fd:bounded-completeness-unsat	22286	24019	17	na	na	unknown	24128	0	0	SKIPPED	0	0	0	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=2 ground=122;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=5 ground=418	QPROBE skolemized-egraph(residual) budget=Some(1.484740547s) elapsed=1.489098123s result=e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=2 ground=122;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=5 ground=418	SKIPPED
UFNIA/2019-Zohar-ic/qf/int_check_bvuge_bvor_ltr_no_inv.smt2	unknown	r1-r2-c	unknown	0	2510	q:mbqi	fd:bounded-completeness-unsat	906	2414	19	na	na	unknown	2410	0	0	SKIPPED	0	0	0	QPROBE loop-exit kind=SHAPE exit=Fixpoint rounds=3 ground=23	none	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms	QPROBE loop-exit kind=SHAPE exit=Fixpoint rounds=3 ground=23	SKIPPED
UFNIA/lahiri-cav09-storm-queries/mqueue_example_cegar_2_3_10.smt2	unsat	r2-c-r1	unknown	0	25031	q:ground-subset	q:uf-fmf-probe	2517	3728	5	21271	q:uf-fmf-probe	unknown	25031	0	0	SKIPPED	0	0	0	none	none	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	none	SKIPPED
UFNIA/sledgehammer/Fundamental_Theorem_Algebra/z3.1031223.smt2	unsat	c-r1-r2	unknown	0	18225	q:egraph	fd:bounded-completeness-unsat	9365	18032	20	na	na	unknown	18124	0	0	SKIPPED	0	0	0	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=1 ground=31;QPROBE loop-exit kind=SHAPE exit=Fixpoint rounds=7 ground=8192;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=2 ground=214	QPROBE skolemized-egraph(residual) budget=Some(1.237464648s) elapsed=1.244006886s result=e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline);QPROBE skolemized-egraph(residual) budget=Some(6.141987361s) elapsed=6.225291973s result=e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted mid-round (the interleaved ground check did not decide the set inside the deadline)	QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=1 ground=31;QPROBE loop-exit kind=SHAPE exit=Fixpoint rounds=7 ground=8192;QPROBE loop-exit kind=timeout-mid-round exit=MidRound rounds=2 ground=214	SKIPPED
