file	ours	status	z3	cvc5	agree
UFLIA/simplify2/front_end_suite/javafe.ast.AmbiguousVariableAccess.004.smt2	unsat	unsat	unsat	unsat	DISAGREEMENT-NONE
UFLIA/simplify2/front_end_suite/javafe.ast.CompilationUnit.001.smt2	unsat	unsat	unsat	unsat	DISAGREEMENT-NONE
UFLIA/simplify2/front_end_suite/javafe.ast.ConstructorDecl.007.smt2	unsat	unsat	unsat	unsat	DISAGREEMENT-NONE
UFLIA/simplify2/front_end_suite/javafe.ast.DefaultVisitor.028.smt2	unsat	unsat	unsat	unsat	DISAGREEMENT-NONE
UFLIA/simplify2/front_end_suite/javafe.ast.ForStmt.009.smt2	unsat	unsat	unsat	unsat	DISAGREEMENT-NONE
UFLIA/simplify2/front_end_suite/javafe.ast.SuperObjectDesignator.008.smt2	unsat	unsat	unsat	unsat	DISAGREEMENT-NONE
UFLIA/simplify2/front_end_suite/javafe.ast.ThrowStmt.004.smt2	unsat	unsat	unsat	unsat	DISAGREEMENT-NONE
UFLIA/simplify2/front_end_suite/javafe.parser.test.TestLex.030.smt2	unsat	unsat	unsat	unsat	DISAGREEMENT-NONE
UFLIA/simplify2/front_end_suite/javafe.tc.ConstantExpr.001.smt2	unsat	unsat	unsat	unsat	DISAGREEMENT-NONE
