file	board_1446a809c	ms	main_2611e14b0	ms	first	status
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1542.smt2	unsat	109	unsat	108	A	unsat
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_953.smt2	unsat	109	unsat	108	B	unsat
QF_BV/20221012-MCMPC/dualexecution/dualexecution.t1.i15.8e78387b.smt2	sat	3111	sat	3210	A	unknown
QF_BV/20221012-MCMPC/mean_buckets/mean_buckets.t1.i16.a1b9cc34.smt2	sat	108	sat	108	B	unknown
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i31.d39290a3.smt2	sat	108	sat	108	A	unknown
QF_BV/20221012-MCMPC/millionaires/millionaires.t3.i6.5167c4b3.smt2	sat	109	sat	107	B	unknown
QF_BV/Sage2/bench_10044.smt2	unsat	109	unsat	108	A	unsat
QF_BV/Sage2/bench_11842.smt2	sat	1510	sat	1510	B	sat
QF_BV/Sage2/bench_13795.smt2	unknown	24725	unknown	24725	A	sat
QF_BV/Sage2/bench_15692.smt2	unsat	109	unsat	108	B	unsat
QF_BV/Sage2/bench_17555.smt2	unsat	109	unsat	108	A	unsat
QF_BV/Sage2/bench_3308.smt2	unsat	107	unsat	108	B	unsat
QF_BV/Sage2/bench_5399.smt2	unsat	509	unsat	509	A	unsat
QF_BV/Sage2/bench_7477.smt2	unsat	108	unsat	107	B	unsat
QF_BV/Sage2/bench_9444.smt2	unsat	608	unsat	608	A	unsat
QF_BV/bench_ab/a601test0056.smt2	sat	108	sat	108	B	sat
QF_BV/bruttomesso/core/ext_con_052_001_0016.smt2	unsat	108	unsat	108	A	unsat
QF_BV/float/div3.c.50.smt2	sat	17321	sat	17520	B	sat
QF_BV/Sage2/bench_1216.smt2	unknown	24122	unknown	24128	A	sat
QF_BV/sage/app1/bench_2044.smt2	unsat	309	unsat	308	B	unsat
QF_BV/Sage2/bench_464.smt2	unknown	24528	unknown	24428	A	unsat
QF_BV/Sage2/bench_347.smt2	unsat	208	unsat	308	B	unsat
QF_BV/sage/app1/bench_1524.smt2	unsat	108	unsat	108	A	unsat
QF_BV/sage/app1/bench_2352.smt2	unsat	208	unsat	208	B	unsat
QF_BV/sage/app12/bench_3180.smt2	unsat	108	unsat	107	A	unsat
QF_BV/sage/app12/bench_4008.smt2	sat	109	sat	108	B	sat
QF_BV/Sage2/bench_4837.smt2	sat	109	sat	108	A	sat
QF_BV/sage/app12/bench_5665.smt2	unsat	107	unsat	108	B	unsat
QF_BV/sage/app1/bench_1287.smt2	unsat	108	unsat	107	A	unsat
QF_BV/sage/app1/bench_84.smt2	unsat	108	unsat	108	B	unsat
QF_BV/Sage2/bench_675.smt2	sat	7413	sat	7514	A	sat
QF_BV/Sage2/bench_1282.smt2	sat	1810	sat	1809	B	sat
QF_BV/sage/app1/bench_211.smt2	unsat	308	unsat	308	A	unsat
QF_BV/sage/app12/bench_2939.smt2	unsat	107	unsat	108	B	unsat
QF_BV/sage/app12/bench_3767.smt2	sat	108	sat	108	A	sat
QF_BV/Sage2/bench_4595.smt2	unsat	809	unsat	908	B	unsat
QF_BV/sage/app12/bench_5422.smt2	unsat	108	unsat	109	A	unsat
QF_BV/Sage2/bench_6250.smt2	unsat	107	unsat	108	B	unsat
QF_BV/Sage2/bench_7079.smt2	unsat	308	unsat	307	A	unsat
QF_BV/Sage2/bench_7908.smt2	unknown	24331	unknown	24228	B	unsat
QF_BV/sage/app1/bench_938.smt2	sat	107	sat	107	A	sat
QF_BV/Sage2/bench_2274.smt2	unsat	108	unsat	107	B	unsat
QF_BV/sage/app1/bench_350.smt2	unsat	108	unsat	108	A	unsat
QF_BV/sage/app1/bench_940.smt2	sat	108	sat	108	B	sat
QF_BV/sage/app1/bench_177.smt2	sat	208	sat	208	A	sat
QF_BV/Sage2/bench_2598.smt2	unsat	108	unsat	108	B	unsat
QF_BV/Sage2/bench_454.smt2	unsat	1008	unsat	908	A	unsat
QF_BV/spear/samba_v3.0.24/bin_eventlogadm_vc331099.smt2	sat	1510	sat	1509	B	sat
QF_BV/spear/samba_v3.0.24/bin_libsmbsharemodes_vc5714.smt2	sat	1008	sat	1007	A	sat
QF_BV/uclid/catchconv/convert-jpg2gif-query-1166.smt2	sat	1808	sat	1909	B	sat
QF_BV/2017-BuchwaldFried/counterexample.dump.ia32_Mul_base_disp--Add32.load32.Mul32.Mulh_u32.0005.smt2	unknown	24228	unknown	24229	A	unsat
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_331.smt2	unsat	108	unsat	108	B	unsat
QF_BV/20210219-Sydr/master/cjpeg/predicate_425.smt2	unsat	509	unsat	508	A	unsat
QF_BV/20221012-MCMPC/dualexecution/dualexecution.t1.i16.e7c172b6.smt2	sat	208	sat	208	B	unknown
QF_BV/20221012-MCMPC/mean_buckets/simplemean_buckets.t1.i14.acc34979.smt2	sat	109	sat	109	A	unknown
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i42.06377145.smt2	sat	108	sat	108	B	unknown
QF_BV/20221012-MCMPC/wage/wage.t1.i19.a912c9b3.smt2	sat	107	sat	108	A	unknown
QF_BV/Sage2/bench_10451.smt2	unknown	25232	unknown	25230	B	sat
QF_BV/Sage2/bench_12354.smt2	sat	1609	sat	1609	A	sat
QF_BV/Sage2/bench_1424.smt2	unsat	308	unsat	309	B	unsat
QF_BV/Sage2/bench_16145.smt2	sat	707	sat	709	A	sat
QF_BV/Sage2/bench_192.smt2	unsat	207	unsat	208	B	unsat
QF_BV/Sage2/bench_3822.smt2	unsat	208	unsat	208	A	unsat
QF_BV/Sage2/bench_5929.smt2	sat	208	sat	208	B	sat
QF_BV/Sage2/bench_7935.smt2	sat	207	sat	208	A	sat
QF_BV/Sage2/bench_9955.smt2	unsat	108	unsat	108	B	unsat
QF_BV/brummayerbiere/countbitsrotate128.smt2	unknown	25025	unknown	25029	A	unsat
QF_BV/bruttomesso/lfsr/lfsr_002_127_112.smt2	unsat	1809	unsat	1908	B	unsat
QF_BV/log-slicing/bvashr_0687.smt2	unknown	24128	unknown	24130	A	unsat
QF_BV/sage/app1/bench_1423.smt2	unsat	108	unsat	108	B	unsat
QF_BV/Sage2/bench_2251.smt2	unsat	19223	unsat	19124	A	unsat
QF_BV/sage/app1/bench_671.smt2	unsat	107	unsat	108	B	unsat
QF_BV/sage/app1/bench_554.smt2	unsat	108	unsat	107	A	unsat
QF_BV/sage/app1/bench_1731.smt2	unsat	107	unsat	107	B	unsat
QF_BV/Sage2/bench_256.smt2	unsat	107	unsat	108	A	unsat
QF_BV/sage/app12/bench_3388.smt2	unsat	107	unsat	107	B	unsat
QF_BV/sage/app12/bench_4215.smt2	unsat	108	unsat	107	A	unsat
QF_BV/Sage2/bench_5043.smt2	sat	12318	sat	13018	B	sat
QF_BV/sage/app1/bench_666.smt2	unsat	107	unsat	108	A	unsat
QF_BV/Sage2/bench_218.smt2	unsat	107	unsat	107	B	unsat
QF_BV/Sage2/bench_1046.smt2	unsat	308	unsat	308	A	unsat
QF_BV/sage/app1/bench_882.smt2	unsat	108	unsat	108	B	unsat
QF_BV/Sage2/bench_149.smt2	sat	8915	sat	9014	A	sat
QF_BV/Sage2/bench_2317.smt2	sat	5111	sat	5212	B	sat
QF_BV/Sage2/bench_3145.smt2	sat	8913	sat	8715	A	sat
QF_BV/Sage2/bench_3974.smt2	sat	408	sat	408	B	sat
QF_BV/Sage2/bench_4801.smt2	unsat	108	unsat	108	A	unsat
QF_BV/sage/app1/bench_563.smt2	unsat	108	unsat	108	B	unsat
QF_BV/Sage2/bench_6458.smt2	sat	14119	sat	13718	A	sat
QF_BV/sage/app7/bench_7286.smt2	unsat	108	unsat	107	B	unsat
QF_BV/sage/app7/bench_8114.smt2	unsat	8115	unsat	8016	A	unsat
QF_BV/sage/app1/bench_1468.smt2	sat	108	sat	108	B	sat
QF_BV/Sage2/bench_2778.smt2	sat	5712	sat	5413	A	sat
QF_BV/Sage2/bench_3708.smt2	unsat	207	unsat	207	B	unsat
QF_BV/Sage2/bench_1148.smt2	unsat	108	unsat	108	A	unsat
QF_BV/Sage2/bench_1977.smt2	sat	8414	sat	7812	B	sat
QF_BV/sage/app12/bench_2804.smt2	unsat	109	unsat	108	A	unsat
QF_BV/sage/app1/bench_661.smt2	unsat	108	unsat	108	B	unsat
QF_BV/spear/samba_v3.0.24/bin_eventlogadm_vc352379.smt2	sat	6012	sat	6113	A	sat
QF_BV/spear/samba_v3.0.24/bin_libsmbsharemodes_vc6315.smt2	sat	1410	sat	1409	B	sat
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1128.smt2	unsat	208	unsat	208	A	unsat
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_539.smt2	unsat	108	unsat	109	B	unsat
QF_BV/20210219-Sydr/symbolic_memory/bst/yices/predicate_851.smt2	unknown	24226	unknown	24225	A	unknown
QF_BV/20221012-MCMPC/dualexecution_affine/dualexecution_affine.t1.i12.955644ef.smt2	sat	208	sat	209	B	unknown
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i17.9386ab8d.smt2	sat	109	sat	109	A	unknown
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i53.a8ef2dcb.smt2	sat	109	sat	109	B	unknown
QF_BV/20221012-MCMPC/wage_circuit_div/wage_circuit_div.t1.i23.92e43e77.smt2	sat	108	sat	108	A	unknown
QF_BV/Sage2/bench_10924.smt2	sat	1510	sat	1510	B	sat
QF_BV/Sage2/bench_12860.smt2	unsat	108	unsat	109	A	unsat
QF_BV/Sage2/bench_14698.smt2	sat	409	sat	409	B	sat
QF_BV/Sage2/bench_16629.smt2	unsat	108	unsat	107	A	unsat
QF_BV/Sage2/bench_2389.smt2	unsat	107	unsat	107	B	unsat
QF_BV/Sage2/bench_4343.smt2	sat	407	sat	409	A	sat
QF_BV/Sage2/bench_6444.smt2	unsat	108	unsat	108	B	unsat
QF_BV/Sage2/bench_8450.smt2	unsat	108	unsat	107	A	unsat
QF_BV/asp/HamiltonianPath/gryzzles.30.lp.smt2	sat	2709	sat	2610	B	sat
QF_BV/bruttomesso/core/ext_con_008_001_0064.smt2	unknown	24125	unknown	24126	A	unsat
QF_BV/bruttomesso/simple_processor/simple_processors_008_006_0004.smt2	unknown	24231	unknown	24131	B	unsat
QF_BV/mcm/148.smt2	unknown	24430	unknown	24529	A	sat
QF_BV/Sage2/bench_1630.smt2	unsat	608	unsat	608	B	unsat
QF_BV/sage/app1/bench_2459.smt2	unsat	107	unsat	108	A	unsat
QF_BV/sage/app1/bench_879.smt2	unsat	108	unsat	107	B	unsat
QF_BV/Sage2/bench_111.smt2	unsat	108	unsat	108	A	unsat
QF_BV/Sage2/bench_1939.smt2	sat	20627	sat	23024	B	sat
QF_BV/Sage2/bench_2767.smt2	sat	13218	sat	13120	A	sat
QF_BV/Sage2/bench_3595.smt2	sat	2508	sat	2610	B	sat
QF_BV/sage/app12/bench_4422.smt2	unsat	107	unsat	108	A	unsat
QF_BV/Sage2/bench_5250.smt2	sat	5313	sat	5613	B	sat
QF_BV/Sage2/bench_873.smt2	unsat	207	unsat	208	A	unsat
QF_BV/Sage2/bench_425.smt2	sat	2810	sat	2809	B	sat
QF_BV/sage/app1/bench_126.smt2	unsat	308	unsat	308	A	unsat
QF_BV/sage/app1/bench_190.smt2	unsat	108	unsat	108	B	unsat
QF_BV/Sage2/bench_1697.smt2	unknown	24127	unknown	24126	A	unsat
QF_BV/sage/app1/bench_2524.smt2	unsat	109	unsat	109	B	unsat
QF_BV/sage/app12/bench_3352.smt2	sat	108	sat	108	A	sat
QF_BV/sage/app12/bench_4180.smt2	unsat	107	unsat	107	B	unsat
QF_BV/sage/app12/bench_5008.smt2	sat	108	sat	108	A	sat
QF_BV/sage/app7/bench_5837.smt2	unsat	108	unsat	108	B	unsat
QF_BV/Sage2/bench_6665.smt2	sat	4411	sat	4511	A	sat
QF_BV/Sage2/bench_7493.smt2	unsat	307	unsat	308	B	unsat
QF_BV/sage/app7/bench_8321.smt2	unsat	106	unsat	106	A	unsat
QF_BV/Sage2/bench_1815.smt2	sat	3110	sat	3110	B	sat
QF_BV/sage/app12/bench_3050.smt2	sat	108	sat	108	A	sat
QF_BV/sage/app1/bench_460.smt2	unsat	107	unsat	107	B	unsat
QF_BV/Sage2/bench_1355.smt2	unknown	24125	unknown	24128	A	sat
QF_BV/sage/app1/bench_2183.smt2	unsat	308	unsat	308	B	unsat
QF_BV/Sage2/bench_3010.smt2	unknown	24223	unknown	24127	A	sat
QF_BV/Sage2/bench_869.smt2	unsat	108	unsat	107	B	unsat
QF_BV/spear/samba_v3.0.24/bin_libmsrpc_vc1225899.smt2	sat	2608	sat	2410	A	sat
QF_BV/stp/testcase15.stp.smt2	unknown	25430	unknown	25430	B	sat
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1335.smt2	unsat	107	unsat	108	A	unsat
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_746.smt2	unsat	108	unsat	107	B	unsat
QF_BV/20210312-Bouvier/vlsat3_a85.smt2	unknown	24130	unknown	24130	A	unsat
QF_BV/20221012-MCMPC/dualexecution_affine/dualexecution_affine.t1.i8.1d3e97a0.smt2	sat	2510	sat	2509	B	unknown
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i25.63566545.smt2	sat	108	sat	108	A	unknown
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i64.0b2dd246.smt2	sat	108	sat	108	B	unknown
QF_BV/20221214-p4dfa-XiaoqiChen/StringMatching/string4x16.7._bit8_na6_nr4_pairedtwobranch.smt2	unknown	25131	unknown	25127	A	unknown
QF_BV/Sage2/bench_114.smt2	unsat	108	unsat	108	B	unsat
QF_BV/Sage2/bench_1332.smt2	unsat	108	unsat	109	A	unsat
QF_BV/Sage2/bench_15191.smt2	sat	809	sat	807	B	sat
QF_BV/Sage2/bench_17078.smt2	unsat	708	unsat	708	A	unsat
QF_BV/Sage2/bench_2839.smt2	unsat	108	unsat	109	B	unsat
QF_BV/Sage2/bench_4888.smt2	sat	208	sat	208	A	sat
QF_BV/Sage2/bench_6930.smt2	unsat	209	unsat	208	B	unsat
QF_BV/Sage2/bench_8967.smt2	sat	11716	sat	11415	A	sat
QF_BV/asp/TravellingSalesperson/tsp_rand_70_300_1155482584_12.lp.smt2	unknown	24230	unknown	24230	B	sat
QF_BV/bruttomesso/core/ext_con_028_008_0064.smt2	unknown	24129	unknown	24129	A	unsat
QF_BV/dwp_formulas/try5_small_noof_functions_dwp_sum.quoting_options_from_style.il.dwp.smt2	unsat	107	unsat	108	B	unsat
QF_BV/sage/app1/bench_1009.smt2	unsat	108	unsat	107	A	unsat
QF_BV/sage/app1/bench_1838.smt2	unsat	107	unsat	109	B	unsat
QF_BV/sage/app1/bench_2666.smt2	unsat	108	unsat	108	A	unsat
QF_BV/Sage2/bench_14.smt2	unknown	24630	unknown	24725	B	sat
QF_BV/sage/app1/bench_1317.smt2	unsat	108	unsat	107	A	unsat
QF_BV/sage/app1/bench_2145.smt2	unsat	108	unsat	108	B	unsat
QF_BV/sage/app12/bench_2974.smt2	unsat	108	unsat	109	A	unsat
QF_BV/sage/app12/bench_3801.smt2	unsat	108	unsat	107	B	unsat
QF_BV/Sage2/bench_463.smt2	sat	3311	sat	3410	A	sat
QF_BV/Sage2/bench_5458.smt2	unsat	208	unsat	209	B	unsat
QF_BV/sage/app1/bench_108.smt2	unsat	308	unsat	307	A	unsat
QF_BV/sage/app1/bench_632.smt2	unsat	108	unsat	108	B	unsat
QF_BV/sage/app1/bench_468.smt2	unsat	107	unsat	108	A	unsat
QF_BV/Sage2/bench_1075.smt2	sat	7513	sat	7514	B	sat
QF_BV/sage/app1/bench_1903.smt2	unsat	208	unsat	207	A	unsat
QF_BV/Sage2/bench_2731.smt2	sat	2810	sat	2911	B	sat
QF_BV/sage/app1/bench_356.smt2	sat	208	sat	206	A	sat
QF_BV/Sage2/bench_4388.smt2	unsat	108	unsat	107	B	unsat
QF_BV/Sage2/bench_5215.smt2	sat	7215	sat	7312	A	sat
QF_BV/sage/app7/bench_6043.smt2	unsat	108	unsat	108	B	unsat
QF_BV/sage/app7/bench_6872.smt2	sat	107	sat	108	A	sat
QF_BV/Sage2/bench_770.smt2	sat	708	sat	809	B	sat
QF_BV/sage/app7/bench_8529.smt2	unsat	7713	unsat	7815	A	unsat
QF_BV/Sage2/bench_2050.smt2	sat	8812	sat	8913	B	sat
QF_BV/Sage2/bench_3293.smt2	unsat	208	unsat	208	A	unsat
QF_BV/sage/app1/bench_7.smt2	unsat	207	unsat	207	B	unsat
QF_BV/Sage2/bench_1562.smt2	sat	10718	sat	11119	A	sat
QF_BV/sage/app1/bench_2390.smt2	unsat	308	unsat	307	B	unsat
QF_BV/Sage2/bench_3218.smt2	sat	5211	sat	5212	A	sat
QF_BV/spear/inn_v2.4.3/innd_innd_vc33562.smt2	sat	608	sat	607	B	sat
QF_BV/spear/samba_v3.0.24/bin_libsmbclient_vc1225764.smt2	sat	2009	sat	2010	A	sat
QF_BV/stp_samples/run_03230.trace.cond_026599_0x41821d_00.smt2	unsat	108	unsat	108	B	unsat
