file	board_1446a809c	ms	main_2611e14b0	ms	first	status
QF_IDL/20210312-Bouvier/vlsat3_c36.smt2	unknown	24225	unknown	24225	A	unsat
QF_IDL/20210312-Bouvier/vlsat3_c84.smt2	unknown	24124	unknown	24125	B	unsat
QF_IDL/20210312-Bouvier/vlsat3_i32.smt2	unknown	25124	unknown	25129	A	sat
QF_IDL/20210312-Bouvier/vlsat3_i80.smt2	unknown	25129	unknown	25132	B	sat
QF_IDL/20220214-jobshop-BohanLi/jobshop16-2-8-8-4-4-16.smt2	unknown	25029	unknown	25029	A	sat
QF_IDL/20220214-jobshop-BohanLi/jobshop38-2-19-19-4-4-16.smt2	unknown	21322	unknown	21322	B	sat
QF_IDL/20220214-jobshop-BohanLi/jobshop6-2-3-3-4-4-16.smt2	sat	108	sat	108	A	sat
QF_IDL/Averest/buble_sort/BubbleSort_safe_bgmc004.smt2	unsat	108	unsat	107	B	unsat
QF_IDL/Averest/insertion_sort/InsertionSort_live_blmc004.smt2	sat	1207	sat	1208	A	sat
QF_IDL/Averest/parallel_search/ParallelSearch_safe_bgmc000.smt2	unsat	106	unsat	108	B	unsat
QF_IDL/Averest/selection_sort/SelectionSort_safe_bgmc006.smt2	unsat	207	unsat	208	A	unsat
QF_IDL/Averest/sorting_network/SortingNetwork8_live_blmc003.smt2	sat	508	sat	508	B	sat
QF_IDL/DTP/DTP_k2_n35_c210_s14.smt2	unsat	307	unsat	307	A	unsat
QF_IDL/RTCL/b13_tf_15/ckt_PROP3_tf_15.smt2	unsat	108	unsat	107	B	unsat
QF_IDL/asp/BlockedNQueens/156.48.1960.36.1721325133.dat.smt2	unsat	3310	unsat	3911	A	unsat
QF_IDL/asp/DisjunctiveScheduling/disjunctiveScheduling.in7.smt2	unknown	25430	unknown	25428	B	sat
QF_IDL/asp/Fastfood/a9.8.11.asp.smt2	unsat	6714	unsat	6413	A	unsat
QF_IDL/asp/GraphColouring/graph-colouring-nodes=140-density=0.1-instance=9.smt2	unknown	21326	unknown	21222	B	unsat
QF_IDL/asp/HamiltonianPath/gryzzles.7.lp.smt2	sat	1609	sat	1710	A	sat
QF_IDL/asp/Labyrinth/laby_18_18_14.lp.smt2	unknown	25231	unknown	25229	B	sat
QF_IDL/asp/MazeGeneration/maze-generation-width=19-height=19-density=0.01-run=5.smt2	sat	708	sat	709	A	sat
QF_IDL/asp/Sokoban/duthen-990602.51.steps.12.asp.smt2	unsat	1609	unsat	1609	B	unsat
QF_IDL/asp/Sudoku/sudoku.in8.smt2	unknown	22626	unknown	22528	A	sat
QF_IDL/asp/WeightBoundedDominatingSet/rand_150_600_1159731678_6.lp.smt2	unknown	21228	unknown	21226	B	unknown
QF_IDL/cellar/CELAR6_SUB0.smt2	unsat	107	unsat	108	A	unsat
QF_IDL/diamonds/diamonds.18.2.i.a.u.smt2	unsat	4912	unsat	5012	B	unsat
QF_IDL/job_shop/jobshop22-2-11-11-4-4-11.smt2	unknown	25028	unknown	25030	A	unknown
QF_IDL/job_shop/jobshop44-2-22-22-4-4-11.smt2	unknown	25027	unknown	25026	B	unknown
QF_IDL/mathsat/fischer/FISCHER10-3-ninc.smt2	unsat	108	unsat	108	A	unsat
QF_IDL/mathsat/fischer/FISCHER14-11-ninc.smt2	unknown	25032	unknown	25029	B	unsat
QF_IDL/mathsat/fischer/FISCHER8-3-ninc.smt2	unsat	108	unsat	109	A	unsat
QF_IDL/parity/01.500.graph.smt2	unsat	2509	unsat	2510	B	unsat
QF_IDL/parity/07.500.graph.smt2	sat	2510	sat	2609	A	sat
QF_IDL/parity/13.500.graph.smt2	unsat	2711	unsat	2711	B	unsat
QF_IDL/parity/19.500.graph.smt2	sat	2709	sat	2811	A	sat
QF_IDL/parity/25.500.graph.smt2	sat	3811	sat	3711	B	sat
QF_IDL/parity/31.500.graph.smt2	sat	3111	sat	3111	A	sat
QF_IDL/planning/plan-9.cvc.smt2	unsat	108	unsat	109	B	unsat
QF_IDL/qlock/qlock-4-10-33.induction.cvc.smt2	unknown	21528	unknown	21427	A	sat
QF_IDL/queens_bench/n_queen/queen31-1.smt2	sat	14117	sat	14119	B	sat
QF_IDL/queens_bench/n_queen/queen75-1.smt2	unknown	21327	unknown	21324	A	sat
QF_IDL/queens_bench/super_queen/super_queen29-1.smt2	unknown	25029	sat	21024	B	sat
QF_IDL/queens_bench/super_queen/super_queen72-1.smt2	unknown	21326	unknown	21326	A	sat
