file	board_1446a809c	ms	main_2611e14b0	ms	first	status
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_sanfoundry_10_ground.i_6_3_3.bpl_13.smt2	none	6395	none	6408	A	unknown
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_two_index_06.i_3_2_2.bpl_7.smt2	unknown	24028	unknown	24031	B	unsat
QF_LRA/2019-ezsmt/blending/17.smt2	sat	109	sat	108	A	unknown
QF_LRA/2019-ezsmt/robotics/4_3.smt2	unsat	108	unsat	108	B	unknown
QF_LRA/2019-ezsmt/travellingSalesperson/rand_80_340_1159656267_4.lp.smt2	sat	6712	sat	5913	A	unknown
QF_LRA/DTP-Scheduling/constraints-cooking22.smt2	sat	107	sat	108	B	sat
QF_LRA/DTP-Scheduling/constraints-tempo-width-40.smt2	sat	1208	sat	1109	A	sat
QF_LRA/DTP-Scheduling/constraints-tms-2-3-light-30.smt2	sat	108	sat	108	B	sat
QF_LRA/LassoRanker/CooperatingT2/collatz.t2.c_Iteration3_Loop_7-phaseTemplate.smt2	unknown	24733	unknown	24631	A	unsat
QF_LRA/LassoRanker/CooperatingT2/ex11.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	none	8106	none	8201	B	unsat
QF_LRA/LassoRanker/CooperatingT2/hongyi1.t2.c_Iteration9_Loop_4-lexTemplate.smt2	none	8713	none	8593	A	sat
QF_LRA/LassoRanker/CooperatingT2/matrixsqrt.t2.c_Iteration12_Loop_7-phaseTemplate.smt2	unknown	25228	unknown	24326	B	sat
QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration3_Lasso_5-phaseTemplate.smt2	none	6309	none	6518	A	sat
QF_LRA/LassoRanker/CooperatingT2/sumit.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	none	7592	none	7726	B	sat
QF_LRA/LassoRanker/SV-COMP/CookSeeZuleger-2013TACAS-Fig3_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	none	8701	none	9014	A	unsat
