file	board_1446a809c	ms	main_2611e14b0	ms	first	status
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p4676_safety_0.smt2	unknown	11017	unknown	11018	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30175_safety_0.smt2	unknown	11015	unknown	10919	B	unknown
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31253_safety_0.smt2	unknown	12321	unknown	12516	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32332_safety_0.smt2	unknown	11018	unknown	11014	B	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2235_terminationG_0.smt2	unknown	11817	unknown	11815	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5428_safety_0.smt2	unknown	11016	unknown	11018	B	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6637_safety_0.smt2	unknown	12519	unknown	12318	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAll.jar-obl-11__p9492_safety_0.smt2	unknown	24432	unknown	24230	B	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8261_safety_0.smt2	unknown	24425	sat	14621	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8992_safety_0.smt2	unknown	24223	sat	22126	B	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__whileNested_rec.jar-obl-9__p14976_terminationG_0.smt2	unknown	24130	unknown	24130	A	unsat
QF_NIA/20170427-VeryMax/ITS/From_T2__apchild-live.t2_fixed__p16479_terminationG_0.smt2	unknown	25127	unknown	24428	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__consts1nt.t2__p17935_terminationG_0.smt2	unsat	2910	unsat	2912	A	unsat
QF_NIA/20170427-VeryMax/ITS/From_T2__edn.t2__p20109_safety_0.smt2	unknown	24825	sat	10818	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p26914_safety_0.smt2	unknown	25027	sat	10818	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p31933_safety_0.smt2	unknown	24127	unknown	24129	B	unknown
QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p697_terminationG_0.smt2	unknown	24329	sat	16522	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__fun9.t2__p1480_edge_closing_0.smt2	unknown	24231	sat	11119	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__janne_complex.t2__p2263_terminationG_0.smt2	unknown	11918	unknown	11920	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__n-21.t2__p3959_terminationG_0.smt2	unsat	8814	unsat	8615	B	unsat
QF_NIA/20170427-VeryMax/ITS/From_T2__n-7.t2_fixed__p4922_terminationG_0.smt2	unsat	6512	unsat	6614	A	unsat
QF_NIA/20170427-VeryMax/ITS/From_T2__polling.t2_fixed__p7335_terminationG_0.smt2	unknown	24830	sat	17724	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__rlft3.t2__p9106_terminationG_0.smt2	unknown	11218	unknown	11120	A	unknown
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2_fixed__p10157_safety_0.smt2	sat	18926	sat	11016	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19291_safety_0.smt2	sat	11617	sat	11118	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__sas2.t2__terminationQ_2_0.smt2	unknown	11718	unknown	11819	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3.t2_fixed__terminationS_31_0.smt2	unknown	24431	unknown	24227	A	unsat
QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	unknown	12620	unknown	24123	B	unknown
QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25069_terminationG_0.smt2	unknown	25230	unknown	25223	A	sat
QF_NIA/20170427-VeryMax/SAT14/1051.smt2	unknown	18022	unknown	18123	B	sat
QF_NIA/20170427-VeryMax/SAT14/1509.smt2	unknown	17924	unknown	18020	A	sat
QF_NIA/20170427-VeryMax/SAT14/227.smt2	unknown	24225	unknown	24228	B	sat
QF_NIA/20170427-VeryMax/SAT14/687.smt2	unknown	16920	unknown	17123	A	sat
QF_NIA/20210219-Dartagnan/ReachSafety-Loops/geo1-u_valuebound2-O0.smt2	unknown	11618	unknown	11915	B	unknown
QF_NIA/20220315-MathProblems/STC_0205.smt2	sat	12919	sat	17122	A	sat
QF_NIA/20220315-MathProblems/STC_0713.smt2	sat	4411	sat	4112	B	sat
QF_NIA/AProVE/aproveSMT1294590808882795189.smt2	sat	108	sat	108	A	sat
QF_NIA/AProVE/aproveSMT2912633883485370336.smt2	sat	11118	sat	11017	B	sat
QF_NIA/AProVE/aproveSMT4687047739446499948.smt2	unknown	12419	unknown	24128	A	unsat
QF_NIA/AProVE/aproveSMT6461796824751951221.smt2	unknown	24128	unknown	24226	B	unsat
QF_NIA/AProVE/aproveSMT8300370999791707493.smt2	sat	13817	sat	13716	A	sat
QF_NIA/calypto/problem-002617.cvc.1.smt2	sat	4212	sat	4211	B	sat
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__ChenFlurMukhopadhyay-SAS2012-Ex2.14_false-termination.c__p21457_edge_closing_0.smt2	sat	7214	sat	7116	A	sat
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c__p23483_edge_closing_0.smt2	unknown	24335	unknown	24127	B	unknown
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Sunset.c__terminationQ_0_0.smt2	unknown	18926	unknown	24130	A	unsat
QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Singapore_true-termination.c__p27347_terminationG_0.smt2	unknown	24133	sat	10118	B	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29567_safety_0.smt2	unknown	25126	sat	10919	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NO_12.jar-obl-8__p11373_terminationG_0.smt2	unknown	23031	unknown	24230	B	unknown
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Test6.jar-obl-13__terminationS_36_0.smt2	unknown	24229	unknown	24226	A	unsat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-upAndDownIneq.jar-obl-8__terminationS_1_0.smt2	unknown	18119	unknown	24128	B	unsat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p4943_safety_0.smt2	unknown	10917	unknown	10917	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30440_safety_0.smt2	unknown	11016	unknown	10918	B	unknown
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31541_safety_0.smt2	unknown	11918	unknown	11818	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32598_safety_0.smt2	unknown	11319	unknown	11118	B	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2587_safety_0.smt2	unknown	11020	unknown	10917	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5722_safety_0.smt2	unknown	14422	unknown	13621	B	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6984_safety_0.smt2	unknown	11819	unknown	11818	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7725_safety_0.smt2	unknown	24727	sat	14820	B	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8434_safety_0.smt2	unknown	24230	sat	13019	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9188_safety_0.smt2	unknown	24529	sat	13916	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__afagp-fail.t2__p15482_terminationG_0.smt2	unknown	12619	unknown	12518	A	unknown
QF_NIA/20170427-VeryMax/ITS/From_T2__apchildlive-succeed.t2_fixed__p16399_edge_closing_0.smt2	unknown	20625	unknown	22526	B	unknown
QF_NIA/20170427-VeryMax/ITS/From_T2__consts5nt.t2__p18457_edge_closing_0.smt2	unknown	24130	sat	10918	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__edn.t2__p20676_safety_0.smt2	unknown	24930	sat	10815	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p28763_safety_0.smt2	unknown	24823	sat	10816	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2_fixed__p23563_safety_0.smt2	sat	8512	sat	8615	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__terminationS_11_0.smt2	unknown	24229	unknown	24130	A	unsat
QF_NIA/20170427-VeryMax/ITS/From_T2__hqr.c.i.hqr.pl.t2.fixed.t2_fixed__terminationS_36_0.smt2	unknown	24332	unknown	24328	B	unsat
QF_NIA/20170427-VeryMax/ITS/From_T2__mc91.t2__p2846_terminationG_0.smt2	unknown	19923	unknown	24328	A	unknown
QF_NIA/20170427-VeryMax/ITS/From_T2__n-40.t2__p4304_terminationG_0.smt2	unknown	11116	unknown	11117	B	unknown
QF_NIA/20170427-VeryMax/ITS/From_T2__nakata.t2__p5351_edge_closing_0.smt2	unknown	13621	unknown	13719	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__ppblock.t2__p7749_edge_closing_0.smt2	unknown	12821	unknown	12618	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2__p12578_safety_0.smt2	unknown	20326	unknown	24127	A	unknown
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2_fixed__p10785_safety_0.smt2	sat	13118	sat	12215	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20015_safety_0.smt2	unknown	24126	sat	14017	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3-filtered.t2__p21659_terminationG_0.smt2	unknown	11517	unknown	11418	B	unknown
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-4-filtered.t2__p22683_terminationG_0.smt2	unknown	24826	unknown	24330	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__streamserver-succeed.t2__p24602_terminationG_0.smt2	unknown	25029	sat	15719	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__ud.t2__term_unfeasibility_1_0.smt2	unknown	16624	sat	10916	A	sat
QF_NIA/20170427-VeryMax/SAT14/1166.smt2	unknown	17220	unknown	17221	B	sat
QF_NIA/20170427-VeryMax/SAT14/1623.smt2	unknown	16421	unknown	16423	A	sat
QF_NIA/20170427-VeryMax/SAT14/341.smt2	unknown	24228	unknown	24330	B	sat
QF_NIA/20170427-VeryMax/SAT14/803.smt2	unknown	16423	unknown	16619	A	sat
QF_NIA/20210219-Dartagnan/ReachSafety-Loops/ps2-ll_unwindbound50-O0.smt2	unknown	24727	unknown	24625	B	unknown
QF_NIA/20220315-MathProblems/STC_0332.smt2	sat	4610	sat	4912	A	sat
QF_NIA/20220315-MathProblems/STC_0840.smt2	sat	5311	sat	8016	B	sat
QF_NIA/AProVE/aproveSMT1669457300444119286.smt2	sat	9415	sat	9418	A	sat
QF_NIA/AProVE/aproveSMT3326416242224032552.smt2	sat	108	sat	108	B	sat
QF_NIA/AProVE/aproveSMT5048239408100334127.smt2	unknown	16523	unknown	24124	A	unsat
QF_NIA/AProVE/aproveSMT6902839063897808376.smt2	sat	10918	sat	10916	B	sat
QF_NIA/AProVE/aproveSMT8801446599485295192.smt2	sat	3012	sat	3012	A	sat
