file	board_1446a809c	ms	main_2611e14b0	ms	first	status
UF/20170428-Barrett/cdt-cade2015/nada/afp/bindag/x2015_09_10_16_53_11_421_1041162.smt_in.smt2	unsat	2612	unsat	2611	A	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_54_53_962_1372467.smt_in.smt2	unknown	8215	unknown	8616	B	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_58_55_174_1583194.smt_in.smt2	unknown	9414	unknown	8714	A	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_02_01_325_1794353.smt_in.smt2	unsat	3410	unsat	3310	B	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_05_03_974_2039882.smt_in.smt2	unsat	1509	unsat	1509	A	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_08_02_969_2287043.smt_in.smt2	sat	209	sat	209	B	sat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_11_51_397_2586526.smt_in.smt2	unsat	2611	unsat	3011	A	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_18_11_407_2828424.smt_in.smt2	unsat	109	unsat	108	B	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/hamming_stream/x2015_09_10_16_47_53_600_1082171.smt_in.smt2	unknown	12219	unknown	13517	A	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_49_00_867_1155527.smt_in.smt2	unknown	9417	unknown	8012	B	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/koenigslemma/x2015_09_10_16_53_46_012_1142719.smt_in.smt2	unsat	5211	unsat	4612	A	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/sorted_list_operations/x2015_09_10_16_47_45_306_1071226.smt_in.smt2	unknown	9415	unknown	10016	B	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/tllist/x2015_09_10_17_00_58_384_1387951.smt_in.smt2	unknown	18022	unknown	18924	A	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_49_56_787_1224974.smt_in.smt2	unsat	4811	unsat	4811	B	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_53_37_371_1432776.smt_in.smt2	unknown	23430	unknown	23426	A	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/parallel/x2015_09_10_16_57_14_271_1048482.smt_in.smt2	unknown	25331	unknown	25229	B	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_52_32_920_1212907.smt_in.smt2	unknown	24126	unknown	24131	A	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_56_17_304_1652193.smt_in.smt2	unknown	16921	unknown	16823	B	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/stream/x2015_09_10_16_48_19_087_1086853.smt_in.smt2	unknown	25125	unknown	25032	A	unknown
UF/20170428-Barrett/cdt-cade2015/nada/gandl/stern_brocot_tree/x2015_09_10_16_51_44_982_1071529.smt_in.smt2	unknown	18424	unknown	18526	B	unsat
UF/grasshopper/instantiated/dl_copy_loop_check_heap_access_31_6.smt2	unsat	1208	unsat	1308	A	unsat
UF/grasshopper/instantiated/split_loop_check_heap_access_79_6.smt2	unsat	1409	unsat	1509	B	unsat
UF/grasshopper/instantiated/rec_remove_check_heap_access_23_4.smt2	unsat	709	unsat	708	A	unsat
UF/sledgehammer/Arrow_Order/uf.558544.smt2	unsat	2810	unsat	2810	B	unsat
UF/sledgehammer/Arrow_Order/uf.813308.smt2	unsat	6011	unsat	6212	A	unsat
UF/sledgehammer/FFT/uf.628947.smt2	sat	1310	sat	1209	B	sat
UF/sledgehammer/FFT/uf.734908.smt2	unknown	24228	unknown	24227	A	unknown
UF/sledgehammer/FFT/uf.832362.smt2	sat	207	sat	207	B	sat
UF/sledgehammer/Fundamental_Theorem_Algebra/smtlib.723818.smt2	sat	208	sat	207	A	sat
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1158058.smt2	unknown	24726	unknown	24727	B	unsat
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1294868.smt2	unknown	17820	unknown	17622	A	unknown
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1421601.smt2	unknown	15319	unknown	15518	B	unknown
