file	verdict	rc	attempts	decided_by	bound_by	last	bound_ms	total_ms	open_after	open_ms	deepest	giveup
UFLIA/20230314-Jaroslav-Bendik-Certora/52759_b3ecd2335fd16ec2eee2_9_UFLIA.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	3999	8374	na	na	na	give-up kind=Incomplete detail=e-matching: no universal is asserted; the nested quantifiers present are registered, not instantiated
UFLIA/boogie/AdvancedTypes_InternalSubClass..ctor-orderStrength_1.smt2	unknown	0	17	none	q:forall-exists-witness	fd:bounded-completeness-unsat	12754	24072	na	na	na	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFLIA/boogie/Arrays_Q3-noinfer.smt2	unknown	0	17	none	q:egraph	fd:bounded-completeness-unsat	22379	24013	na	na	na	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFLIA/boogie/AssignToRepField_AssignToRepField.N.smt2	unknown	0	17	none	q:egraph	fd:bounded-completeness-unsat	20300	24045	na	na	na	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFLIA/boogie/BasicMethodology_SubClass..ctor.smt2	unknown	0	17	none	q:egraph	fd:bounded-completeness-unsat	16820	24106	na	na	na	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFLIA/boogie/Cast_Cast.R_System.Object_System.Int32.smt2	unknown	0	17	none	q:egraph	fd:bounded-completeness-unsat	20470	24070	na	na	na	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFLIA/boogie/Chunker11c_Chunker.SpecSharp.CheckInvariant_System.Boolean.smt2	unknown	0	17	none	q:egraph	fd:bounded-completeness-unsat	18788	24339	na	na	na	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFLIA/boogie/DefaultLoopInv0_A.M-modifiesOnLoop-noinfer.smt2	unknown	0	19	none	q:egraph	fd:bounded-completeness-unsat	16319	22256	na	na	na	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
UFLIA/boogie/ExposeVersion_D..ctor-level_2.smt2	unknown	0	12	none	q:timeout	fd:bounded-completeness-unsat	21555	24017	na	na	na	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination
UFLIA/boogie/Interval_Cell.Shift_System.Int32.smt2	unknown	0	17	none	q:egraph	fd:bounded-completeness-unsat	20103	24039	na	na	na	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFLIA/boogie/Spouse_Person..ctor.smt2	unknown	0	17	none	q:egraph	fd:bounded-completeness-unsat	18101	24177	na	na	na	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFLIA/boogie/loopinv1_LoopInv1.Test1a_F_notnull-infer_eh.smt2	unknown	0	17	none	q:egraph	fd:bounded-completeness-unsat	19545	24148	na	na	na	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFLIA/grasshopper/instantiated/delete_check_heap_access_53_12.smt2	unknown	0	19	none	q:egraph	fd:bounded-completeness-unsat	9529	21301	na	na	na	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
UFLIA/grasshopper/instantiated/insertion_sort_postcondition_of_insertion_sort_63_1.smt2	unknown	0	20	none	q:mbqi	fd:bounded-completeness-unsat	9653	19259	na	na	na	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
UFLIA/grasshopper/uninstantiated/difference_check_heap_access_41_8.smt2	unknown	0	6	none	q:mbqi-quick	q:mbqi-quick	1831	1862	q:mbqi-quick	23138	euf:uf-arith-eager>euf:lazy-arith-overbound>euf:uf-arith-lazy>euf:fc-loop>euf:fc-round-solve>euf:round-incremental-arith>dpll-lia:new>dpll-lia:assert-all>dpll-lia:abstract	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
UFLIA/grasshopper/uninstantiated/merge_loop_check_heap_access_60_6.smt2	unknown	0	19	none	q:mbqi	fd:bounded-completeness-unsat	7055	12088	na	na	na	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: term #1198 has sort (Uninterpreted 0) that the pure-Rust BV backend cannot bit-blast
UFLIA/grasshopper/uninstantiated/sls_insert_loop_check_heap_access_38_6.smt2	unknown	0	19	none	q:egraph	fd:bounded-completeness-unsat	11196	18653	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
