file	verdict	rc	attempts	decided_by	bound_by	last	bound_ms	total_ms	open_after	open_ms	deepest	giveup
QF_AUFLIA/20170829-Rodin/smt4625083610563501181.smt2	unknown	0	25	none	uf-arith-online	dispatch-error	0	2	na	na	na	give-up kind=Error detail=unsupported by backend: term #0 has sort (Uninterpreted 0) that the pure-Rust BV backend cannot bit-blast
QF_AUFLIA/cvc/dlx-regfile.smt2	unknown	0	21	none	array-fast-path	fd:bounded-completeness-unsat	22512	24013	na	na	na	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lazy-ROW deadline exceeded before refinement converged
QF_AUFLIA/cvc/pp-dmem.smt2	unknown	0	7	none	uf-arith-lazy-overbound	euf-online	799	1217	euf-online	23781	euf:lazy-arith-overbound>euf:uf-arith-lazy>euf:fc-loop>euf:fc-round-solve>euf:round-incremental-arith>dpll-lia:new>dpll-lia:assert-all>dpll-lia:abstract	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
QF_AUFLIA/cvc/read8.smt2	unknown	0	19	none	uf-arithmetic	fd:bounded-completeness-unsat	24004	24007	na	na	na	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Incomplete] lazy-extensionality deadline exceeded before refinement converged (round=0, sites=14, array_eq_atoms=8, row_lemmas=0, cong_lemmas=0, diff_skolems=0, working_assertions=11)
QF_AUFLIA/storecomm/storecomm_invalid_t1_np_nf_ni_00060_008.cvc.smt2	unknown	0	15	none	array-fast-path	fd:bounded-completeness-unsat	8559	8560	na	na	na	give-up kind=Incomplete detail=lazy-extensionality refinement did not converge within 64 rounds (round=64, sites=121, array_eq_atoms=1, row_lemmas=118, cong_lemmas=0, diff_skolems=1, working_assertions=120, last_candidate_replay=false(assertion_ordinal=0, term=242, failed_conjunct_ordinal=0, failed_conjunct_term=242, select_repair_candidates=0, select_repair_array_changes=0, select_repair_symbol_changes=0, branch_repair_candidates=0, branch_repair_symbol_changes=0, scalar_repair_candidates=0, scalar_support_candidates=0, scalar_stabilized_trials=0, scalar_rejected_worse_trials=0, scalar_equal_support_repairs=0, scalar_repair_symbol_changes=0, projection_repair_changes=0))
QF_AUFLIA/storecomm/storecomm_invalid_t1_np_sf_ni_00060_008.cvc.smt2	unknown	0	15	none	array-fast-path	fd:bounded-completeness-unsat	8603	8611	na	na	na	give-up kind=Incomplete detail=lazy-extensionality refinement did not converge within 64 rounds (round=64, sites=121, array_eq_atoms=1, row_lemmas=118, cong_lemmas=0, diff_skolems=1, working_assertions=120, last_candidate_replay=false(assertion_ordinal=0, term=724, failed_conjunct_ordinal=0, failed_conjunct_term=724, select_repair_candidates=0, select_repair_array_changes=0, select_repair_symbol_changes=0, branch_repair_candidates=0, branch_repair_symbol_changes=0, scalar_repair_candidates=0, scalar_support_candidates=0, scalar_stabilized_trials=0, scalar_rejected_worse_trials=0, scalar_equal_support_repairs=0, scalar_repair_symbol_changes=0, projection_repair_changes=0))
QF_AUFLIA/storecomm/storecomm_invalid_t1_pp_nf_ai_00030_006.cvc.smt2	unknown	0	20	none	uf-arithmetic	fd:bounded-completeness-unsat	24106	24128	na	na	na	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lazy-ROW deadline exceeded before refinement converged
QF_AUFLIA/storecomm/storecomm_invalid_t1_pp_nf_ai_00050_001.cvc.smt2	unknown	0	20	none	uf-arithmetic	fd:bounded-completeness-unsat	14990	24379	na	na	na	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lazy-ROW deadline exceeded before refinement converged
QF_AUFLIA/storecomm/storecomm_invalid_t1_pp_nf_ai_00060_005.cvc.smt2	unknown	0	20	none	uf-arithmetic	fd:bounded-completeness-unsat	22070	24242	na	na	na	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lazy-ROW deadline exceeded before refinement converged
QF_AUFLIA/storecomm/storecomm_invalid_t1_pp_nf_ni_00060_008.cvc.smt2	unknown	0	20	none	array-fast-path	fd:bounded-completeness-unsat	14457	21866	na	na	na	give-up kind=ResourceLimit detail=lazy-ROW candidate failed replay: assertion #245 evaluated to false (incomplete on this shape)
QF_AUFLIA/storecomm/storecomm_invalid_t1_pp_sf_ai_00040_003.cvc.smt2	unknown	0	21	none	uf-arithmetic	fd:bounded-completeness-unsat	13456	24015	na	na	na	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Timeout] lazy-ROW scalar backend declined after round 39 (sites=80, row_lemmas=76, cong_lemmas=0): preprocessed local search declined (local search: query has a sort local search cannot evaluate); timeout in the online combination boolean layer
QF_AUFLIA/storecomm/storecomm_invalid_t1_pp_sf_ai_00060_003.cvc.smt2	unknown	0	21	none	uf-arithmetic	fd:bounded-completeness-unsat	23991	24128	na	na	na	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lazy-ROW deadline exceeded before refinement converged
QF_AUFLIA/storecomm/storecomm_invalid_t1_pp_sf_ni_00050_002.cvc.smt2	unknown	0	21	none	array-fast-path	fd:bounded-completeness-unsat	17146	24475	na	na	na	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lazy-ROW deadline exceeded before refinement converged
QF_AUFLIA/storecomm/storecomm_invalid_t1_pp_sf_ni_00060_005.cvc.smt2	unknown	0	21	none	array-fast-path	fd:bounded-completeness-unsat	9749	17064	na	na	na	give-up kind=ResourceLimit detail=lazy-ROW refinement did not converge within 64 rounds
QF_AUFLIA/storecomm/storecomm_invalid_t3_pp_nf_ai_00030_001.cvc.smt2	unknown	0	20	none	uf-arithmetic	fd:bounded-completeness-unsat	24104	24127	na	na	na	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lazy-ROW deadline exceeded before refinement converged
QF_AUFLIA/storecomm/storecomm_invalid_t3_pp_nf_ai_00040_006.cvc.smt2	unknown	0	20	none	array-fast-path	fd:bounded-completeness-unsat	11014	21474	na	na	na	give-up kind=ResourceLimit detail=lazy-ROW candidate failed replay: assertion #1725 evaluated to false (incomplete on this shape)
QF_AUFLIA/storecomm/storecomm_invalid_t3_pp_nf_ai_00060_002.cvc.smt2	unknown	0	20	none	uf-arithmetic	fd:bounded-completeness-unsat	22149	24184	na	na	na	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Timeout] lazy-ROW scalar backend declined after round 7 (sites=121, row_lemmas=25, cong_lemmas=0): preprocessed local search declined (local search: query has a sort local search cannot evaluate); linear-arithmetic sat-model reconstruction declined in the integer theory: lia simplex: wall-clock deadline passed while collecting integer constraints
QF_AUFLIA/storecomm/storecomm_invalid_t3_pp_nf_ni_00060_006.cvc.smt2	sat	0	10	uf-arithmetic	uf-arithmetic	uf-arithmetic	7147	7150	na	na	na	none
QF_AUFLIA/storecomm/storecomm_invalid_t3_pp_sf_ai_00030_003.cvc.smt2	unknown	0	21	none	uf-arithmetic	fd:bounded-completeness-unsat	24094	24126	na	na	na	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lazy-ROW deadline exceeded before refinement converged
QF_AUFLIA/storecomm/storecomm_invalid_t3_pp_sf_ai_00040_007.cvc.smt2	sat	0	12	array-fast-path	array-fast-path	array-fast-path	13013	23560	na	na	na	none
QF_AUFLIA/storecomm/storecomm_invalid_t3_pp_sf_ai_00050_006.cvc.smt2	unknown	0	21	none	uf-arithmetic	fd:bounded-completeness-unsat	22273	24023	na	na	na	give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Timeout] lazy-ROW scalar backend declined after round 11 (sites=101, row_lemmas=33, cong_lemmas=0): preprocessed local search declined (local search: query has a sort local search cannot evaluate); deadline reached while building the online UFLIA combined state
