file	verdict	rc	attempts	decided_by	bound_by	last	bound_ms	total_ms	open_after	open_ms	deepest	giveup
BV/2017-Preiner-scholl-smt08/RNDPRE/RNDPRE_4_33.smt2	unknown	0	19	none	q:mbqi	fd:bounded-completeness-unsat	3195	5186	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
BV/2017-Preiner-scholl-smt08/model/model_5_22.smt2	unknown	0	18	none	q:mbqi	fd:bounded-completeness-unsat	20764	24018	na	na	na	give-up kind=Timeout detail=online UFBV canonical CdclT search exhausted its budget
BV/2017-Preiner-scholl-smt08/model/model_5_54.smt2	unknown	0	19	none	q:mbqi	fd:bounded-completeness-unsat	13257	16499	na	na	na	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
BV/20170501-Heizmann-UltimateAutomizer/jain_1_true-unreach-call_true-no-overflow.i_409.smt2	unknown	0	19	none	q:egraph	fd:bounded-completeness-unsat	9	28	na	na	na	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms
BV/20170501-Heizmann-UltimateAutomizer/jain_4_true-unreach-call_true-no-overflow.i_200.smt2	unknown	0	19	none	q:mbqi	fd:bounded-completeness-unsat	916	2202	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
BV/20170501-Heizmann-UltimateAutomizer/jain_6_true-unreach-call_true-no-overflow.i_236.smt2	unknown	0	19	none	q:egraph	fd:bounded-completeness-unsat	1429	3896	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
BV/20170501-Heizmann-UltimateAutomizer/jain_7_true-unreach-call_true-no-overflow.i_383.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	239	700	na	na	na	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms
BV/2018-Preiner-cav18/check_bvsgt_bvconcat0_34_32bit.smt2	unknown	0	17	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	0	na	na	na	give-up kind=ResourceLimit detail=finite quantifier domain (_ BitVec 34) exceeds the eager expansion budget
BV/2018-Preiner-cav18/check_bvsgt_bvshl1_32bit.smt2	unknown	0	17	none	q:mbqi-quick	fd:bounded-completeness-unsat	1	2	na	na	na	give-up kind=ResourceLimit detail=finite quantifier domain (_ BitVec 32) exceeds the eager expansion budget
BV/2018-Preiner-cav18/check_bvsle_bvconcat0_62_4bit.smt2	unknown	0	17	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	0	na	na	na	give-up kind=ResourceLimit detail=finite quantifier domain (_ BitVec 62) exceeds the eager expansion budget
BV/2018-Preiner-cav18/check_bvsle_bvshl1_64bit.smt2	unknown	0	17	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	0	na	na	na	give-up kind=ResourceLimit detail=finite quantifier domain (_ BitVec 64) exceeds the eager expansion budget
BV/2018-Preiner-cav18/check_bvslt_bvconcat1_32_32bit.smt2	unknown	0	17	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	0	na	na	na	give-up kind=ResourceLimit detail=finite quantifier domain (_ BitVec 32) exceeds the eager expansion budget
BV/2018-Preiner-cav18/check_bvslt_bvudiv0_64bit.smt2	unknown	0	17	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	1	na	na	na	give-up kind=ResourceLimit detail=finite quantifier domain (_ BitVec 64) exceeds the eager expansion budget
BV/2018-Preiner-cav18/check_bvugt_bvconcat1_64_64bit.smt2	unknown	0	17	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	0	na	na	na	give-up kind=ResourceLimit detail=finite quantifier domain (_ BitVec 64) exceeds the eager expansion budget
BV/2018-Preiner-cav18/check_bvule_bvurem0_64bit.smt2	unknown	0	17	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	0	na	na	na	give-up kind=ResourceLimit detail=finite quantifier domain (_ BitVec 64) exceeds the eager expansion budget
BV/2018-Preiner-cav18/check_bvult_bvlshr1_32bit.smt2	unknown	0	17	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	0	na	na	na	give-up kind=ResourceLimit detail=finite quantifier domain (_ BitVec 32) exceeds the eager expansion budget
BV/2018-Preiner-cav18/check_eq_bvlshr1_64bit.smt2	unknown	0	17	none	q:mbqi-quick	fd:bounded-completeness-unsat	2	4	na	na	na	give-up kind=ResourceLimit detail=finite quantifier domain (_ BitVec 64) exceeds the eager expansion budget
BV/2018-Preiner-cav18/check_ne_bvadd_32bit.smt2	unknown	0	17	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	0	na	na	na	give-up kind=ResourceLimit detail=finite quantifier domain (_ BitVec 32) exceeds the eager expansion budget
BV/20190429-UltimateAutomizerSvcomp2019/float_req_bl_0730b_true-unreach-call.c_30.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	2	9	na	na	na	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms
BV/20190429-UltimateAutomizerSvcomp2019/jain_6_true-unreach-call_true-no-overflow_false-termination.i_0.smt2	unknown	0	19	none	q:mbqi	fd:bounded-completeness-unsat	1	6	na	na	na	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms
BV/20190429-UltimateAutomizerSvcomp2019/jain_7_true-unreach-call_true-no-overflow_false-termination.i_18.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	203	599	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
BV/2020-Preiner-fmcad20/inv/check_ic_sext_2_64.smt2	unknown	0	17	none	fd:parse	fd:bounded-completeness-unsat	0	1	na	na	na	give-up kind=ResourceLimit detail=finite quantifier domain (_ BitVec 64) exceeds the eager expansion budget
BV/20210330-PEak/no-extern-loop_sat_subset/easy1.smt2	unknown	0	19	none	q:egraph	fd:bounded-completeness-unsat	20186	23127	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
BV/20230321-UltimateAutomizerSvcomp2023/btor2c-eagerMod.sw_ball2001.c_10.smt2	unknown	0	2	none	fd:parse	q:ground-subset	0	0	q:ground-subset	24999	na	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
BV/20230321-UltimateAutomizerSvcomp2023/jain_2-2.c_13.smt2	unknown	0	17	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	1	na	na	na	give-up kind=ResourceLimit detail=finite quantifier domain (_ BitVec 32) exceeds the eager expansion budget
BV/20230321-UltimateAutomizerSvcomp2023/jain_6-1.c_7.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	657	1807	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
BV/llvm13-smtlib/04.smt2	unknown	0	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	78	160	na	na	na	give-up kind=Incomplete detail=MBQI did not converge within 16 rounds
BV/wintersteiger/fmsd13/fixpoint/small-equiv-fixpoint-1.smt2	unknown	0	19	none	q:finite-expansion	fd:bounded-completeness-unsat	210	590	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
BV/wintersteiger/fmsd13/fixpoint/small-swap1-fixpoint-10.smt2	unknown	0	19	none	q:forall-exists-witness	fd:bounded-completeness-unsat	107	112	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
BV/wintersteiger/fmsd13/fixpoint/usb-phy-fixpoint-3.smt2	unknown	0	19	none	q:finite-expansion	fd:bounded-completeness-unsat	5913	16198	na	na	na	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
BV/wintersteiger/fmsd13/ranking/filesys_smbmrx_smbxchng.c.smt2	unknown	0	19	none	q:forall-exists-witness	fd:bounded-completeness-unsat	30	31	na	na	na	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms
