file	A	A_ms	A_rc	B	B_ms	B_rc	first	status
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__LeikeHeizmann-WST2014-Ex5_false-termination.c__p24053_edge_closing_0.smt2	sat	12020	0	sat	2711	0	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Et4-rec.jar-obl-8__p28982_terminationG_0.smt2	sat	4512	0	sat	208	0	B	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p4493_safety_0.smt2	unknown	10919	0	unknown	10820	0	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31556_safety_0.smt2	unknown	11922	0	unknown	11316	0	B	unknown
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAll.jar-obl-11__p9395_terminationG_0.smt2	sat	11521	0	sat	709	0	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__sunset_rec.jar-obl-8__p12409_terminationG_0.smt2	unknown	24127	0	unknown	24135	0	B	unsat
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p29899_safety_0.smt2	sat	10819	0	sat	108	0	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2_fixed__p23329_safety_0.smt2	sat	11320	0	sat	608	0	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__mc91test.t2__p3332_terminationG_0.smt2	sat	13420	0	sat	2609	0	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__pentagon.t2__p7007_edge_closing_0.smt2	unknown	24134	0	unknown	24134	0	B	unsat
QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p18682_safety_0.smt2	sat	11119	0	sat	408	0	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__small35.t2__p24036_terminationG_0.smt2	unknown	24235	0	unknown	24234	0	B	unknown
QF_NIA/20170427-VeryMax/SAT14/1017.smt2	unknown	20429	0	unknown	21427	0	A	sat
QF_NIA/20170427-VeryMax/SAT14/364.smt2	unknown	24335	0	unknown	24334	0	B	sat
QF_NIA/20220315-MathProblems/STC_0756.smt2	sat	4111	0	sat	107	0	A	sat
QF_NIA/AProVE/aproveSMT5564722716412086299.smt2	sat	2510	0	sat	108	0	B	sat
QF_NIA/leipzig/term-G0osfI.smt2	sat	9619	0	sat	109	0	A	sat
