file	A	A_ms	A_rc	B	B_ms	B_rc	first	status
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__LeikeHeizmann-WST2014-Ex5_false-termination.c__p24047_terminationG_0.smt2	unsat	3409	0	unknown	24134	0	A	unsat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Distances.jar-obl-19__terminationS_19_0.smt2	unknown	11319	0	unknown	11120	0	B	unsat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p4465_safety_0.smt2	unknown	11921	0	unknown	11321	0	A	unknown
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30940_safety_0.smt2	unknown	11821	0	unknown	11219	0	B	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateSize.jar-obl-10__terminationS_3_0.smt2	unknown	24134	0	unknown	24135	0	A	unsat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__sumGeneric_rec.jar-obl-8__p12333_terminationG_0.smt2	unknown	24135	0	unknown	24234	0	B	unknown
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p28408_safety_0.smt2	sat	10720	0	sat	109	0	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2_fixed__p22848_safety_0.smt2	sat	8418	0	sat	1810	0	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__mc91test.t2__p3288_terminationG_0.smt2	sat	17728	0	sat	7217	0	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__p-46.t2__p6686_terminationG_0.smt2	unknown	24134	0	unknown	24134	0	B	unknown
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2_fixed__p11013_safety_0.smt2	sat	11520	0	sat	809	0	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23120_terminationG_0.smt2	sat	11220	0	sat	408	0	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__zlib-crc32-BYFOUR.c.t2__p26458_safety_0.smt2	sat	16625	0	sat	5915	0	A	sat
QF_NIA/20170427-VeryMax/SAT14/305.smt2	unknown	24135	0	unknown	24134	0	B	sat
QF_NIA/20220315-MathProblems/STC_0331.smt2	sat	4813	0	sat	810	0	A	sat
QF_NIA/AProVE/aproveSMT4729793271623313925.smt2	sat	9820	0	sat	409	0	B	sat
QF_NIA/calypto/problem-000157.cvc.1.smt2	sat	1210	0	sat	108	0	A	sat
