file	base	base_ms	arm	arm_ms	first
L719-025__sorted_vectors__sorted_vectors.adb_14_31_range_check___00.smt2	unsat	1610585208210490612	unsat	-1610585207889605630	arm
MA29-016__flow_refinement__levels.adb_127_61_overflow_check___00.smt2	unknown	21926791646	unknown	24030887005	base
NC10-006__flow_view_conversion_on_controlling_parameter__foo.adb_33_10_precondition___00.smt2	unsat	111810901	unsat	112672570	arm
OC10-037__private_attach_handler__q.ads_11_26_range_check___00.smt2	unsat	112021039	unsat	111468140	base
Q328-034__mut_discr__tokens.ads_24_18_inconsistent_pre___00.smt2	unknown	24030549019	unknown	24128815259	arm
R509-011__higher_order_proof__why_cae2e1_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	2312462959	unsat	2213896862	base
S708-039__pointer_search__binary_search_trees.adb_16_34_null_pointer_dereference___00.smt2	unsat	111500339	unsat	111769516	arm
adacore_u__a-cofuve.ads_237_63_ring_buffer.ads_8_4_range_check___00.smt2	unsat	112638368	unsat	111565429	base
KB27-003__color__p.ads_15_20_postcondition___00.smt2	sat	1610585298111542627	sat	-1610585297887041230	arm
M318-017__flow_variant_records__test.adb_23_12_discriminant_check___00.smt2	unknown	711638282	unknown	711871321	base
N627-026__defaults__with_default.adb_109_15_range_check___00.smt2	unsat	112426017	unsat	111548448	arm
O512-022__vscomp2014_partition_rte__a-cfdlli.ads_1416_14_partition_refinement.ads_15_4_precondition4___00.smt2	unsat	1512461463	unsat	4214573158	base
P715-019__flow_subprogram_termination__r.adb_26_13_dead_code___00.smt2	unknown	312276758	unknown	311700895	arm
R509-011__higher_order_proof__why_214acf_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	8717337327	unsat	5717013474	base
S114-021__spark_mode_pointer__a-cofuve.ads_232_54_spark_boundary.ads_3_4_overflow_check___00.smt2	unsat	112652715	unsat	111739240	arm
SC03-021__binary_search_trees__why_a78db1_binary_search-T-defqtvc__00.smt2	unsat	-1610585318587483175	unsat	1610585318810960212	base
K113-024__satsub__sat.ads_7_10_postcondition___00.smt2	unsat	111629357	unsat	111634887	arm
LC17-035__update_attribute_multidim__update_checks.adb_101_34_range_check___00.smt2	unknown	18725320529	unknown	18726743946	base
MB14-009__for_loops_iterable__for_loops_on_lists.adb_18_11_precondition___02.smt2	unsat	-1610585352788038600	unsat	111525365	arm
O205-003__dynamic_discrete__test_dynamic_property.adb_7_15_range_check___00.smt2	unsat	111199645	unsat	112656311	base
P118-034__flow_gg_constants__a.adb_36_42_overflow_check___00.smt2	unsat	1610585354412436140	unsat	-1610585353085422607	arm
Q802-001__inline__test_annotate.adb_43_19_assert___00.smt2	unsat	113422686	unsat	111777139	base
R509-011__higher_order_proof__why_e7dc5f_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1614010804	unsat	1612314255	arm
S730-045__dic_with_discrs__use_test.adb_4_4_default_initial_condition___00.smt2	unknown	3715411300	unknown	3714385828	base
adacore_u__ring_buffer.ads_21_52_range_check___00.smt2	unsat	111626281	unsat	111550362	arm
L413-031__fullview__a-cfdlli.ads_1379_20_int_list.ads_10_4_precondition___00.smt2	unsat	113000296	unsat	-1610585364488385090	base
M417-029__flow_bug_unexpected_node__time.ads_27_8_contract_case___00.smt2	unsat	311934415	unsat	412557077	arm
N708-013__flow_untangle_untangle__foo.adb_34_33_loop_invariant_preserv___00.smt2	unsat	112999134	unsat	-1610585365388276379	base
O522-028__loop_entry_update__a-cfdlli.ads_469_49_loop_types.ads_16_4_overflow_check___00.smt2	unknown	511559641	unknown	1610585366012366008	arm
P820-002__protected_out__pr_a.adb_22_20_range_check___00.smt2	unsat	112713928	unsat	112227962	base
R509-011__higher_order_proof__why_45f7a1_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1912166882	unsat	1913549252	arm
S325-002__dyn_inv_pointer__rec_inv.adb_28_18_null_pointer_dereference___00.smt2	unsat	111520195	unsat	111395636	base
SC03-021__linear_search__linear_search.adb_110_48_precondition___00.smt2	unsat	412711933	unsat	413098256	arm
K412-014__param__pack.adb_39_22_assert___00.smt2	sat	111407438	sat	111612707	base
M123-014__loops__loops.adb_9_33_loop_invariant_init___00.smt2	unsat	110547391	unsat	110908467	arm
MB27-015__record_default_init__fsb.adb_24_16_overflow_check___00.smt2	unknown	111159370	unknown	111085744	base
O403-005__private_attributes__use_private_attributes.adb_11_22_assert___00.smt2	unsat	111343069	unsat	1771643909091019743	arm
P405-006__arithmetic_from_dafny__mod_lemmas.adb_97_18_range_check___00.smt2	unsat	111421043	unsat	110816437	base
Q912-021__codepeer_by_example__bad_self_assign.adb_4_11_overflow_check___00.smt2	unsat	111961751	unsat	111521488	arm
R529-008__subdirs__add.ads_4_29_postcondition___00.smt2	unsat	111649855	unsat	111413850	base
S909-022__traversal__traversals.adb_34_14_postcondition___00.smt2	unknown	-1610585392670437171	unknown	25028785498	arm
riposte__arithmetic__arithmetic.adb_164_39_overflow_check___00.smt2	unsat	1610585417810804826	unsat	111708142	base
L503-008__iterators__p.adb_28_19_precondition___00.smt2	unknown	912520144	unknown	713056066	arm
M603-021__volatile_input_proofs__port.ads_68_34_postcondition___00.smt2	unsat	-1610585419388254429	unsat	1610585419610906945	base
N715-015__flow_oo_basic__tests.adb_355_9_discriminant_check___00.smt2	unsat	111667797	unsat	111585796	arm
O708-018__root_conversion__fxp_false_check_2.adb_8_25_range_check___00.smt2	sat	112611509	sat	112633509	base
PA12-001__default_checks_on_private__tagged_component_check.ads_262_25_range_check___00.smt2	unknown	313219306	unknown	313158123	arm
R509-011__higher_order_proof__why_612665_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1213685613	unsat	1113362313	base
S415-012__early_exit__early_exits.adb_10_64_null_pointer_dereference___00.smt2	unknown	8317647169	unknown	1212255504	arm
SC03-021__linear_search__linear_search.adb_96_53_precondition___00.smt2	unsat	312509707	unsat	312497875	base
K624-029__amortize_queue__amortized_queue.adb_104_41_precondition___00.smt2	unknown	913079566	unknown	411611102	arm
M123-033__expr_fun__private_q.ads_7_38_overflow_check___00.smt2	unsat	111819748	unsat	112975130	base
N219-007__flow_records_with_constrained_records__foo.adb_19_18_range_check___00.smt2	unsat	111650305	unsat	112616288	arm
O414-015__flow_constants_in_contracts__const.adb_3_22_overflow_check___00.smt2	unknown	313034154	unknown	312208031	base
P412-022__membership_in_task_subtype__p.ads_5_23_range_check___00.smt2	unsat	112705733	unsat	112836624	arm
QB03-022__exit_status__incr.adb_3_11_overflow_check___00.smt2	unknown	110789698	unknown	112844109	base
R725-034__proof_warning__contradictions.ads_21_39_unreachable_branch___00.smt2	unsat	-1771643978167425099	unsat	112491949	arm
SA10-028__old_in_pledge__traverse_list.adb_19_18_contract_case___00.smt2	unknown	1610585436513455052	unknown	-1610585436086407818	base
riposte__enums__enums.adb_67_19_postcondition___00.smt2	sat	113789402	sat	1610585438511406877	arm
L719-025__hashed_sets_key__a-cofuse.ads_243_22_a-cfhase.ads_90_7_p.ads_12_4_overflow_check___00.smt2	unsat	111728029	unsat	112191835	base
M801-016__flow_contract_cases__contract_cases.adb_19_38_contract_case___00.smt2	unknown	111788511	unknown	112481019	arm
NA03-016__flow_constants__raster_graphics.adb_14_39_overflow_check___00.smt2	unsat	211342461	unsat	1789360423273835567	base
O831-003__do333_mode_logic_qgen__at_least_one_lateral_mode_active.adb_59_22_assert___00.smt2	sat	112008908	sat	113035782	arm
PB23-052__local_protected_type__a-cofove.ads_475_51_p.ads_4_4_overflow_check___00.smt2	unsat	113542326	unsat	111616694	base
R509-011__higher_order_proof__why_7d0be2_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1713861282	unsat	1712984675	arm
S415-012__pledge_for_traversal__traversal_funcs.adb_43_17_precondition___00.smt2	unsat	112403105	unsat	111885099	base
TU__contract_cases_legal__contract_cases_legal.ads_18_45_contract_case___00.smt2	unsat	113988579	unsat	112723185	arm
K624-029__amortize_queue__amortized_queue.adb_78_63_precondition___00.smt2	unsat	111561302	unsat	113037775	base
M213-022__flow_loops__test.adb_134_17_range_check___00.smt2	unknown	111868809	unknown	110726031	arm
N317-015__inlining__incr_expr_fun.adb_20_40_overflow_check___00.smt2	unsat	113421844	unsat	112023975	base
O428-055__formal_vector__a-cofove.ads_749_35_loop_types.ads_12_4_range_check___00.smt2	unsat	113633094	unsat	112240695	arm
P518-021__frame_for_swap__test_swap_lines.adb_23_67_test_swap_lines.adb_60_4_index_check___00.smt2	unsat	913213824	unsat	913513576	base
