file	base	base_ms	arm	arm_ms	first
QC21-016__flow_race__p.adb_7_28_assert___00.smt2	unknown	111656938	unknown	113032645	arm
RA12-018__init_loop__init_pred_in_loop.adb_30_11_predicate_check___00.smt2	unsat	112693871	unsat	112995438	base
SA23-039__goto__test_goto_borrow.adb_45_17_null_pointer_dereference___00.smt2	unsat	1610585446611009003	unsat	-1610585446387095471	arm
riposte__records__records.adb_56_19_postcondition___00.smt2	unsat	2213249437	unsat	2113304586	base
L719-025__ordered_sets_equal__a-cforse.ads_1337_20_p.ads_10_4_precondition___00.smt2	unsat	111806294	unsat	110705593	arm
M830-022__missing_theory_import_for_contract_cases__state_machine.adb_39_17_overflow_check___00.smt2	unsat	111765748	unsat	112729447	base
NB19-026__flow_formal_vectors__a-cofuve.ads_232_54_a-cfinve.ads_102_7_indefinite_bounded.ads_6_4_overflow_check___00.smt2	unsat	111801525	unsat	1610585451112407924	arm
O902-020__private_types__use_simple_private_type.adb_8_22_precondition___00.smt2	unsat	112537402	unsat	112614004	base
Q105-001__hidden_comp_default_check__tagged_component_check.ads_23_28_range_check___00.smt2	unknown	16823815306	unknown	16923658641	arm
R509-011__higher_order_proof__why_9c81cc_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	25032042824	unknown	25130002333	base
S606-038__flow_loop_return__p.adb_15_13_dead_code___00.smt2	unknown	113288237	unknown	112965733	arm
TU__refined_post_legal__refined_post_legal.ads_8_21_postcondition___00.smt2	unsat	110087182	unsat	112060943	base
L719-025__ordered_sets_key__a-cforse.ads_1382_20_p.ads_13_4_precondition___00.smt2	unsat	1610585527611507472	unsat	-1610585527388619371	arm
MA07-042__flow_formal_container_hack__a-cofove.ads_745_14_formal_list.ads_8_4_precondition___00.smt2	unsat	110618712	unsat	111489158	base
NB19-026__flow_formal_vectors__indefinite_bounded.adb_30_22_assert___00.smt2	unsat	1513051081	unsat	1511727880	arm
OA06-016__contracts_on_intrinsic_relations__p.adb_17_10_overflow_check___00.smt2	unsat	110475729	unsat	111854513	base
Q124-055__no_inlining__incr_expr_fun.adb_17_43_overflow_check___00.smt2	unsat	110960564	unsat	111726907	arm
R509-011__higher_order_proof__why_a86be8_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	-1610585530887097675	unsat	1610585533111360992	base
S619-026__equality__a-cofuve.ads_237_63_a-cofove.ads_87_7_prim_eq_vect.adb_6_4_range_check___00.smt2	unsat	111684629	unsat	110565114	arm
TU__type_invariant__legal__type_invariant_legal_4.adb_25_14_invariant_check___00.smt2	unsat	111004074	unsat	111836138	base
L719-025__sorted_lists__a-cofuve.ads_238_59_a-cfdlli.ads_69_7_sorted_lists.ads_14_4_overflow_check___00.smt2	unsat	112434362	unsat	110842605	arm
MA28-033__flow_null_calls_ineffective__p.adb_117_32_overflow_check___00.smt2	unknown	111597108	unknown	111413068	base
NB19-026__flow_formal_vectors__indefinite_bounded.adb_64_7_precondition___00.smt2	unsat	111811604	unsat	111827733	arm
OB09-003__counterexam_out_of_range__p.adb_20_32_range_check___00.smt2	unsat	112035126	unsat	111525506	base
Q327-014__no_pre__dispatch.adb_24_24_overflow_check___00.smt2	unsat	111302525	unsat	110235857	arm
R509-011__higher_order_proof__why_bc0462_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1111750490	unsat	-1610585535388668484	base
S702-024__record_attributes_in_allocators__test_tag.adb_16_24_null_pointer_dereference___00.smt2	unsat	111244868	unsat	1610585536610800458	arm
TU__type_invariant__legal__type_invariant_legal_5.adb_46_14_invariant_check___00.smt2	unsat	111933639	unsat	111791817	base
