file	base	base_ms	arm	arm_ms	first
Q926-040__recursion__recursion.adb_43_32_loop_invariant_init___00.smt2	unsat	112185632	unsat	112910098	arm
R509-011__higher_order_proof__why_aa8afb_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	24332681511	unknown	24932804480	base
S415-012__ex_pledge__pledge_constraints.adb_22_37_discriminant_check___00.smt2	unsat	112113399	unsat	111978591	arm
riposte__array_aggregates__array_aggregates.adb_309_22_assert___00.smt2	unknown	-1610584706870066064	unknown	1610584755129791823	base
K930-012__post__p.ads_6_36_index_check___00.smt2	unsat	114104941	unsat	112660698	arm
N513-017__slice__sorters.adb_42_50_overflow_check___00.smt2	unsat	112337472	unsat	111747314	base
N624-020__perm_rem__perm.adb_348_15_precondition2___00.smt2	unsat	1610584753912470773	unsat	-1610584753087300866	arm
O205-003__dynamic_arrays__dynamic_array.adb_52_19_discriminant_check___00.smt2	unsat	112402893	unsat	112954109	base
PA14-032__dic__bounded_strings.adb_8_19_length_check___00.smt2	unknown	2531002543	unsat	-1610584753886050474	arm
R509-011__higher_order_proof__why_2309ac_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	1610584803733569327	unknown	25032118659	base
RM_Examples__stacks_1.ads_14_19_postcondition___00.smt2	unknown	23429127346	unsat	710946352	arm
ghc_sort__ghc_sort.adb_159_25_null_pointer_dereference___00.smt2	unsat	212682453	unsat	213473181	base
KB04-013__expr_action__search.adb_13_61_overflow_check___00.smt2	unsat	-1771643330707400334	unsat	111584714	arm
N523-032__hello__hello.adb_30_23_index_check___00.smt2	unsat	1610584846312514980	unsat	111727157	base
N624-020__perm_rem__perm.adb_46_29_index_check___00.smt2	unsat	1610584847912836091	unsat	-1610584846287546785	arm
O416-002__type_contracts__communications.ads_16_9_invariant_check_on_default_value___00.smt2	unknown	23730857698	unknown	-1610584866767929226	base
Q124-055__no_inlining__array_arith.ads_18_14_postcondition___00.smt2	unknown	-1610584898081634829	unknown	1610584899718331853	arm
R509-011__higher_order_proof__why_30682c_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1610584908112840482	unsat	1612872972	base
RM_MS__attributes_of_unconstrained_out_parameter_in_precondition__p.ads_10_19_postcondition___00.smt2	unknown	24230309116	unknown	24030233670	arm
ghc_sort__ghc_sort.adb_25_35_index_check___00.smt2	unsat	111839565	unsat	112720780	base
KB25-003__slices__pack.adb_65_22_assert___00.smt2	unknown	-1610584961380647530	unknown	10419756830	arm
N530-032__swap__sorters.adb_60_25_assert___00.smt2	unknown	1610584996429737784	unknown	24232847560	base
N624-020__perm_rem__perm.adb_62_19_precondition3___00.smt2	unsat	711948400	unsat	712711186	arm
O512-022__demo_not_fixed_yet__generic_stack.adb_27_25_use_stacks.adb_47_7_index_check___00.smt2	unsat	-1610585017089297482	unsat	1610585017311632753	base
Q328-034__mut_discr__screen_output.adb_70_10_dead_code___00.smt2	unknown	24228689090	unknown	24127813041	arm
R509-011__higher_order_proof__why_3dbbcf_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	112265901	unsat	111230822	base
RM_MS__other_proof_types_and_functions__stack_functional_spec.ads_58_21_postcondition___00.smt2	unknown	14223922287	unknown	24130780892	arm
ghc_sort__ghc_sort.adb_51_24_range_check___00.smt2	unknown	24331289514	unknown	24331038826	base
