file	base	base_ms	arm	arm_ms	first
M830-004__checks__do_checks.adb_23_24_range_check___00.smt2	unsat	110126712	unsat	1610583742911422211	arm
N624-020__perm_rem__perm.adb_228_50_precondition4___00.smt2	unsat	412553512	unsat	-1610583743388699577	base
N902-010__a_stack_no_spark_contracts_with_body.adb_25_18_index_check___00.smt2	unsat	113120442	unsat	1610583743811764783	arm
P427-045__iterable_for_proof__test_containers.adb_22_38_precondition___00.smt2	unsat	111872641	unsat	111638560	base
QA23-042__flow_pointers__spark05.adb_55_16_null_pointer_dereference___00.smt2	unsat	212663919	unsat	212481363	arm
R509-011__higher_order_proof__why_d70bc5_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	112424159	unsat	113572496	base
S702-024__record_attributes_in_allocators__test_constrained.adb_45_22_assert___00.smt2	unknown	112989261	unknown	111931040	arm
riposte__simple_arrays__simple_arrays.adb_101_22_postcondition___00.smt2	unknown	23931661347	unknown	23929715257	base
L831-003__not_in__lcp.ads_9_54_index_check___00.smt2	unsat	112562013	unsat	111402545	arm
N611-014__split_records__split_records.adb_21_39_discriminant_check___00.smt2	unsat	112346535	unsat	112622334	base
N624-020__perm_rem__perm.ads_43_60_precondition___00.smt2	unsat	1610583788812755199	unsat	-1610583788587583506	arm
O512-022__infoflow__infoflow.ads_136_24_contract_case___00.smt2	unknown	24131163904	unknown	24133015360	base
Q519-015__array_cast__cast_array.ads_10_14_postcondition___00.smt2	unknown	14124124933	unknown	14122733184	arm
R509-011__higher_order_proof__why_55ff7e_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	112819768	unsat	112631290	base
S117-008__pointer__formal_vectors.adb_101_33_use_formal_vectors.ads_10_4_loop_invariant_preserv___00.smt2	unknown	112812454	unknown	1771642243911968658	arm
ghc_sort__ghc_sort.ads_33_52_overflow_check___00.smt2	unsat	212604970	unsat	213126332	base
K223-023__search__search.ads_8_9_postcondition___00.smt2	unknown	24131932058	unknown	24130436980	arm
MA11-009__invariant__kmp.adb_16_17_loop_invariant_preserv___00.smt2	unknown	-1771642292026681838	unknown	2533884205	base
N624-020__perm_rem__perm.adb_244_63_range_check2___00.smt2	unsat	-1610583947486516515	unsat	1610583947613100580	arm
NA06-051__loop__indexbis.ads_5_72_index_check___00.smt2	unsat	112943588	unsat	112709035	base
P518-021__frame_for_max__frame_condition.adb_218_46_frame_condition.adb_233_7_index_check___00.smt2	unsat	112671907	unsat	111982535	arm
R125-020__comparison__longest_common_prefix.adb_11_35_overflow_check___00.smt2	unsat	111755938	unsat	111744747	base
R509-011__higher_order_proof__why_ec30e5_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	25033915582	unknown	24832132008	arm
adacore_u__communication.adb_41_32_overflow_check___00.smt2	unknown	25033124083	unknown	25032041556	base
sparksmt__lexer__lexer.adb_433_13_loop_invariant_init___00.smt2	unsat	211272479	unsat	214933119	arm
LB28-004__loop_variant__p.adb_85_7_loop_variant___00.smt2	unsat	1612795520	unsat	1613743908	base
N613-027__transitive__sorters.adb_59_20_range_check___00.smt2	unsat	313037687	unsat	312139891	arm
N624-020__perm_rem__sort.adb_40_28_precondition___00.smt2	unknown	25030182109	unknown	25030869737	base
O512-022__stacks__stacks.ads_84_58_index_check___00.smt2	unknown	24232136157	unsat	411867813	arm
Q529-038__predicate__bounded_stacks.ads_18_20_integer_stacks.ads_4_1_postcondition___00.smt2	unknown	1787748362711595246	unknown	1011649569	base
R509-011__higher_order_proof__why_6b0fea_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	111324783	unsat	111885206	arm
S117-008__pointer__formal_vectors.adb_146_8_use_formal_vectors.ads_10_4_null_pointer_dereference___00.smt2	unknown	112364851	unknown	1771642523090772284	base
n_queens__queen.ads_53_44_index_check___00.smt2	unsat	112219572	unsat	111353075	arm
K606-027__slice__fb20a00.adb_37_49_overflow_check___00.smt2	unknown	24027760244	unknown	24130250598	base
MC06-031__dynamic_discrete__dynamic_ranges.adb_50_17_range_check___00.smt2	unsat	112346487	unsat	111929237	arm
N624-020__perm_rem__perm.adb_261_42_precondition4___00.smt2	unsat	412678438	unsat	311547850	base
NA29-017__prove_all__sorting.adb_35_16_index_check4___00.smt2	unsat	110726830	unsat	111730831	arm
P518-021__loop_frame_condition__do_loops.adb_112_22_assert___00.smt2	unknown	3414187340	unknown	3314527745	base
R419-026__swap_ranges__swap_ranges.adb_16_14_range_check___00.smt2	unsat	112789453	unsat	112266068	arm
R514-013__invariant__sorted.ads_14_14_postcondition___00.smt2	unknown	24132520744	unknown	-1610584182166520279	base
adacore_u__p_max_array.adb_56_25_index_check___00.smt2	unsat	112785375	unsat	1610584206412532460	arm
