file	base	base_ms	arm	arm_ms	first
string_search__string_search.adb_48_94_overflow_check___00.smt2	unsat	112707281	unsat	112525046	base
M318-019__expanded_name__p.adb_8_44_index_check___00.smt2	unsat	112476666	unsat	112838424	arm
N624-020__perm_occ__perm.adb_32_10_precondition___00.smt2	unknown	25032220318	unknown	25032304161	base
N624-020__perm_rem__sort.adb_54_16_precondition3___00.smt2	unsat	-1610584252088200211	unsat	111724129	arm
O512-022__vscomp2014_partition_rte__partition_refinement.adb_180_10_precondition6___00.smt2	unknown	24232305630	unknown	24231189072	base
Q713-033__loop_unroll__lcp.ads_17_54_overflow_check___00.smt2	unsat	613198523	unsat	613541976	arm
R509-011__higher_order_proof__why_880db6_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	25030300867	unknown	24832103871	base
S117-008__pointer__formal_vectors.adb_54_14_use_formal_vectors.ads_10_4_predicate_check___00.smt2	unknown	12923046356	unknown	12921128871	arm
patience__patience.adb_86_45_index_check___00.smt2	unsat	112424222	unsat	112825933	base
K627-010__stable_marriage__stable_marriage.adb_111_34_index_check___00.smt2	unsat	-1610584365488377817	unsat	112660367	arm
N217-028__update_checks__ar.adb_55_45_range_check___00.smt2	unknown	1610584381426581522	unknown	15825642751	base
N624-020__perm_rem__perm.adb_278_25_precondition4___00.smt2	unsat	511337869	unsat	411126165	arm
NA29-017__prove_all__sorting.adb_87_33_overflow_check___00.smt2	unsat	111112283	unsat	111480863	base
P715-019__flow_subprogram_termination__container.adb_30_11_container.adb_45_7_precondition___03.smt2	unsat	1610584395412406690	unsat	-1610584395188325961	arm
R427-050__counterex__competition.adb_10_38_length_check___00.smt2	unsat	112519067	unsat	112839398	base
R906-030__recursion__test_rec.adb_45_33_loop_invariant_preserv___00.smt2	unknown	25033832027	unknown	25032412040	arm
adacore_u__stack.adb_42_18_index_check___00.smt2	unsat	111604020	unsat	111769115	base
tagged_stacks__stacks.adb_17_19_index_check___00.smt2	unknown	2313597407	unknown	2413802440	arm
M607-025__rev_stack__list.ads_13_36_precondition2___00.smt2	unsat	214230708	unsat	211396312	base
N624-020__perm_rem__perm.adb_108_43_index_check2___00.smt2	unsat	211849758	unsat	211506686	arm
N624-020__perm_rem__sort.adb_69_36_precondition2___00.smt2	unknown	25030819784	unknown	25030999105	base
O512-022__while_loop_invariant__s.adb_14_9_loop_variant___00.smt2	unsat	111834094	unsat	112699961	arm
Q912-021__codepeer_by_example__assign_arr_unk.adb_4_18_overflow_check___00.smt2	unknown	24131682088	unknown	24128374660	base
R509-011__higher_order_proof__why_9e1cf4_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1610584534912502647	unsat	-1610584534687931564	arm
S322-028__for_in_termination__bounded_table.adb_37_21_repro_main.adb_9_4_index_check___00.smt2	unsat	111776057	unsat	113006947	base
prime_numbers__prime_and_coprime_numbers.ads_100_27_test_prime_and_coprime_numbers.adb_6_4_index_check___00.smt2	unsat	212445587	unsat	210706731	arm
K627-010__stable_marriage__stable_marriage.ads_21_14_postcondition___00.smt2	unknown	16324086959	unknown	16324503447	base
N325-022__volatile_slices__vs.adb_24_16_range_check___00.smt2	unsat	112398114	unsat	111560781	arm
N624-020__perm_rem__perm.adb_31_15_precondition3___00.smt2	unsat	211521133	unsat	212191628	base
O108-025__attribute_size__size_attr.adb_116_19_assert___00.smt2	unsat	111631891	unsat	111238085	arm
P820-002__protected_out__polyorb_hi-utils.adb_47_33_overflow_check___00.smt2	unsat	111558757	unsat	112642254	base
R509-011__higher_order_proof__why_17e539_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	25032941054	unknown	24531682449	arm
RC12-029__pointer_subtype__constr_ty.adb_8_26_range_check___00.smt2	unsat	112926709	unsat	112766674	base
ghc_sort__ghc_sort.adb_105_33_loop_invariant_preserv___00.smt2	unsat	112731619	unsat	112008666	arm
tetris__tetris_initial.ads_133_57_index_check___00.smt2	unsat	112469215	unsat	112756124	base
M613-053__wp__sorters_not_global.adb_76_40_index_check___00.smt2	unsat	312274787	unsat	1610584611712874016	arm
N624-020__perm_rem__perm.adb_154_33_precondition___00.smt2	unsat	112763708	unsat	113820156	base
N624-020__perm_rem__sort.adb_83_16_precondition2___00.smt2	unsat	112894679	unsat	1771643073532436264	arm
OA20-032__refinement__patris.adb_121_63_index_check___00.smt2	unknown	24132470012	unknown	24132367844	base
Q930-002__itp__bounded_dynamic_arrays.adb_191_42_bounded_dynamic_strings.ads_5_1_range_check___00.smt2	unsat	111574776	unsat	212579263	arm
R509-011__higher_order_proof__why_b5aa01_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	23430708578	unknown	23431166053	base
S531-010__loop_frame_condition__do_loops.adb_131_19_index_check___00.smt2	unknown	13122824017	unknown	13022515273	arm
riposte__array_applications__why_0df1aa_array_applications-T-defqtvc__00.smt2	unknown	24030305896	unknown	24028937702	base
M806-034__array_logical_op__array_logical_ops.adb_22_37_length_check___00.smt2	unsat	4815355776	unsat	4816075144	arm
N624-020__perm_rem__perm.adb_187_22_precondition3___00.smt2	unsat	112632296	unsat	112431195	base
N624-020__perm_rem__sort.ads_9_16_precondition2___00.smt2	unknown	25032050072	unknown	25031473029	arm
P115-039__spark16demo__concurrency_example.adb_14_13_dead_code___00.smt2	unknown	-1610584816670636090	unknown	1610584864930953141	base
Q930-002__itp__bounded_dynamic_arrays.ads_103_48_bounded_dynamic_strings.ads_5_1_range_check___00.smt2	unsat	112625172	unsat	112724697	arm
R509-011__higher_order_proof__why_bfafe7_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	16124440200	unsat	16124109992	base
S531-010__loop_frame_condition__do_loops.adb_47_13_index_check___00.smt2	unknown	1610584917222380381	unknown	-1610584890478691580	arm
riposte__arrays__arrays.adb_161_16_index_check___00.smt2	unknown	18926163194	unknown	19025928825	base
M806-034__concat__concat_left.adb_12_22_assert___00.smt2	unknown	24029994959	unknown	24131205397	arm
N624-020__perm_rem__perm.adb_220_39_precondition3___00.smt2	unknown	24331485934	unknown	-1610585012870229072	base
N627-026__defaults__with_default.adb_69_22_assert___00.smt2	unsat	1814248727	unsat	1610585039612058013	arm
P412-021__conc_discr_dyn__p.adb_6_19_range_check___00.smt2	unknown	25027925144	unknown	23129546215	base
Q930-002__itp__bounded_dynamic_arrays.ads_66_13_bounded_dynamic_strings.ads_5_1_postcondition___00.smt2	unknown	411817847	unknown	511465792	arm
R509-011__higher_order_proof__why_cac5cc_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	12421777457	unsat	12121125232	base
S531-010__loop_frame_condition__do_loops.adb_82_26_null_pointer_dereference___00.smt2	unknown	-1610585117676970713	unknown	12922930420	arm
riposte__arrays_of_records__arrays_of_records.adb_264_22_postcondition___00.smt2	unknown	-1610585128270220682	unknown	1610585176130480093	base
