file	base	base_ms	arm	arm_ms	first
NC17-035__flow_tick_old_issue__tick_old_implies_input.ads_12_31_overflow_check___00.smt2	unknown	111394609	unknown	112681352	arm
O414-015__flow_constants_in_contracts_review_tests__info_flow_tests.adb_124_33_overflow_check___00.smt2	unknown	9717952372	unknown	9718062375	base
O428-055__formal_vector__init_list_zero.adb_12_30_loop_invariant_init___00.smt2	unknown	2414574065	unknown	1714332766	arm
O429-042__stdlib_tasking__ada_real_time.ads_76_47_overflow_check___00.smt2	unknown	113943279	unknown	112895237	base
O512-022__fibonacci__fib.adb_28_33_loop_invariant_preserv___00.smt2	unknown	912251965	unknown	912497738	arm
O512-022__model_transform__model.ads_37_14_postcondition___00.smt2	unsat	111810567	unsat	111779309	base
O512-022__vscomp2014_partition_rte__a-cofuve.ads_238_59_a-cforma.ads_112_7_partition_refinement.ads_20_4_overflow_check___00.smt2	unsat	1610587434710428378	unsat	-1610587434490080831	arm
O520-007__splitting__split.adb_13_10_precondition___00.smt2	unsat	110841410	unsat	110417688	base
O522-028__loop_entry_update__a-cfdlli.ads_1364_20_loop_types.ads_16_4_precondition___00.smt2	unsat	111652766	unsat	110508345	arm
O708-018__root_conversion__integer_true_check.adb_6_19_assert___00.smt2	unsat	110447503	unsat	111149809	base
O901-014__formal_vectors__a-cfinve.ads_496_51_aida-containers-formal_vectors.ads_178_4_hnco-test2.ads_8_4_overflow_check___00.smt2	unsat	-1610587435389753337	unsat	111748151	arm
O909-009__task_types__task_types.ads_9_23_range_check___00.smt2	unsat	1610587435610558068	unsat	111912584	base
OA05-012__interrupt_priority__interrupt_priority.adb_22_20_overflow_check___00.smt2	unsat	211490145	unsat	209983166	arm
OB06-004__mutually_recursive_protected_procs__p2.adb_10_24_range_check___00.smt2	unsat	111667834	unsat	110556665	base
OB17-029__ceiling_elaboration_generics__main.adb_5_11_ceiling__priority_protocol___00.smt2	unknown	112030403	unknown	1610587436511408325	arm
P118-034__flow_gg_constants__a.adb_36_37_overflow_check___00.smt2	unsat	312060446	unsat	311524087	base
P405-006__arithmetic_from_dafny__mod_lemmas.adb_83_25_range_check___00.smt2	unsat	1771646181140553539	unsat	-1771646180919233288	arm
P405-006__arithmetic_from_dafny__mul_lemmas.adb_229_29_range_check___00.smt2	unsat	110575709	unsat	111744626	base
P518-021__frame_for_swap__test_swap_lines.adb_9_65_test_swap_lines.adb_51_4_index_check___00.smt2	unsat	812357310	unsat	810193170	arm
P708-032__riposte_basic_z3_CE__basic.adb_70_30_assert___00.smt2	unsat	1771646183122346916	unsat	112152597	base
P727-021__generic_instance__generic_instance.adb_19_22_assert___00.smt2	unsat	110661708	unsat	113625694	arm
PA12-001__default_checks_on_private__tagged_component_check.ads_246_25_range_check___00.smt2	unknown	8318145478	unknown	-1610587446183462427	base
PB23-052__local_protected_type__a-cofuve.ads_239_30_a-cofove.ads_87_7_p.ads_4_4_range_check___00.smt2	unsat	111631957	unsat	1610587454511019939	arm
Q105-001__hidden_comp_default_check__tagged_component_check.ads_270_25_range_check___01.smt2	unknown	3212546912	unknown	3213559799	base
Q912-021__codepeer_by_example__cond_assign.adb_6_14_overflow_check___00.smt2	unknown	111345269	unknown	112496432	arm
Q912-021__codepeer_by_example__multi_cond_assign.adb_7_17_overflow_check___00.smt2	unknown	-1610587460589284793	unknown	1610587460811695524	base
QA17-021__flow_handler__r.ads_21_33_range_check___00.smt2	unsat	111892648	unsat	111761997	arm
QC08-010__loopvar__loopvar.adb_6_14_overflow_check___00.smt2	unsat	110649406	unsat	112868778	base
R409-005__inline_aliasing__show_no_aliasing_of_names.adb_9_23_show_no_aliasing_of_names.adb_17_4_overflow_check___00.smt2	unsat	112531256	unsat	112877044	arm
R423-012__dead_code__dead_code.adb_88_10_dead_code___00.smt2	unknown	-1610587461488954413	unknown	1610587461712138141	base
R509-011__higher_order_proof__why_2088c1_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	25030402409	unknown	25029125001	arm
R509-011__higher_order_proof__why_647287_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1111410392	unsat	1111455985	base
R509-011__higher_order_proof__why_81e98f_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1112259537	unsat	1112182886	arm
R509-011__higher_order_proof__why_941001_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1011757342	unsat	1011724722	base
R509-011__higher_order_proof__why_c864d8_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	-1610587513986704386	unsat	1712496990	arm
R509-011__higher_order_proof__why_cee6e3_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1114072380	unsat	1115435863	base
R509-011__higher_order_proof__why_e6c016_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1212675873	unsat	1314883607	arm
R509-011__higher_order_proof__why_f89821_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	24231461114	unknown	24234261961	base
R618-024__flow_crash_constrained_record__test_record_cnt_ex.ads_30_34_discriminant_check___00.smt2	unsat	112884577	unsat	214400551	arm
R618-026__hidden_comp_in_counterex__test_record_cnt_ex.ads_72_38_range_check___01.smt2	unsat	114422064	unsat	115469202	base
R725-034__proof_warning__contradictions.ads_54_16_postcondition___00.smt2	unsat	113465799	unsat	1771646320734386888	arm
S117-008__pointer__formal_vectors.adb_73_112_use_formal_vectors.ads_10_4_null_pointer_dereference___00.smt2	unknown	115086847	unknown	113726001	base
S415-012__iterate_list__list_ex_pledge.adb_18_56_range_check___00.smt2	unknown	114540120	unknown	113833707	arm
S415-012__iterate_list__list_ex_pledge.ads_13_15_overflow_check___00.smt2	unknown	-1610587564785319353	unknown	1610587565514415147	base
S504-004__no_optim__no_optim.adb_12_25_assert___00.smt2	unsat	114294607	unsat	113536719	arm
S702-024__record_attributes_in_allocators__test_constrained.adb_39_9_null_pointer_dereference___00.smt2	unsat	115233191	unsat	114334399	base
S716-015__old_counterex__show_failed_proof_attempt.adb_10_17_overflow_check___00.smt2	unsat	115314689	unsat	1771646322714231169	arm
S731-018__traversal_func__local_borrow.adb_26_8_null_pointer_dereference___00.smt2	unknown	310849213	unknown	313215788	base
S918-060__binary_search__binary_search_trees.adb_48_39_null_pointer_dereference___01.smt2	unsat	1610587567015077971	unsat	-1610587566786482005	arm
SA10-028__old_in_pledge__traverse_list.adb_20_37_null_pointer_dereference___00.smt2	unsat	113553120	unsat	115171635	base
SA10-028__old_in_pledge__traverse_list.adb_46_20_null_pointer_dereference___00.smt2	unsat	113175123	unsat	113034995	arm
SA23-039__goto__test_goto_borrow.adb_43_20_overflow_check___00.smt2	unknown	213547148	unknown	114240928	base
SB18-020__route_shift__test_route.adb_70_44_null_pointer_dereference___00.smt2	unsat	213008495	unsat	1610587568013060020	arm
SC03-021__linear_search__a-cofuve.ads_237_63_linear_search.adb_61_4_range_check___00.smt2	unsat	113868522	unsat	114391384	base
SC03-021__linear_search__linear_search.adb_39_20_precondition___00.smt2	unsat	211595118	unsat	213504469	arm
SC03-021__linear_search__linear_search.adb_69_42_precondition___00.smt2	unsat	212935130	unsat	113162449	base
TU__type_invariant__legal__type_invariant_legal_5.adb_7_14_invariant_check___00.smt2	unsat	114434494	unsat	113098773	arm
adacore_u__mem.adb_25_22_assert___00.smt2	unsat	115110673	unsat	113379159	base
adacore_u__ring_buffer.ads_21_43_precondition___00.smt2	unsat	114670880	unsat	112962851	arm
riposte__arithmetic__arithmetic.adb_194_14_range_check___00.smt2	unsat	113440392	unsat	113055112	base
riposte__records__records.adb_215_30_assert___00.smt2	unknown	615824315	unknown	311766806	arm
segway__segway.adb_89_33_loop_invariant_init___00.smt2	unsat	113971492	unsat	114753756	base
sparksmt__names__a-cofuve.ads_239_30_a-cfinve.ads_102_7_names-data.ads_74_4_range_check___00.smt2	unsat	114299817	unsat	114295319	arm
tetris__tetris_integrity.ads_196_66_range_check___00.smt2	unsat	-1610587571286342518	unsat	1610587571513407031	base
