file	base	base_ms	arm	arm_ms	first
typed_v3l80096.cvc.smt2	unsat	115881422	unsat	113788779	arm
typed_v5l40040.cvc.smt2	sat	115346194	sat	114940595	base
typed_v5l70084.cvc.smt2	unsat	112666030	unsat	114061632	arm
vlsat3_h27.smt2	sat	4117605078	sat	4116735163	base
blocksworld_from_25_0_0_to_9_6_10_negated_goal_bmc_20.smt2	unknown	-1610585653286362265	unknown	214473326	arm
v1l40059.cvc.smt2	unsat	1610585653612816065	unsat	115669361	base
v1l80003.cvc.smt2	unsat	114419785	unsat	113220201	arm
v10l30047.cvc.smt2	unsat	113707772	unsat	114959220	base
v10l60091.cvc.smt2	unsat	-1610585654285701618	unsat	115060637	arm
v2l20035.cvc.smt2	sat	1610585654514620625	sat	114419514	base
v2l50079.cvc.smt2	unknown	114902736	unknown	114526262	arm
v2l90023.cvc.smt2	unsat	113944348	unsat	115303155	base
v3l40067.cvc.smt2	sat	-1610585655185535472	sat	114718146	arm
v3l80011.cvc.smt2	unknown	1610585655414101428	unknown	113926905	base
v5l30055.cvc.smt2	unsat	114896466	unsat	113226904	arm
v5l60099.cvc.smt2	unsat	114195121	unsat	116287850	base
typed_v1l20043.cvc.smt2	unsat	-1610585656086863232	unsat	115177302	arm
typed_v1l50087.cvc.smt2	unsat	1610585656313670163	unsat	114671128	base
typed_v1l90031.cvc.smt2	unsat	114654799	unsat	113885990	arm
typed_v10l40075.cvc.smt2	sat	113557554	sat	116139959	base
typed_v10l80019.cvc.smt2	unsat	-1610585656986419763	unsat	115350883	arm
typed_v2l30063.cvc.smt2	unsat	115060707	unsat	113930493	base
typed_v2l70007.cvc.smt2	unsat	114525780	unsat	113419660	arm
typed_v3l20051.cvc.smt2	sat	114670447	sat	114718696	base
typed_v3l50095.cvc.smt2	unsat	-1610585657886409034	unsat	114045704	arm
typed_v3l90039.cvc.smt2	unsat	113921054	unsat	113710948	base
typed_v5l40083.cvc.smt2	sat	114130222	sat	114250222	arm
typed_v5l80027.cvc.smt2	unsat	113304627	unsat	114387386	base
vlsat3_h70.smt2	sat	1610585664716305241	sat	-1610585658384770840	arm
blocksworld_from_3_1_20_to_23_0_1_negated_goal_bmc_6.smt2	unknown	113035600	unknown	113120609	base
