file	base	base_ms	arm	arm_ms	first
QA11-057__counterexamples__absolute_values.adb_11_14_overflow_check___00.smt2	unknown	112691346	unknown	113262019	base
R625-017__flow_discr_nested__f.adb_5_14_postcondition___00.smt2	unsat	111126820	unsat	111732779	arm
S918-060__binary_search__binary_search_trees.adb_26_15_predicate_check___00.smt2	unknown	411944608	unknown	213539053	base
riposte__arrays_multidim__arrays_multidim.adb_171_22_postcondition___00.smt2	unknown	20427490264	unknown	20727058644	arm
L608-022__minmax__minmax.adb_64_16_range_check___00.smt2	unsat	112566055	unsat	112494934	base
M613-039__expr_actions__a-cofove.ads_709_23_list.ads_9_4_precondition___00.smt2	unsat	112927923	unsat	111692604	arm
N715-017__default_init_cond__default_init.adb_60_25_assert___00.smt2	unsat	112034956	unsat	110915310	base
O722-023__static_pred__statpred.adb_8_19_assert___00.smt2	unsat	112816237	unsat	111674590	arm
PB21-057__formal_containers__a-cfdlli.ads_1029_43_instances.ads_13_4_overflow_check___00.smt2	unknown	1814214716	unsat	612260435	base
R509-011__higher_order_proof__why_6fdb94_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1011720592	unsat	1011551981	arm
S415-012__iterate_list__list_ex_pledge.ads_19_35_precondition___00.smt2	unknown	311175556	unknown	312415674	base
T207-035__flow_constrained_depends__q.adb_6_12_range_check___00.smt2	unsat	113046271	unsat	112009349	arm
K624-029__amortize_queue__amortized_queue.adb_36_16_loop_invariant_init___00.smt2	unknown	4716181740	unknown	-1610585403184687567	base
M123-033__expr_fun__reorder_p.adb_35_28_assert___00.smt2	unsat	111317802	unsat	1610585407911584664	arm
N306-009__operators__a-cfdlli.ads_853_39_inst_ext_ax.ads_7_4_precondition___00.smt2	unsat	111244187	unsat	112011652	base
O414-015__flow_constants_in_contracts_review_tests__info_flow_tests.adb_51_12_range_check___00.smt2	unsat	112046416	unsat	111771639	arm
P414-029__equality_formal_vectors__a-cofuve.ads_238_59_a-cfinve.ads_102_7_names.adb_44_4_overflow_check___00.smt2	unsat	112297260	unsat	-1610585408588004427	base
QC11-016__for_of_cntex__a-cfdlli.ads_1422_23_lists.ads_4_1_precondition___00.smt2	unsat	111397039	unsat	1610585408811829456	arm
R903-021__flow_loop_array__dynamic_2d.adb_13_26_length_check___00.smt2	unsat	110816307	unsat	112118380	base
SA17-025__separate__pack.adb_12_22_assert___00.smt2	unsat	112521673	unsat	110680567	arm
riposte__records__records.adb_16_20_postcondition___00.smt2	unsat	111588662	unsat	112639711	base
L719-025__lists_equal__p.adb_25_7_precondition___00.smt2	unknown	2532075565	unknown	161058543490138410	arm
M823-017__fixed_points__decimal_fixed.adb_31_22_assert2___00.smt2	unsat	1610585454711461348	unsat	112139608	base
NB04-027__classwide_prepost__dispatcher.adb_6_8_precondition___00.smt2	unknown	-1610585455388097278	unknown	613215428	arm
O901-014__formal_vectors__aida-containers-formal_vectors.adb_144_55_hnco-test2.ads_8_4_range_check___00.smt2	unsat	1610585455612009549	unsat	112494714	base
PC09-010__lsp_inherited__check_lsp.ads_29_23_check_lsp.ads_39_7_postcondition___00.smt2	unknown	111610322	unknown	112050064	arm
R509-011__higher_order_proof__why_8b746e_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	3013249541	unsat	3014017247	base
S510-037__init_by_proof__aa.adb_21_17_overflow_check___00.smt2	unsat	112391133	unsat	111926115	arm
TU__loop_related_legal__loop_related_legal.adb_26_36_loop_invariant_init___00.smt2	unsat	111675552	unsat	-1610585461688023372	base
K624-029__amortize_queue__amortized_queue.ads_55_17_precondition___00.smt2	unsat	112702487	unsat	1610585461911622665	arm
M218-008__contract_cases__subprograms.ads_32_11_disjoint_contract_cases___00.smt2	unsat	110717374	unsat	111745752	base
N320-038__initialassume__full.ads_9_20_postcondition___00.smt2	unsat	111527008	unsat	110931099	arm
O428-055__formal_vector__update_list_zero.adb_18_16_precondition___00.smt2	unsat	111657649	unsat	-1610585462588079045	base
P602-004__entry_range_check__inrange.adb_16_22_assert___00.smt2	unsat	111023740	unsat	1610585462811901649	arm
R322-036__external__c.adb_7_22_assert___00.smt2	unknown	113070767	unknown	110532493	base
RA29-007__mutable_borrowers__walker.adb_17_9_null_pointer_dereference___00.smt2	unsat	111094680	unsat	111753998	arm
SB05-027__pledge__test_list.adb_30_20_null_pointer_dereference___00.smt2	unsat	111858851	unsat	112077323	base
K624-029__search_list__a-cfdlli.ads_853_28_linked_list.ads_6_4_overflow_check___00.smt2	unsat	712633046	unsat	412978454	arm
M220-043__ghost__semantics.adb_16_10_loop_variant___00.smt2	unsat	111826411	unsat	111735834	base
N519-003__flow_warning__warn.adb_4_11_overflow_check___00.smt2	unknown	112687810	unknown	112603725	arm
O429-046__flow_prot_subpr_contracts__prot.adb_25_29_overflow_check___00.smt2	unknown	112938152	unknown	113464643	base
P630-025__flow_tasking__gnat_bug.ads_16_52_interrupt_reserved___00.smt2	sat	-1610585465287302362	sat	112798685	arm
R423-012__dead_code__dead_code.adb_9_7_dead_code___00.smt2	unknown	112378188	unknown	111762663	base
RC17-014__init_by_proof__nested_init_by_proof.adb_55_11_discriminant_check___00.smt2	unsat	111888375	unsat	112320452	arm
SB18-020__route_shift__test_route.adb_46_15_precondition___00.smt2	unsat	212649062	unsat	-1610585466087610548	base
K912-024__effects__using.ads_6_43_unreachable_branch___00.smt2	unknown	713919249	unknown	1610585467012515039	arm
M301-035__flow__interprocedural_analysis_tests__single_compilation_unit.adb_94_17_overflow_check___00.smt2	unknown	111705318	unknown	112849168	base
N617-011__mutable_discr__discr.adb_102_22_assert___00.smt2	unsat	112527093	unsat	112379140	arm
O429-055__active_priority__active_prio.adb_27_17_overflow_check___00.smt2	unknown	312387212	unknown	311395763	base
P715-007__termination__term.ads_7_14_postcondition___00.smt2	unknown	113118224	unknown	113231703	arm
R509-011__higher_order_proof__why_05664c_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	112799005	unsat	-1610585468887661604	base
RC17-022__private_pointer__private_pointer.ads_16_56_range_check___00.smt2	unsat	111846858	unsat	1610585469111961309	arm
SC03-021__binary_search_trees__why_11e0ba_binary_search-T-defqtvc__00.smt2	unsat	112595980	unsat	112185393	base
