file	base	base_ms	arm	arm_ms	first
M318-017__flow_variant_records__definite.adb_174_9_discriminant_check___00.smt2	unknown	11617653898	unknown	11618132670	arm
M412-032__prove_line__gene2.adb_5_14_main.adb_6_4_overflow_check___00.smt2	unknown	-1610587292289472940	unknown	1610587292510611806	base
M503-001__typinv__globals.ads_23_14_invariant_check___00.smt2	unsat	110382884	unsat	110597521	arm
M613-039__expr_actions__a-cofove.ads_712_38_list.ads_9_4_range_check___00.smt2	unsat	111680557	unsat	110614762	base
MA29-016__flow_pre_post__foo.ads_4_4_initial_condition___00.smt2	unsat	110578094	unsat	112682034	arm
MA29-016__flow_refinement__levels.ads_16_21_postcondition___00.smt2	unsat	-1610587293189876845	unsat	1610587293410751834	base
MB14-009__for_loops_iterable__a-cofuve.ads_237_63_a-cfdlli.ads_69_7_for_loops_on_lists.ads_5_4_range_check___00.smt2	unsat	111073408	unsat	110586760	arm
N306-009__operators__a-cfdlli.ads_1379_20_inst_ext_ax.ads_5_4_precondition___00.smt2	unsat	110495633	unsat	110447875	base
N306-009__operators__a-cofuve.ads_237_63_a-cfdlli.ads_69_7_inst_ext_ax.ads_5_4_range_check___00.smt2	unsat	111240996	unsat	110465215	arm
N317-015__inlining__incr_expr_fun.adb_6_63_overflow_check___00.smt2	unknown	111859587	unknown	111598967	base
N430-037__ipstack_buffer__buf-no_data.adb_11_42_overflow_check___00.smt2	unknown	111144879	unknown	111335741	arm
N616-029__vscomp2014__a-cofove.ads_745_14_sum_elem.ads_17_4_precondition___00.smt2	unsat	110523984	unsat	111326995	base
N619-018__formal_object__user.adb_13_19_assert___00.smt2	unknown	-1610587294888629696	unknown	210586058	arm
N709-001__contracts__unit3.adb_13_12_precondition___00.smt2	unsat	1610587295211955193	unsat	110581871	base
N715-015__flow_oo_basic__tests.adb_609_26_tag_check___00.smt2	unknown	1913595756	unknown	1912410200	arm
NA30-015__cursor__a-cfdlli.ads_853_39_cursors.ads_5_4_precondition___00.smt2	unsat	110703996	unsat	110659795	base
NB19-026__flow_formal_vectors__indefinite_bounded.adb_108_22_precondition___00.smt2	unsat	113134638	unsat	110748949	arm
NB19-026__flow_formal_vectors__indefinite_bounded.adb_40_25_precondition___00.smt2	unsat	110301354	unsat	110231776	base
NB19-026__flow_formal_vectors__indefinite_bounded.adb_54_10_precondition___00.smt2	unsat	1610587301612581701	unsat	-1610587299286304505	arm
O206-030__generic__pack_refs.ads_13_11_main_refs.adb_5_4_complete_contract_cases___00.smt2	unsat	110538731	unsat	110250580	base
O428-055__formal_vector__a-cfdlli.ads_1029_43_loop_types.ads_15_4_overflow_check___00.smt2	unknown	1610587304012170058	unsat	-1610587301688722490	arm
O429-042__stdlib_tasking__ada_real_time.ads_112_47_overflow_check___00.smt2	unknown	110613158	unknown	110649375	base
O429-052__flow_tasking_review__unsync_access__foo.adb_4_9_ceiling__priority_protocol___00.smt2	unsat	111236318	unsat	1787751907661602008	arm
O512-022__fibonacci__fib.adb_46_19_range_check___00.smt2	unsat	110523042	unsat	110558668	base
O512-022__vscomp2014_partition_rte__a-cofuve.ads_232_54_a-cfdlli.ads_69_7_partition_refinement.ads_15_4_overflow_check___00.smt2	unsat	111085790	unsat	110418229	arm
O512-022__vscomp2014_partition_rte__a-cofuve.ads_238_76_a-cofove.ads_87_7_partition_refinement.ads_32_4_overflow_check___00.smt2	unsat	110838966	unsat	110660546	base
O522-028__loop_entry_update__a-cfdlli.ads_1210_6_loop_types.ads_16_4_disjoint_contract_cases___00.smt2	unknown	110198033	unknown	209989037	arm
O601-022__membership__membership_discr.adb_3_30_range_check___01.smt2	unsat	110185611	unsat	110664723	base
O901-014__formal_vectors__a-cfinve.ads_391_51_aida-containers-formal_vectors.ads_178_4_hnco-test2.ads_8_4_overflow_check___00.smt2	unsat	110526178	unsat	110575770	arm
O901-014__formal_vectors__aida-containers-formal_vectors.adb_117_52_hnco-test2.ads_8_4_range_check___00.smt2	unsat	110969216	unsat	111698951	base
OA05-012__interrupt_priority__interrupt_priority.adb_14_20_overflow_check___00.smt2	unsat	211598886	unsat	1771646036700537579	arm
OA06-016__contracts_on_intrinsic_relations__p.adb_21_10_raise___00.smt2	unsat	110748829	unsat	110172546	base
OB09-003__counterexam_out_of_range__p.adb_7_33_loop_invariant_preserv___00.smt2	unsat	110594735	unsat	110625020	arm
OC10-031__discriminant_as_default_arg__main.adb_5_8_precondition___00.smt2	unknown	1212309779	unknown	1211915642	base
P223-007__double_generic__main.adb_8_19_assert___00.smt2	unsat	110304770	unsat	111308891	arm
P405-006__arithmetic_from_dafny__mod_lemmas.adb_93_15_range_check___00.smt2	unsat	110873419	unsat	111095949	base
P414-029__equality_formal_vectors__a-cofuve.ads_300_52_a-cfinve.ads_102_7_names.adb_44_4_overflow_check___00.smt2	unsat	-1610587309389124438	unsat	110199857	arm
P701-039__predicate__a.ads_5_27_predicate_check___00.smt2	unsat	1610587309610515929	unsat	110436864	base
P715-019__flow_subprogram_termination__formal_cont.adb_29_10_dead_code___00.smt2	unknown	1211730872	unknown	1212024744	arm
P801-003__flow_type_invariants__test_08.ads_11_9_invariant_check_on_default_value___00.smt2	unsat	110698807	unsat	111539026	base
PA30-001__part_of_spark_mode_off__main.adb_3_11_ceiling__priority_protocol___00.smt2	unsat	110440270	unsat	110538100	arm
Q105-001__hidden_comp_default_check__tagged_component_check.ads_128_28_range_check___00.smt2	unknown	16922554775	unknown	-1610587325877624324	base
Q828-043__recursive_list_pointers__update_lists.adb_38_29_null_pointer_dereference___00.smt2	unknown	213261521	unknown	1610587343012230831	arm
Q912-021__codepeer_by_example__induction.adb_5_14_overflow_check___00.smt2	unsat	112345883	unsat	110396339	base
Q916-001__flow_dispatching__ints.ads_17_14_postcondition___00.smt2	unsat	310830759	unsat	411867340	arm
QC08-004__flow_visible__main.adb_10_19_assert___00.smt2	unknown	110719044	unknown	111579531	base
R409-005__inline_aliasing__show_no_aliasing_of_names.adb_9_23_show_no_aliasing_of_names.adb_16_4_overflow_check___00.smt2	unsat	111101158	unsat	110826663	arm
R417-042__flow_type_aspects__wrapper.adb_6_26_predicate_check___00.smt2	unknown	112987376	unknown	111470439	base
R427-016__check_on_param_call__formals_rec_split.adb_53_13_discriminant_check___00.smt2	unknown	-1610587345089925576	unknown	412931742	arm
R509-011__higher_order_proof__why_5f4e6e_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1610587346610699440	unsat	1112521771	base
R509-011__higher_order_proof__why_6a23da_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1211227033	unsat	1212786499	arm
R509-011__higher_order_proof__why_8dabaa_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1712071165	unsat	1711884392	base
R509-011__higher_order_proof__why_bcdd3f_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1113769221	unsat	1211607244	arm
R509-011__higher_order_proof__why_cc9f59_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	5014166425	unsat	5014632254	base
R509-011__higher_order_proof__why_e6b9b1_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	20826107468	unsat	20826518368	arm
R509-011__higher_order_proof__why_ed6d07_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1213267135	unsat	1113083126	base
R509-011__higher_order_proof__why_f97a49_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	24127799433	unknown	25128643524	arm
R618-026__hidden_comp_in_counterex__test_record_cnt_ex.ads_30_19_assert___00.smt2	unknown	13419736765	unknown	13418878603	base
R717-025__flow_container__p.adb_18_11_precondition___00.smt2	unknown	411632736	unknown	812529086	arm
RC17-022__private_pointer__private_pointer.adb_12_14_precondition___00.smt2	unsat	-1610587473189509457	unsat	1610587473411432309	base
S415-012__early_exit__early_exits.adb_9_18_null_pointer_dereference___00.smt2	unsat	110225103	unsat	113390750	arm
S415-012__iterate_list__list_ex_pledge.adb_20_11_null_pointer_dereference___00.smt2	unsat	211221720	unsat	110892364	base
S415-012__list__list_borrow.adb_38_8_null_pointer_dereference___00.smt2	unknown	4814196261	unknown	1612971837	arm
S619-026__equality__prim_eq_vect.adb_9_52_range_check___00.smt2	unsat	113545736	unsat	110997848	base
S702-024__record_attributes_in_allocators__test_tag.adb_59_24_null_pointer_dereference___00.smt2	unsat	113834569	unsat	112459493	arm
S730-045__dic_with_discrs__test_dic.adb_12_12_default_initial_condition___00.smt2	unknown	-1610587480188848300	unknown	1610587481112974168	base
S903-010__flow_eq__x.adb_212_19_assert___00.smt2	unsat	110835058	unsat	111167321	arm
S918-060__binary_search__binary_search_trees.adb_86_49_null_pointer_dereference___00.smt2	unsat	-1771646229429195108	unsat	1610587481512689718	base
SA10-028__old_in_pledge__traverse_list.adb_45_19_assert___00.smt2	unknown	611552087	unknown	712846983	arm
SA23-039__goto__test_goto_borrow.adb_37_16_loop_invariant_init___00.smt2	unknown	213533092	unknown	110924373	base
SB18-020__route_shift__test_route.adb_34_30_null_pointer_dereference___00.smt2	unknown	311366747	unknown	312694155	arm
SC03-021__binary_search_trees__why_8e5f05_binary_search-T-defqtvc__00.smt2	unsat	112153078	unsat	111759152	base
SC03-021__linear_search__linear_search.adb_105_13_loop_invariant_preserv___00.smt2	unknown	1512018410	unknown	912117947	arm
SC03-021__linear_search__linear_search.adb_46_33_loop_invariant_init___00.smt2	unsat	213435703	unsat	213203304	base
TU__tasks_legal__po_t.adb_21_34_overflow_check___00.smt2	unsat	111538295	unsat	112680240	arm
adacore_u__abstract_ints.adb_33_8_overflow_check___00.smt2	unknown	8017190600	unknown	7816311951	base
adacore_u__predicate_ints.adb_79_24_range_check___00.smt2	unsat	-1610587501087540316	unsat	213131722	arm
autopilot__scale.adb_76_17_overflow_check___00.smt2	unsat	1610587501312146486	unsat	113895311	base
riposte__arithmetic__arithmetic.adb_84_32_overflow_check___00.smt2	unsat	110760852	unsat	111231059	arm
search_linked_list__a-cfdlli.ads_1422_23_lists.ads_14_4_precondition___00.smt2	unsat	111666191	unsat	112520556	base
sparksmt__lexer_termination__lexer.adb_85_45_overflow_check___00.smt2	unsat	114121508	unsat	112602336	arm
tetris__tetris_initial.ads_172_49_range_check___00.smt2	unknown	6916768439	unknown	6915462130	base
