file	base	base_ms	arm	arm_ms	first
JC17-017__subtype__p.adb_33_37_overflow_check___00.smt2	unknown	112518612	unknown	111974188	arm
K518-029__call_actuals__call_actuals.adb_38_11_range_check___01.smt2	unknown	211439752	unknown	-1610587245389217359	base
K518-029__func_return__func_return.adb_27_14_range_check___00.smt2	unknown	110483831	unknown	1610587245710551595	arm
K624-029__amortize_queue__amortized_queue.adb_107_55_precondition___00.smt2	unsat	211982342	unsat	212339190	base
K624-029__amortize_queue__amortized_queue.adb_50_40_precondition___00.smt2	unsat	112919201	unsat	110374498	arm
K624-029__amortize_queue__amortized_queue.adb_92_42_precondition___00.smt2	unsat	611050131	unsat	-1610587246988108376	base
K624-029__amortize_queue__amortized_queue.ads_58_15_precondition___00.smt2	unsat	111742231	unsat	1610587247512010546	arm
KB27-003__color__p.ads_20_20_postcondition___00.smt2	unsat	111299084	unsat	112957261	base
KC13-021__generic2__p.adb_8_29_q.adb_13_4_overflow_check___00.smt2	unknown	11817518426	unknown	11819473411	arm
L328-020__pos__p.adb_8_21_range_check___00.smt2	unknown	111688071	unknown	110567344	base
L503-008__iterators__a-cfdlli.ads_1379_20_p.ads_15_4_precondition___00.smt2	unsat	110484902	unsat	110543871	arm
L608-022__minmax__minmax.adb_30_22_assert___00.smt2	unsat	110331129	unsat	110564078	base
L719-025__lists_equal__a-cofuve.ads_237_63_a-cfdlli.ads_69_7_p.ads_7_4_range_check___00.smt2	unsat	1787751869699536337	unsat	112082108	arm
L719-025__sorted_lists__a-cfdlli.ads_610_49_sorted_lists.ads_14_4_overflow_check___00.smt2	unknown	310943998	unknown	311139788	base
L719-025__vectors_equal__a-cofuve.ads_238_59_a-cofove.ads_87_7_p.ads_9_4_overflow_check___00.smt2	unsat	112948284	unsat	110657140	arm
M123-033__expr_fun__p.adb_19_28_assert___00.smt2	unknown	1771645997991711614	unknown	112196118	base
M123-033__expr_fun__q.ads_5_38_overflow_check___00.smt2	unsat	111867222	unsat	112841408	arm
M218-008__contract_cases__subprograms.ads_27_42_unreachable_branch___00.smt2	unknown	110578245	unknown	110736316	base
