file	base	base_ms	arm	arm_ms	first
v1l30030.cvc.smt2	unsat	-1610585587688716451	unsat	110951296	arm
v1l60074.cvc.smt2	unsat	110711373	unsat	109975657	base
v10l20018.cvc.smt2	unsat	109993259	unsat	110702818	arm
v10l50062.cvc.smt2	unknown	111429689	unknown	110907756	base
v10l90006.cvc.smt2	sat	-1610585588589371329	sat	111661055	arm
v2l40050.cvc.smt2	unsat	1610585588811851587	unsat	111773072	base
v2l70094.cvc.smt2	unsat	111733780	unsat	110814364	arm
v3l30038.cvc.smt2	unsat	110484515	unsat	111558046	base
v3l60082.cvc.smt2	unknown	110554053	unknown	111677736	arm
v5l20026.cvc.smt2	sat	1771644148671453903	sat	111978602	base
v5l50070.cvc.smt2	sat	111224260	sat	110971213	arm
v5l90014.cvc.smt2	unsat	111078701	unsat	112596531	base
typed_v1l40058.cvc.smt2	unsat	111777450	unsat	111865873	arm
typed_v1l80002.cvc.smt2	unsat	-1610585590389235709	unsat	1610585590611682906	base
typed_v10l30046.cvc.smt2	sat	110899351	sat	109975537	arm
typed_v10l60090.cvc.smt2	sat	111895659	sat	111218610	base
typed_v2l20034.cvc.smt2	sat	-1771644150428467432	sat	211508296	arm
typed_v2l50078.cvc.smt2	sat	1610585591510554715	sat	111307072	base
typed_v2l90022.cvc.smt2	unsat	110630554	unsat	111766640	arm
typed_v3l40066.cvc.smt2	unknown	112045827	unknown	111268623	base
typed_v3l80010.cvc.smt2	unsat	113110589	unsat	111716207	arm
typed_v5l30054.cvc.smt2	sat	-1610585592188451883	sat	1610585592410579931	base
typed_v5l60098.cvc.smt2	unsat	110835403	unsat	111372333	arm
vlsat3_b41.smt2	unsat	11720382525	unsat	10820416771	base
blocksworld_from_1_14_5_to_17_3_0_negated_goal_bmc_21.smt2	unknown	210155291	unknown	1610585613212203279	arm
v1l20001.cvc.smt2	sat	111399242	sat	111790585	base
v1l50045.cvc.smt2	sat	111591597	sat	112217342	arm
v1l80089.cvc.smt2	unsat	-1610585613790313768	unsat	1610585614010652856	base
v10l40033.cvc.smt2	sat	110512156	sat	110979549	arm
v10l70077.cvc.smt2	unsat	110658256	unsat	110734567	base
v2l30021.cvc.smt2	unknown	111790024	unknown	111478799	arm
v2l60065.cvc.smt2	sat	-1787750032316729736	sat	1771644176390540248	base
v3l20009.cvc.smt2	sat	110945325	sat	111408519	arm
v3l50053.cvc.smt2	sat	110626878	sat	112073526	base
v3l80097.cvc.smt2	unsat	113491252	unsat	112292740	arm
v5l40041.cvc.smt2	unsat	111991425	unsat	-1610585615586475567	base
v5l70085.cvc.smt2	unknown	111654964	unknown	1610585615811765960	arm
typed_v1l30029.cvc.smt2	unsat	112554654	unsat	111199414	base
typed_v1l60073.cvc.smt2	unsat	112692047	unsat	112049122	arm
typed_v10l20017.cvc.smt2	sat	112298542	sat	-1610585616487317731	base
typed_v10l50061.cvc.smt2	sat	111779905	sat	1610585616713420592	arm
typed_v10l90005.cvc.smt2	sat	113738829	sat	112068327	base
typed_v2l40049.cvc.smt2	sat	113135415	sat	112797452	arm
typed_v2l70093.cvc.smt2	unsat	110856160	unsat	-1610585617388537261	base
typed_v3l30037.cvc.smt2	sat	110724908	sat	1610585617611041132	arm
typed_v3l60081.cvc.smt2	sat	110315574	sat	112847234	base
typed_v5l20025.cvc.smt2	sat	110989747	sat	111667488	arm
typed_v5l50069.cvc.smt2	unknown	112464548	unknown	111816493	base
typed_v5l90013.cvc.smt2	unsat	111742916	unsat	-1610585618287397928	arm
blocksworld_from_10_7_1_to_8_0_10_negated_goal_bmc_18.smt2	unknown	112607431	unknown	112140420	base
v1l20044.cvc.smt2	sat	113667217	sat	112909339	arm
v1l50088.cvc.smt2	unsat	111709235	unsat	110591622	base
v1l90032.cvc.smt2	unsat	1610585619410394299	unsat	-1610585619187089029	arm
v10l40076.cvc.smt2	sat	111554990	sat	110817670	base
v10l80020.cvc.smt2	sat	111497854	sat	112018395	arm
v2l30064.cvc.smt2	sat	113909524	sat	112563239	base
v2l70008.cvc.smt2	unsat	1610585620309790635	unsat	-1610585620087348818	arm
v3l20052.cvc.smt2	unknown	110898028	unknown	113075986	base
v3l50096.cvc.smt2	unknown	110594708	unknown	111630459	arm
v3l90040.cvc.smt2	unsat	111647090	unsat	111592690	base
v5l40084.cvc.smt2	unsat	-1610585620988962695	unsat	111145083	arm
v5l80028.cvc.smt2	unknown	110756587	unknown	111445097	base
typed_v1l30072.cvc.smt2	unsat	111817554	unsat	111614309	arm
typed_v1l70016.cvc.smt2	unsat	111971799	unsat	111637832	base
typed_v10l20060.cvc.smt2	unsat	-1610585621888238700	unsat	112829151	arm
typed_v10l60004.cvc.smt2	sat	1610585622111905316	sat	111781578	base
typed_v10l90048.cvc.smt2	unsat	111995623	unsat	111635999	arm
typed_v2l40092.cvc.smt2	unsat	110943912	unsat	111622775	base
typed_v2l80036.cvc.smt2	unsat	-1610585622788032799	unsat	111433085	arm
typed_v3l30080.cvc.smt2	sat	1610585623012237409	sat	112007795	base
typed_v3l70024.cvc.smt2	unknown	112066624	unknown	111590716	arm
typed_v5l20068.cvc.smt2	unsat	111877314	unsat	111950639	base
typed_v5l60012.cvc.smt2	sat	112262545	sat	111112002	arm
typed_v5l90056.cvc.smt2	unsat	111480413	unsat	113007299	base
blocksworld_from_12_7_0_to_14_5_0_negated_goal_bmc_36.smt2	unknown	213351557	unknown	312430591	arm
v1l20087.cvc.smt2	unknown	113713932	unknown	-1771644187058495483	base
v1l60031.cvc.smt2	unsat	111464403	unsat	1610585624810679775	arm
v1l90075.cvc.smt2	unsat	112579109	unsat	111141387	base
v10l50019.cvc.smt2	unsat	111677997	unsat	111913561	arm
v10l80063.cvc.smt2	unsat	112075259	unsat	110570855	base
v2l40007.cvc.smt2	sat	1610585625711667107	sat	-1610585625489060956	arm
v2l70051.cvc.smt2	unsat	111982859	unsat	111692403	base
v3l20095.cvc.smt2	unknown	110594498	unknown	111924161	arm
v3l60039.cvc.smt2	unsat	112113841	unsat	111643503	base
v3l90083.cvc.smt2	unsat	1610585626611351985	unsat	-1610585626388325950	arm
v5l50027.cvc.smt2	unknown	111520897	unknown	111708022	base
v5l80071.cvc.smt2	unsat	111354089	unsat	112075230	arm
typed_v1l40015.cvc.smt2	unsat	112840972	unsat	111805191	base
typed_v1l70059.cvc.smt2	unsat	1610585627510889563	unsat	-1610585627288654286	arm
typed_v10l30003.cvc.smt2	sat	111925553	sat	112433981	base
typed_v10l60047.cvc.smt2	unsat	111738999	unsat	111487495	arm
typed_v10l90091.cvc.smt2	sat	111100371	sat	111739160	base
typed_v2l50035.cvc.smt2	unsat	-1610585628189457948	unsat	111569717	arm
typed_v2l80079.cvc.smt2	unsat	111401287	unsat	111996043	base
typed_v3l40023.cvc.smt2	unknown	112198136	unknown	112474025	arm
typed_v3l70067.cvc.smt2	unsat	112303280	unsat	110723065	base
typed_v5l30011.cvc.smt2	sat	-1610585629088569620	sat	113620560	arm
typed_v5l60055.cvc.smt2	unsat	1610585629313291073	unsat	111743047	base
typed_v5l90099.cvc.smt2	unsat	112442307	unsat	111899766	arm
blocksworld_from_15_6_4_to_10_2_13_negated_goal_bmc_7.smt2	unknown	112518767	unknown	111606655	base
