file	base	base_ms	arm	arm_ms	first
L502-031_spaces__natural_set.ads_16_19_postcondition___00.smt2	unknown	25029860002	unknown	25030334688	arm
N602-053__update__sorters.adb_39_13_loop_invariant_init___00.smt2	unsat	114771918	unsat	112447542	base
N624-020__perm_rem__perm.ads_12_6_postcondition3___00.smt2	unsat	-1610583011887377766	unsat	112604521	arm
O512-022__infoflow__infoflow.adb_181_22_overflow_check___00.smt2	unknown	2430986856	unknown	1610583057630491532	base
Q424-003__if_expression__string_utilities.adb_17_24_index_check___00.smt2	unsat	312261143	unsat	312322075	arm
R509-011__higher_order_proof__why_496459_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	212073119	unsat	212539669	base
S108-006__text_io_warnings__text_io_warnings.adb_26_38_overflow_check___00.smt2	unsat	112562433	unsat	111369504	arm
ghc_sort__ghc_sort.adb_85_22_overflow_check___00.smt2	unknown	25031872092	unknown	25030679534	base
I827-015__oo__instr.adb_7_18_index_check___00.smt2	unsat	112242734	unsat	112796205	arm
M830-004__checks__do_checks.adb_440_30_discriminant_check___00.smt2	unsat	311588432	unsat	212914130	base
N624-020__perm_rem__perm.adb_237_28_precondition___00.smt2	unsat	1013198032	unsat	1812371189	arm
N917-051__longest_common_prefix__longest_common_prefix.adb_13_35_index_check___00.smt2	unsat	112144534	unsat	112938628	base
P518-021__frame_for_max__frame_condition.adb_11_13_range_check___00.smt2	unsat	112713562	unsat	112667106	arm
QA23-042__ok_pointers__spark04.adb_22_10_null_pointer_dereference___00.smt2	unknown	2914809308	unknown	2915138786	base
R509-011__higher_order_proof__why_e19b11_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	212131817	unsat	211275949	arm
SB07-003__crash__a-cfdlli.ads_610_49_database.adb_10_4_overflow_check___00.smt2	unknown	-1610583110685993522	unknown	212388746	base
riposte__simple_arrays__simple_arrays.adb_674_22_assert___00.smt2	unknown	10520597116	unknown	10119800055	arm
LB28-004__loop_variant__p.adb_10_12_index_check___00.smt2	unsat	112583482	unsat	-1771641446736664030	base
N611-014__static_discr__static_discr.adb_78_30_index_check___00.smt2	unsat	113766575	unsat	1610583133712912296	arm
N624-020__perm_rem__sort.adb_135_33_precondition3___00.smt2	unknown	-1787747278527560462	unknown	1771641495831313773	base
O512-022__prefix_sum__prefixsum.ads_18_32_unreachable_branch___00.smt2	unknown	211644970	unknown	213837843	arm
Q525-025__controlling_result__fixed_string.adb_18_11_length_check___00.smt2	unsat	16825564623	unsat	16825395450	base
R509-011__higher_order_proof__why_610ef4_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	111448880	unsat	112973412	arm
S117-008__pointer__formal_vectors.adb_118_8_use_formal_vectors.ads_10_4_predicate_check___00.smt2	unknown	112620751	unknown	111659088	base
longest_common_prefix__lcp.adb_21_30_loop_invariant_init___00.smt2	unsat	1610583209212754758	unsat	-1610583208987767555	arm
K330-014__loop_entry__while_loops.adb_65_36_loop_invariant_init___00.smt2	unsat	112800873	unsat	112266128	base
MB20-049__old_in_contract_cases__example.ads_7_62_index_check___00.smt2	unsat	111444662	unsat	111683482	arm
N624-020__perm_rem__perm.adb_252_49_range_check___00.smt2	unknown	24031585299	unknown	25028484756	base
NA29-017__prove_all__sorting.adb_103_22_overflow_check4___00.smt2	unsat	1771641579622994610	unsat	113272082	arm
P518-021__frame_for_max__frame_condition.adb_86_39_frame_condition.adb_150_10_loop_invariant_preserv___00.smt2	unsat	112559288	unsat	114045088	base
R226-017__image_attribute__test.adb_8_22_range_check___00.smt2	unsat	212789059	unsat	212343207	arm
R509-011__higher_order_proof__why_f787ed_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	-1610583254787827939	unsat	1610583255112651679	base
adacore_u__p.adb_99_42_overflow_check___00.smt2	unknown	22429717253	unknown	22228926528	arm
sparksmt__lexer_termination__lexer.adb_514_13_loop_invariant_preserv___00.smt2	unsat	314448307	unsat	312209418	base
M301-012__array_of_iter__iter_array.adb_21_19_assert___00.smt2	unknown	22930379632	unknown	22929528810	arm
N617-013__vscomp2014__p.adb_9_36_loop_invariant_init___00.smt2	unknown	23930278821	unknown	23931858274	base
N624-020__perm_rem__sort.adb_47_19_precondition3___00.smt2	unsat	113110254	unsat	212563554	arm
O512-022__vscomp2014_partition_rte__partition_refinement.adb_100_44_precondition___00.smt2	unsat	-1610583380689174956	unsat	1610583381311228619	base
Q607-015__quantifiers__search_ter_p.ads_33_25_inconsistent_pre___00.smt2	unknown	24435888110	unknown	24432350321	arm
