file	verdict	rc	wall_ms	attempts	decided_by	bound_by	last	bound_ms	total_ms	open_after	open_ms	dump_rows	giveup
UFLIA/boogie/AdvancedTypes_InternalSubClass..ctor-orderStrength_1.smt2	unknown	0	24130	17	none	q:egraph	fd:bounded-completeness-unsat	12124	24065			6145	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFLIA/boogie/DefaultLoopInv0_A.M-modifiesOnLoop-noinfer.smt2	unknown	0	23330	19	none	q:egraph	fd:bounded-completeness-unsat	18406	23215			7707	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
UFLIA/grasshopper/instantiated/insertion_sort_postcondition_of_insertion_sort_63_1.smt2	unknown	0	25127	7	none	q:mbqi-quick	q:mbqi-quick	1553	1570	q:mbqi-quick	23429	2371	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
UFLIA/simplify/javafe.ast.TypeDeclElemPragma.373.smt2	unknown	0	25032	6	none	q:mbqi-quick	q:mbqi-quick	1668	1833	q:mbqi-quick	23166	194	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
UFLIA/simplify2/front_end_suite/javafe.PrintSpec.012.smt2	unknown	0	24230	17	none	q:egraph	fd:bounded-completeness-unsat	21332	24179			5415	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFLIA/simplify2/front_end_suite/javafe.ast.ImportDeclVec.015.smt2	unknown	0	24129	17	none	q:egraph	fd:bounded-completeness-unsat	22106	24038			2571	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFLIA/simplify2/front_end_suite/javafe.ast.ThrowStmt.004.smt2	unknown	0	25032	7	none	q:mbqi-quick	q:egraph	8796	22453	q:egraph	2546	8192	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
UFLIA/simplify2/front_end_suite/javafe.parser.TagConstants.001.smt2	unknown	0	24630	17	none	q:egraph	fd:bounded-completeness-unsat	22603	24520			3195	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFLIA/simplify2/front_end_suite/javafe.tc.TypeSig.001.smt2	unknown	0	25032	5	none	q:forall-exists-witness	q:uf-fmf-probe	11226	11803	q:uf-fmf-probe	13196	0	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
UFLIA/sledgehammer/FFT/smtlib.898060.smt2	unknown	0	11118	20	none	q:mbqi	fd:bounded-completeness-unsat	8957	11061			0	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: term #0 has sort (Uninterpreted 0) that the pure-Rust BV backend cannot bit-blast
UFLIA/sledgehammer/Hoare/smtlib.581330.smt2	unknown	0	1809	19	none	q:egraph	fd:bounded-completeness-unsat	822	1737			0	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: term #0 has sort (Uninterpreted 0) that the pure-Rust BV backend cannot bit-blast
UFLIA/tokeneer/auditlog/init-31.smt2	unknown	0	25029	6	none	q:mbqi-quick	q:mbqi-quick	1539	1641	q:mbqi-quick	23359	2455	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
