file	verdict	rc	wall_ms	attempts	decided_by	bound_by	last	bound_ms	total_ms	open_after	open_ms	dump_rows	giveup
UFLIA/boogie/BasicMethodology_SubClass..ctor.smt2	unknown	0	24233	17	none	q:egraph	fd:bounded-completeness-unsat	19154	24091			5173	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFLIA/boogie/Spouse_Person..ctor.smt2	unknown	0	24234	17	none	q:egraph	fd:bounded-completeness-unsat	19947	24148			3982	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFLIA/simplify/javafe.ast.LexicalPragmaVec.219.smt2	unknown	0	23827	19	none	q:egraph	fd:bounded-completeness-unsat	21409	23747			9015	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
UFLIA/simplify/javafe.tc.FlowInsensitiveChecks.679.smt2	unknown	0	22432	19	none	q:mbqi	fd:bounded-completeness-unsat	10047	22328			11644	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
UFLIA/simplify2/front_end_suite/javafe.ast.ConstructorDecl.007.smt2	unknown	0	25126	7	none	q:mbqi-quick	q:egraph	10381	22795	q:egraph	2204	8192	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
UFLIA/simplify2/front_end_suite/javafe.ast.ParenExpr.006.smt2	unknown	0	25036	7	none	q:mbqi-quick	q:egraph	8815	23442	q:egraph	1557	8192	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
UFLIA/simplify2/front_end_suite/javafe.filespace.HashTree.001.smt2	unknown	0	24935	17	none	q:egraph	fd:bounded-completeness-unsat	23121	24822			5493	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFLIA/simplify2/front_end_suite/javafe.tc.ConstantExpr.001.smt2	unknown	0	24234	17	none	q:mbqi-quick	fd:bounded-completeness-unsat	14382	24133			9050	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFLIA/simplify2/front_end_suite/javafe.test.SuperlinksTest.004.smt2	unknown	0	24225	17	none	q:egraph	fd:bounded-completeness-unsat	22088	24138			3545	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1462528.smt2	unknown	0	3012	19	none	q:egraph	fd:bounded-completeness-unsat	2306	2968			1806	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: term #0 has sort (Uninterpreted 0) that the pure-Rust BV backend cannot bit-blast
UFLIA/sledgehammer/QEpres/smtlib.1120322.smt2	unknown	0	17326	19	none	q:egraph	fd:bounded-completeness-unsat	8674	17270			7656	give-up kind=Incomplete detail=e-matching instantiation stopped after 7 rounds: the remaining budget could not fit another round with growth headroom
