file	verdict	rc	wall_ms	attempts	decided_by	bound_by	last	bound_ms	total_ms	open_after	open_ms	dump_rows	giveup
UFLIA/boogie/Cast_Cast.R_System.Object_System.Int32.smt2	unknown	0	24129	17	none	q:egraph	fd:bounded-completeness-unsat	20572	24070			2925	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFLIA/boogie/loopinv1_LoopInv1.Test1a_F_notnull-infer_eh.smt2	unknown	0	24232	17	none	q:egraph	fd:bounded-completeness-unsat	19455	24133			3416	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFLIA/simplify/javafe.ast.NewInstanceExpr.271.smt2	unknown	0	22828	19	none	q:egraph	fd:bounded-completeness-unsat	16510	22673			8826	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
UFLIA/simplify/javafe.tc.TypeSig.730.smt2	unknown	0	15923	19	none	q:mbqi	fd:bounded-completeness-unsat	10075	15844			11120	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
UFLIA/simplify2/front_end_suite/javafe.ast.DefaultVisitor.028.smt2	unknown	0	25030	7	none	q:mbqi-quick	q:egraph	10118	21959	q:egraph	3040	8192	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
UFLIA/simplify2/front_end_suite/javafe.ast.StandardPrettyPrint.008.smt2	unknown	0	25030	5	none	q:forall-exists-witness	q:uf-fmf-probe	9089	9522	q:uf-fmf-probe	15477	0	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
UFLIA/simplify2/front_end_suite/javafe.filespace.ZipTree.005.smt2	unknown	0	24230	17	none	q:egraph	fd:bounded-completeness-unsat	22047	24110			3625	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFLIA/simplify2/front_end_suite/javafe.tc.EnvForLocals.007.smt2	unknown	0	24129	17	none	q:egraph	fd:bounded-completeness-unsat	21606	24047			3769	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFLIA/simplify2/small_suite/getRootInterface.smt2	unknown	0	24131	17	none	q:mbqi-quick	fd:bounded-completeness-unsat	13845	24040			8827	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.972059.smt2	unknown	0	17425	20	none	q:mbqi	fd:bounded-completeness-unsat	7759	17315			8338	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
UFLIA/sledgehammer/QEpres/smtlib.1237382.smt2	unknown	0	20621	19	none	q:egraph	fd:bounded-completeness-unsat	15649	20605			715	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: term #0 has sort (Uninterpreted 0) that the pure-Rust BV backend cannot bit-blast
