file	division	status	control_verdict	control_ms	control_trail	probe_verdict	probe_ms	probe_trail	winner	winner_own_ms	preamble_ms	arm_ms	confirm_own_ms
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_BV/2017-BuchwaldFried/counterexample.dump.ia32_Mul_base_disp--Add32.load32.Mul32.Mulh_u32.0005.smt2	QF_BV	NO-ROUTE	unknown	24180	1	unknown	120420	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_BV/Sage2/bench_13795.smt2	QF_BV	NO-ROUTE-NO-TRAIL	unknown	24729	1	unknown	121081	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_BV/asp/TravellingSalesperson/tsp_rand_70_300_1155482584_12.lp.smt2	QF_BV	NO-ROUTE	unknown	24165	1	unknown	120184	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_BV/bruttomesso/core/ext_con_028_008_0064.smt2	QF_BV	TOO-SLOW-ARM	unknown	24109	1	unsat	57224	1	qf-bv	57177.0	2.8	57179.8	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_BV/bruttomesso/simple_processor/simple_processors_008_006_0004.smt2	QF_BV	TOO-SLOW-ARM	unknown	24154	1	unsat	56654	1	qf-bv	56582.5	1.5	56584.0	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_BV/stp/testcase15.stp.smt2	QF_BV	NO-ROUTE-NO-TRAIL	unknown	25923	0	unknown	121362	0					
# division=QF_BV files=6 budget_ms=24000 probe_ms=120000 cores=8-11 mem_mb=8192
# NO-ROUTE	2
# NO-ROUTE-NO-TRAIL	2
# TOO-SLOW-ARM	2
