file	division	status	control_verdict	control_ms	control_trail	probe_verdict	probe_ms	probe_trail	winner	winner_own_ms	preamble_ms	arm_ms	confirm_own_ms
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/2015-Norn/StringReplace/norn-benchmark-10.smt2	QF_SLIA	NO-ROUTE	unknown	240	1	unknown	230	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/big/new.8618.corecstrs.readable.smt2	QF_SLIA	PRIZE	unknown	25039	0	sat	110546	1	int-blast-ladder	1172.3	13.5	1185.9	1125.8
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/2019-Jiang/slent/slent_stranger_str_rep_20496_sink.smt2	QF_SLIA	NO-ROUTE	unknown	16630	1	unknown	16640	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/2019-full_str_int/py-conbyte_trauc/leetcode_int-addStrings/964.smt2	QF_SLIA	NO-ROUTE	unknown	421	1	unknown	353	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/2019-full_str_int/py-conbyte_z3seq/lib_int-ipaddress__ip_int_from_string/586.smt2	QF_SLIA	NO-ROUTE-NO-TRAIL	unknown	25054	0	unknown	121032	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20230331-transducer-plus/Equivalence/htmlUnescape-htmlEscape.smt2	QF_SLIA	NO-ROUTE	unknown	28	1	unknown	3	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20230403-webapp/str-rep-all/str_replace_all62.smt2	QF_SLIA	NO-ROUTE	unknown	26	1	unknown	9	1					
# division=QF_SLIA files=7 budget_ms=24000 probe_ms=120000 cores=8-11 mem_mb=8192
# NO-ROUTE	5
# NO-ROUTE-NO-TRAIL	1
# PRIZE	1
