file	division	status	control_verdict	control_ms	control_trail	probe_verdict	probe_ms	probe_trail	winner	winner_own_ms	preamble_ms	arm_ms	confirm_own_ms
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/matrixsqrt.t2.c_Iteration12_Loop_7-phaseTemplate.smt2	QF_LRA	NO-ROUTE	unknown	396	1	unknown	396	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/p-43.t2.c_Iteration4_Loop_4-pieceTemplate.smt2	QF_LRA	NO-ROUTE	unknown	643	1	unknown	650	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/queens.t2.c_Iteration19_Loop_7-phaseTemplate.smt2	QF_LRA	NO-ROUTE	unknown	1225	1	unknown	1143	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration3_Lasso_5-phaseTemplate.smt2	QF_LRA	NO-ROUTE	unknown	637	1	unknown	647	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_5-phaseTemplate.smt2	QF_LRA	NO-ROUTE	unknown	353	1	unknown	324	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/joey_false-termination.c_Iteration1_Loop_7-phaseTemplate.smt2	QF_LRA	NO-ROUTE	unknown	322	1	unknown	326	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/Canberra.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	QF_LRA	NO-ROUTE	unknown	514	1	unknown	503	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/Gcd_havoc.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	QF_LRA	NO-ROUTE	unknown	193	1	unknown	190	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/OpposedDisjuncts.bpl_Iteration1_Lasso_2-pieceTemplate.smt2	QF_LRA	NO-ROUTE	unknown	294	1	unknown	269	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/Ultimate/SyntaxSupportBooleans5.bpl_Iteration1_Loop_4-pieceTemplate.smt2	QF_LRA	NO-ROUTE	unknown	308	1	unknown	283	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/TM/p7-driverlogNumeric_s8.smt2	QF_LRA	NO-ROUTE	unknown	220	1	unknown	203	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/clock_synchro/clocksynchro_4clocks.main_invar.base.smt2	QF_LRA	TOO-SLOW-ARM	unknown	24058	1	unsat	56928	1	nra	56864.8	2.2	56866.9	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/clock_synchro/clocksynchro_6clocks.main_invar.base.smt2	QF_LRA	NO-ROUTE	unknown	24212	1	unknown	120127	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/clock_synchro/clocksynchro_8clocks.main_invar.base.smt2	QF_LRA	NO-ROUTE	unknown	24116	1	unknown	120109	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/miplib/danoint-266.smt2	QF_LRA	NO-ROUTE	unknown	51	1	unknown	48	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/miplib/pp08a-1000.smt2	QF_LRA	NO-ROUTE	unknown	24056	1	unknown	57541	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/miplib/vpm2-5.smt2	QF_LRA	NO-ROUTE	unknown	40	1	unknown	56	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/carpark/Carpark2-ausgabe-8.smt2	QF_LRA	NO-ROUTE	unknown	24321	1	unknown	120139	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/gasburner/gasburner-prop3-12.smt2	QF_LRA	NO-ROUTE	unknown	24044	1	unknown	120041	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/gasburner/gasburner-prop3-9.smt2	QF_LRA	NO-ROUTE	unknown	24033	1	unknown	120053	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/pursuit/pursuit-safety-16.smt2	QF_LRA	NO-ROUTE	unknown	24209	1	unknown	120332	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/pursuit/pursuit-safety-5.smt2	QF_LRA	NO-ROUTE	unknown	24058	1	unknown	120151	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/tgc/tgc_io-nosafe-4.smt2	QF_LRA	TOO-SLOW-ARM	unknown	24063	1	unsat	53765	1	nra	53699.1	2.0	53701.1	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/tgc/tgc_io-safe-13.smt2	QF_LRA	NO-ROUTE	unknown	24195	1	unknown	120203	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sal/tgc/tgc_io-safe-20.smt2	QF_LRA	NO-ROUTE	unknown	24323	1	unknown	120332	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-11.base.cvc.smt2	QF_LRA	NO-ROUTE	unknown	24066	1	unknown	120069	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-13.base.cvc.smt2	QF_LRA	NO-ROUTE	unknown	24076	1	unknown	120090	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-15.base.cvc.smt2	QF_LRA	NO-ROUTE	unknown	24092	1	unknown	120095	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-17.base.cvc.smt2	QF_LRA	NO-ROUTE	unknown	24155	1	unknown	120104	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-19.base.cvc.smt2	QF_LRA	NO-ROUTE	unknown	24138	1	unknown	120165	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-21.base.cvc.smt2	QF_LRA	NO-ROUTE	unknown	24160	1	unknown	120167	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-23.base.cvc.smt2	QF_LRA	NO-ROUTE	unknown	24190	1	unknown	120209	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-25.base.cvc.smt2	QF_LRA	NO-ROUTE	unknown	24248	1	unknown	120229	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-27.base.cvc.smt2	QF_LRA	NO-ROUTE	unknown	24250	1	unknown	120265	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-29.base.cvc.smt2	QF_LRA	NO-ROUTE	unknown	24312	1	unknown	120342	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-5.base.cvc.smt2	QF_LRA	NO-ROUTE	unknown	24096	1	unknown	120212	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-7.base.cvc.smt2	QF_LRA	NO-ROUTE	unknown	24040	1	unknown	120192	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/sc/sc-9.base.cvc.smt2	QF_LRA	NO-ROUTE	unknown	24063	1	unknown	120062	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/spider_benchmarks/no_op_accs.base.smt2	QF_LRA	STALE-DECIDED	unsat	13227	1								
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/spider_benchmarks/reint_to_least.base.smt2	QF_LRA	NO-ROUTE	unknown	24086	1	unknown	120082	1					
# division=QF_LRA files=54 budget_ms=24000 probe_ms=120000 cores=0-3 mem_mb=8192
# NO-ROUTE	46
# STALE-DECIDED	5
# TOO-SLOW-ARM	3
