file	division	status	control_verdict	control_ms	control_trail	probe_verdict	probe_ms	probe_trail	winner	winner_own_ms	preamble_ms	arm_ms	confirm_own_ms
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/20230314-Jaroslav-Bendik-Certora/3106_1c933134166dbad31f79_41_QF_UFLIA.smt2	QF_UFLIA	NO-ROUTE	unknown	131	1	unknown	127	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/20230314-Jaroslav-Bendik-Certora/44289_e5a2e5c780236919ee6a_18_QF_UFLIA.smt2	QF_UFLIA	NO-ROUTE	unknown	4290	1	unknown	4146	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/20230314-Jaroslav-Bendik-Certora/63058_64ab9a7ef7b6c3492507_22_QF_UFLIA.smt2	QF_UFLIA	NO-ROUTE	unknown	2989	1	unknown	2951	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/20230314-Jaroslav-Bendik-Certora/63058_aa742630eef64f949de269382c1f9035_25_UFLIA.smt2	QF_UFLIA	NO-ROUTE	unknown	12	1	unknown	11	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/20230314-Jaroslav-Bendik-Certora/65782_cd31513fdcd15701933b_7_QF_UFLIA.smt2	QF_UFLIA	NO-ROUTE	unknown	12	1	unknown	10	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/20230314-Jaroslav-Bendik-Certora/72771_f9d228efc97cf1458e38_64_QF_UFLIA.smt2	QF_UFLIA	NO-ROUTE	unknown	26	1	unknown	26	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/EufLaArithmetic/hard/hard12.smt2	QF_UFLIA	TOO-SLOW-ARM	unknown	25006	0	unsat	34675	1	uf-arith-lazy-overbound	34406.4	0.7	34407.0	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/EufLaArithmetic/hard/hard15.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25005	0	unknown	121006	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/EufLaArithmetic/hard/hard18.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25005	0	unknown	121005	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/EufLaArithmetic/medium/medium10.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25005	0	unknown	121005	0					
