file	division	status	control_verdict	control_ms	control_trail	probe_verdict	probe_ms	probe_trail	winner	winner_own_ms	preamble_ms	arm_ms	confirm_own_ms
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/EufLaArithmetic/medium/medium13.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25005	0	unknown	121003	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/EufLaArithmetic/medium/medium16.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25004	0	unknown	121004	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/EufLaArithmetic/medium/medium19.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25006	0	unknown	121007	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/EufLaArithmetic/medium/medium9.smt2	QF_UFLIA	TOO-SLOW-ARM	unknown	25008	0	unsat	81715	1	uf-arith-lazy-overbound	81450.9	0.9	81451.7	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_04_11.smt2	QF_UFLIA	STALE-DECIDED	sat	18288	1								
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_04_14.smt2	QF_UFLIA	STALE-DECIDED	sat	18305	1								
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_04_17.smt2	QF_UFLIA	STALE-DECIDED	sat	18334	1								
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_05_05.smt2	QF_UFLIA	STALE-DECIDED	sat	18285	1								
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_05_08.smt2	QF_UFLIA	STALE-DECIDED	sat	18296	1								
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_05_11.smt2	QF_UFLIA	STALE-DECIDED	sat	18316	1								
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_05_17.smt2	QF_UFLIA	PRIZE	unknown	25006	0	sat	21583	1	uf-arith-lazy-overbound	21306.8	1.8	21308.6	20851.7
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_05_20.smt2	QF_UFLIA	TOO-SLOW-ARM	unknown	25005	0	sat	32041	1	uf-arith-lazy-overbound	31756.9	2.1	31759.0	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_06_05.smt2	QF_UFLIA	STALE-DECIDED	sat	18318	1								
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_06_08.smt2	QF_UFLIA	STALE-DECIDED	sat	18349	1								
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_06_11.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25006	0	unknown	121006	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_06_14.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25006	0	unknown	121010	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_06_17.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25007	0	unknown	121009	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_06_20.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25007	0	unknown	121005	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_07_05.smt2	QF_UFLIA	STALE-DECIDED	sat	18481	1								
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_07_08.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25005	0	unknown	121005	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_07_11.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25006	0	unknown	121005	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_07_14.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25005	0	unknown	121006	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_07_17.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25004	0	unknown	121005	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_07_20.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25007	0	unknown	121006	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_08_05.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25006	0	unknown	121007	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_08_08.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25005	0	unknown	121004	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_08_11.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25004	0	unknown	121005	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_08_14.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25006	0	unknown	121005	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_08_17.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25007	0	unknown	121005	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_08_20.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25005	0	unknown	121006	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_09_05.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25006	0	unknown	121005	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_09_08.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25005	0	unknown	121004	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_09_11.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25006	0	unknown	121005	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_09_14.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25005	0	unknown	121005	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_09_17.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25005	0	unknown	121005	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_09_20.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25006	0	unknown	121005	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_10_05.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25006	0	unknown	121005	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_10_08.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25005	0	unknown	121005	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_10_11.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25006	0	unknown	121005	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_10_14.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25006	0	unknown	121005	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_10_17.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25006	0	unknown	121008	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_sat_10_20.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25008	0	unknown	121006	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_uns_04_14.smt2	QF_UFLIA	TOO-SLOW-ARM	unknown	25005	0	unsat	55636	1	uf-arith-lazy-overbound	55366.0	1.3	55367.3	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_uns_05_08.smt2	QF_UFLIA	TOO-SLOW-ARM	unknown	25006	0	unsat	80185	1	uf-arith-lazy-overbound	79915.8	1.0	79916.8	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/Hash/hash_uns_05_11.smt2	QF_UFLIA	NO-ROUTE-NO-TRAIL	unknown	25005	0	unknown	121005	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/wisas/xs_19_29.smt2	QF_UFLIA	TOO-SLOW-ARM	unknown	25005	0	sat	60885	1	uf-arith-lazy-overbound	60609.1	2.0	60611.1	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/wisas/xs_24_34.smt2	QF_UFLIA	STALE-DECIDED	sat	16704	1								
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/wisas/xs_25_35.smt2	QF_UFLIA	STALE-DECIDED	sat	8909	1								
# division=QF_UFLIA files=58 budget_ms=24000 probe_ms=120000 cores=4-7 mem_mb=8192
# NO-ROUTE	6
# NO-ROUTE-NO-TRAIL	34
# PRIZE	1
# STALE-DECIDED	11
# TOO-SLOW-ARM	6
