file	division	status	control_verdict	control_ms	control_trail	probe_verdict	probe_ms	probe_trail	winner	winner_own_ms	preamble_ms	arm_ms	confirm_own_ms
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_49_54_437_992499.smt_in.smt2	UF	NO-ROUTE	unknown	6308	1	unknown	6392	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/gandl/stern_brocot_tree/x2015_09_10_16_51_44_982_1071529.smt_in.smt2	UF	NO-ROUTE	unknown	17709	1	unknown	68588	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/grasshopper/instantiated/dl_remove_postcondition_of_dl_remove_50_4.smt2	UF	NO-ROUTE	unknown	24114	1	unknown	74036	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/grasshopper/uninstantiated/dl_copy_invariant_19_2.smt2	UF	NO-ROUTE	unknown	24458	1	unknown	120509	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/grasshopper/uninstantiated/dl_remove_loop_invariant_35_5.smt2	UF	NO-ROUTE	unknown	9206	1	unknown	9720	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Arrow_Order/smtlib.663965.smt2	UF	ABORTED	none	8886	0	none	8870	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Arrow_Order/uf.704291.smt2	UF	ABORTED	unknown	25230	0	none	15937	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Arrow_Order/uf.813308.smt2	UF	NO-ROUTE	unknown	25130	0	unknown	30042	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Arrow_Order/uf.850780.smt2	UF	ABORTED	unknown	25201	0	none	50372	0					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/FFT/uf.573210.smt2	UF	NO-ROUTE	unknown	24310	1	unknown	120487	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/FFT/uf.863296.smt2	UF	NO-ROUTE	unknown	25121	0	unknown	40337	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1065126.smt2	UF	NO-ROUTE	unknown	25056	0	unknown	93962	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1158058.smt2	UF	NO-ROUTE	unknown	25096	0	unknown	54341	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1198393.smt2	UF	NO-ROUTE	unknown	23030	1	unknown	50165	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Fundamental_Theorem_Algebra/uf.974621.smt2	UF	NO-ROUTE	unknown	24707	1	unknown	71963	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Hoare/smtlib.1116374.smt2	UF	NO-ROUTE	unknown	24073	1	unknown	120183	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Hoare/uf.834137.smt2	UF	NO-ROUTE	unknown	6377	1	unknown	6502	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/Hoare/uf.966336.smt2	UF	NO-ROUTE	unknown	24106	1	unknown	120176	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/NS_Shared/smtlib.678332.smt2	UF	NO-ROUTE	unknown	5906	1	unknown	5791	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/TypeSafe/smtlib.1098821.smt2	UF	NO-ROUTE	unknown	24219	1	unknown	120652	1					
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/sledgehammer/TypeSafe/uf.1008626.smt2	UF	ABORTED	unknown	25248	0	none	48115	0					
# division=UF files=32 budget_ms=24000 probe_ms=120000 cores=4-7 mem_mb=8192
# ABORTED	5
# NO-ROUTE	27
