file	declared	reference_verdict	class	last_route	dominant_stage	wall_ms	detail
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/SchurNumbers/20.18.schur.lp.smt2	unsat	unsat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	21212	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/SchurNumbers/20.18.schur.lp.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "probe
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/Sokoban/dimitri_yorick.59.steps.8.asp.smt2	unsat	unsat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	21083	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/Sokoban/dimitri_yorick.59.steps.8.asp.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcom
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/Sokoban/duthen-990602.51.steps.12.asp.smt2	unsat	unsat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	21093	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/Sokoban/duthen-990602.51.steps.12.asp.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcom
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/Sokoban/duthen-990602.77.steps.9.asp.smt2	unsat	unsat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	21104	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/Sokoban/duthen-990602.77.steps.9.asp.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/Solitaire/solitaire-center-time=26.smt2	sat	sat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	21394	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/Solitaire/solitaire-center-time=26.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome":
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/Solitaire/solitaire-edge-time=29.smt2	sat	sat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	21419	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/Solitaire/solitaire-edge-time=29.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/WireRouting/wire.10.x.10.b.5.a.20_unsat.data.smt2	unsat	unsat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	21428	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/WireRouting/wire.10.x.10.b.5.a.20_unsat.data.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/cellar/scen09.smt2	unsat	unsat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	25025	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/cellar/scen09.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "probe", "detail": "frag
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/diamonds/diamonds.15.2.i.a.u.smt2	unsat	unsat	search-timeout	lia-dpll	lia-dpll	25014	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/diamonds/diamonds.15.2.i.a.u.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "probe", 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/mathsat/fischer/FISCHER14-9-ninc.smt2	unsat	unsat	other(explain-corpus-decided:flat-unsat)	lia-dpll	dl-online	25049	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/mathsat/fischer/FISCHER14-9-ninc.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unsat", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "probe"
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/01.500.graph.smt2	unsat	unsat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	25033	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/01.500.graph.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "probe", "detail":
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/04.500.graph.smt2	sat	sat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	25030	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/04.500.graph.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "probe", "detail":
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/07.500.graph.smt2	sat	sat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	25028	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/07.500.graph.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "probe", "detail":
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/10.500.graph.smt2	sat	sat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	25031	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/10.500.graph.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "probe", "detail":
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/13.500.graph.smt2	unsat	unsat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	25031	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/13.500.graph.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "probe", "detail":
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/16.500.graph.smt2	sat	sat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	25028	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/16.500.graph.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "probe", "detail":
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/19.500.graph.smt2	sat	sat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	25031	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/19.500.graph.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "probe", "detail":
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/22.500.graph.smt2	sat	sat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	25029	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/22.500.graph.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "probe", "detail":
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/28.500.graph.smt2	unsat	unsat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	25028	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/28.500.graph.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "probe", "detail":
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/31.500.graph.smt2	sat	sat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	25031	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/parity/31.500.graph.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "probe", "detail":
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/planning/plan-30.cvc.smt2	unsat	unsat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	21085	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/planning/plan-30.cvc.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "probe", "detail"
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/planning/plan-42.cvc.smt2	unsat	unsat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	21129	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/planning/plan-42.cvc.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "probe", "detail"
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/qlock/qlock-4-10-15.induction.cvc.smt2	sat	sat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	21135	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/qlock/qlock-4-10-15.induction.cvc.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "pro
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/qlock/qlock-4-10-21.induction.cvc.smt2	sat	sat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	21198	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/qlock/qlock-4-10-21.induction.cvc.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "pro
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/qlock/qlock-4-10-27.induction.cvc.smt2	sat	sat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	21272	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/qlock/qlock-4-10-27.induction.cvc.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "pro
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/qlock/qlock-4-10-33.induction.cvc.smt2	sat	sat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	21367	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/qlock/qlock-4-10-33.induction.cvc.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "pro
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/qlock/qlock-4-10-39.induction.cvc.smt2	sat	sat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	21455	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/qlock/qlock-4-10-39.induction.cvc.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "pro
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/n_queen/queen31-1.smt2	sat	sat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	21092	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/n_queen/queen31-1.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "probe"
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/n_queen/queen42-1.smt2	sat	sat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	21237	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/n_queen/queen42-1.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "probe"
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/super_queen/super_queen29-1.smt2	sat	sat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	21085	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/super_queen/super_queen29-1.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/super_queen/super_queen61-1.smt2	sat	sat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	21786	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/super_queen/super_queen61-1.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/super_queen/super_queen83-1.smt2	sat	sat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	23408	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/queens_bench/super_queen/super_queen83-1.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/sal/lpsat/lpsat-goal-18.smt2	unsat	unsat	other(explain-corpus-decided:flat-unsat)	lia-dpll	lia-dpll	25016	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/sal/lpsat/lpsat-goal-18.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unsat", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "probe", "detail
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/schedulingIDL/gp10_03_mkspan1079.smt2	unsat	unsat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	25010	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/schedulingIDL/gp10_03_mkspan1079.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "prob
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/schedulingIDL/j6_per0_0_mkspan1057.smt2	sat	sat	search-timeout	lia-dpll	lia-dpll	25012	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/schedulingIDL/j6_per0_0_mkspan1057.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "pr
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/schedulingIDL/j8_per0_2_mkspan1054.smt2	sat	sat	search-timeout	lia-dpll	lia-dpll	25013	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/schedulingIDL/j8_per0_2_mkspan1054.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "pr
