file	declared	reference_verdict	class	last_route	dominant_stage	wall_ms	detail
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/30-vars/v30_problem_2__023.smt2.slack.smt2	sat	sat	other(incomplete:QF_LIA branch-and-bound undecided: wall-clock deadline passed (node cap 20000000)	lia-simplex	lia-simplex	24594	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/30-vars/v30_problem_2__023.smt2.slack.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/2019-cmodelsdiff/stillLive/0006-still_live-11-1.smt2	unknown	sat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	25112	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/2019-cmodelsdiff/stillLive/0006-still_live-11-1.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/2019-ezsmt/incrementalScheduling/182-incremental_scheduling-17280-0.smt2	unknown	sat	search-timeout	lia-dpll	lia-dpll	24057	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/2019-ezsmt/incrementalScheduling/182-incremental_scheduling-17280-0.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20210219-Dartagnan/ReachSafety-Loops/apache-get-tag-O0.smt2	unknown	unsat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	25096	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20210219-Dartagnan/ReachSafety-Loops/apache-get-tag-O0.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "pr
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20210219-Dartagnan/ReachSafety-Loops/jm2006_variant-O0.smt2	unknown	unsat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	dl-online	25142	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20210219-Dartagnan/ReachSafety-Loops/jm2006_variant-O0.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "pr
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20220307-SMPT/BART-PT-020/RF-13.smt2	sat	sat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	lia-dpll	8520	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20220307-SMPT/BART-PT-020/RF-13.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcome": "probe
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20220307-SMPT/FamilyReunion-PT-L00400M0040C020P020G001/RC-07.smt2	sat	sat	admission-decline(lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (ato)	lia-dpll	lia-dpll	25401	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20220307-SMPT/FamilyReunion-PT-L00400M0040C020P020G001/RC-07.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20220307-SMPT/RwMutex-PT-r0010w0500/RC-09.smt2	sat	sat	search-timeout	preprocess	preprocess	25043	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20220307-SMPT/RwMutex-PT-r0010w0500/RC-09.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe", "outcom
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20220307-SMPT/RwMutex-PT-r0010w2000/RC-11.smt2	unsat	unsat	other(explain-corpus-crash)	n/a	n/a	25082	cli_wall_ms=25082 cli_verdict=unknown; explain_error=explain_corpus: DIAGNOSTIC ONLY -- this is `check_auto_explained` on the FLAT assertion view, not the shipped front door. Measured 2026-08-21 it disagreed with `solve_smtlib` on 134 of 397 committed benchmarks. Every verdict below is prefixed `flat-` or `front-door-` for that reason. For an answer, 
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20220307-SMPT/RwMutex-PT-r1000w0010/RC-15.smt2	sat	sat	other(explain-corpus-crash)	n/a	n/a	25144	cli_wall_ms=25144 cli_verdict=unknown; explain_error=explain_corpus: DIAGNOSTIC ONLY -- this is `check_auto_explained` on the FLAT assertion view, not the shipped front door. Measured 2026-08-21 it disagreed with `solve_smtlib` on 134 of 397 committed benchmarks. Every verdict below is prefixed `flat-` or `front-door-` for that reason. For an answer, 
