file	declared	reference_verdict	class	last_route	dominant_stage	wall_ms	detail
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/2015-Norn/StringReplace/norn-benchmark-10.smt2	unknown	unsat	other(string-gate-unconfirmed:bounded-unsat-not-certified)			184	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/2015-Norn/StringReplace/norn-benchmark-10.smt2", "status": "refused-string-gate-unconfirmed", "oracle": false, "front_door": "solve_smtlib", "verdict": "not-attempted", "refusal": "bounded-string unsat is not conf
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/big/new.8618.corecstrs.readable.smt2	unknown	sat	other(incomplete:no model within the bounded integer width 32; widen the bound)	int-blast-ladder	int-blast-ladder	25033	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/big/new.8618.corecstrs.readable.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"rout
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/2019-Jiang/slent/slent_stranger_str_rep_20496_sink.smt2	unknown	sat	other(incomplete:no model within the bounded integer width 32; widen the bound)	int-blast-ladder	int-blast-ladder	14075	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/2019-Jiang/slent/slent_stranger_str_rep_20496_sink.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"route": "probe
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/2019-full_str_int/py-conbyte_trauc/leetcode_int-addStrings/964.smt2	unknown	unsat	other(incomplete:integer constant 10000000000 does not fit the bounded width 32; widen the bound)	int-blast-ladder	int-blast-ladder	4162	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/2019-full_str_int/py-conbyte_trauc/leetcode_int-addStrings/964.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "attempts": [{"ro
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/2019-full_str_int/py-conbyte_z3seq/lib_int-ipaddress__ip_int_from_string/586.smt2	unknown	sat	other(incomplete:no model within the bounded integer width 32; widen the bound)	int-blast-ladder	int-blast-ladder	25032	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/2019-full_str_int/py-conbyte_z3seq/lib_int-ipaddress__ip_int_from_string/586.smt2", "status": "decided", "oracle": false, "front_door": "solve_smtlib", "verdict": "flat-unknown", "trace": {"schema_version": 1, "at
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20230331-transducer-plus/Equivalence/htmlUnescape-htmlEscape.smt2	unknown	sat	parser-reject(unsupported: str.replace_all over a non-constant operand is outside the wired so)			14	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20230331-transducer-plus/Equivalence/htmlUnescape-htmlEscape.smt2", "status": "parse-error", "oracle": false, "front_door": "solve_smtlib", "detail": "unsupported: str.replace_all over a non-constant operand is ou
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20230403-webapp/str-rep-all/str_replace_all62.smt2	unknown	unsat	parser-reject(parse error: unsupported: str.replace_all over a non-constant operand is outside)			14	{"file": "/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20230403-webapp/str-rep-all/str_replace_all62.smt2", "status": "error", "oracle": false, "front_door": "solve_smtlib", "detail": "parse error: unsupported: str.replace_all over a non-constant operand is outside th
