file	first_arm	shipped_verdict	shipped_ms	shipped_kind	1024_verdict	1024_ms	1024_kind	2048_verdict	2048_ms	2048_kind	4096_verdict	4096_ms	4096_kind
LRA/2010-Monniaux-QE/mjollnir2/formula_203.smt2	shipped	unknown	107	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	107	SHAPE
LRA/2010-Monniaux-QE/mjollnir2/formula_216.smt2	1024	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir2/formula_228.smt2	2048	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir2/formula_240.smt2	4096	unknown	106	SHAPE	unknown	106	SHAPE	unknown	107	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir2/formula_252.smt2	shipped	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir2/formula_277.smt2	1024	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir2/formula_289.smt2	2048	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir3/formula_001.smt2	4096	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir3/formula_014.smt2	shipped	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir3/formula_026.smt2	1024	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir3/formula_038.smt2	2048	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	107	SHAPE
LRA/2010-Monniaux-QE/mjollnir3/formula_050.smt2	4096	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir3/formula_075.smt2	shipped	unknown	107	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir3/formula_087.smt2	1024	unknown	106	SHAPE	unknown	106	SHAPE	unknown	107	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir3/formula_099.smt2	2048	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir3/formula_112.smt2	4096	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir3/formula_124.smt2	shipped	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir3/formula_136.smt2	1024	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	107	SHAPE
LRA/2010-Monniaux-QE/mjollnir3/formula_161.smt2	2048	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir3/formula_173.smt2	4096	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	107	SHAPE
LRA/2010-Monniaux-QE/mjollnir3/formula_210.smt2	shipped	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir3/formula_222.smt2	1024	unknown	106	SHAPE	unknown	106	SHAPE	unknown	107	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir3/formula_234.smt2	2048	unknown	106	SHAPE	unknown	106	SHAPE	unknown	107	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir3/formula_246.smt2	4096	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir3/formula_259.smt2	shipped	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir3/formula_271.smt2	1024	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir3/formula_283.smt2	2048	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir5/formula_002.smt2	4096	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir5/formula_026.smt2	shipped	unknown	106	SHAPE	unknown	106	SHAPE	unknown	107	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir5/formula_038.smt2	1024	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir5/formula_051.smt2	2048	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir5/formula_075.smt2	4096	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir5/formula_087.smt2	shipped	unknown	107	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir5/formula_100.smt2	1024	unknown	107	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir5/formula_112.smt2	2048	unknown	106	SHAPE	unknown	106	SHAPE	unknown	107	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir5/formula_124.smt2	4096	unknown	106	SHAPE	unknown	106	SHAPE	unknown	107	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir5/formula_149.smt2	shipped	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	107	SHAPE
LRA/2010-Monniaux-QE/mjollnir5/formula_161.smt2	1024	unknown	107	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir5/formula_173.smt2	2048	unknown	106	SHAPE	unknown	107	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir5/formula_198.smt2	4096	unknown	106	SHAPE	unknown	107	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir5/formula_210.smt2	shipped	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir5/formula_234.smt2	1024	unknown	107	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	107	SHAPE
LRA/2010-Monniaux-QE/mjollnir5/formula_247.smt2	2048	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir5/formula_259.smt2	4096	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir5/formula_283.smt2	shipped	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir5/formula_296.smt2	1024	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir6/formula_008.smt2	2048	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir6/formula_020.smt2	4096	unknown	107	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir6/formula_045.smt2	shipped	unknown	107	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir6/formula_057.smt2	1024	unknown	107	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	107	SHAPE
LRA/2010-Monniaux-QE/mjollnir6/formula_094.smt2	2048	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	107	SHAPE
LRA/2010-Monniaux-QE/mjollnir6/formula_130.smt2	4096	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	107	SHAPE
LRA/2010-Monniaux-QE/mjollnir6/formula_143.smt2	shipped	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	107	SHAPE
LRA/2010-Monniaux-QE/mjollnir6/formula_155.smt2	1024	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir6/formula_179.smt2	2048	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir6/formula_192.smt2	4096	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir6/formula_204.smt2	shipped	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	107	SHAPE
LRA/2010-Monniaux-QE/mjollnir6/formula_228.smt2	1024	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir6/formula_241.smt2	2048	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir6/formula_265.smt2	4096	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir6/formula_277.smt2	shipped	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/2010-Monniaux-QE/mjollnir6/formula_290.smt2	1024	unknown	107	SHAPE	unknown	106	SHAPE	unknown	107	SHAPE	unknown	107	SHAPE
LRA/scholl-smt08/RNDPRE/RNDPRE_3_11.smt2	2048	unknown	307	SHAPE	unknown	307	SHAPE	unknown	306	SHAPE	unknown	307	SHAPE
LRA/scholl-smt08/RNDPRE/RNDPRE_3_33.smt2	4096	unknown	3810	SHAPE	unknown	3810	SHAPE	unknown	3810	SHAPE	unknown	3810	SHAPE
LRA/scholl-smt08/RNDPRE/RNDPRE_4_12.smt2	shipped	unknown	106	SHAPE	unknown	107	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE
LRA/scholl-smt08/RNDPRE/RNDPRE_4_23.smt2	1024	unknown	7414	SHAPE	unknown	4911	SHAPE	unknown	4911	SHAPE	unknown	6713	SHAPE
LRA/scholl-smt08/RNDPRE/RNDPRE_4_35.smt2	2048	unknown	106	SHAPE	unknown	106	SHAPE	unknown	106	SHAPE	unknown	107	SHAPE
LRA/scholl-smt08/RNDPRE/RNDPRE_4_46.smt2	4096	unknown	106	SHAPE	unknown	106	SHAPE	unknown	107	SHAPE	unknown	107	SHAPE
LRA/scholl-smt08/RNDPRE/RNDPRE_4_57.smt2	shipped	unknown	107	SHAPE	unknown	107	SHAPE	unknown	107	SHAPE	unknown	107	SHAPE
LRA/scholl-smt08/model/model_5_10.smt2	1024	unknown	307	SHAPE	unknown	307	SHAPE	unknown	307	SHAPE	unknown	307	SHAPE
LRA/scholl-smt08/model/model_5_23.smt2	2048	unknown	307	SHAPE	unknown	307	SHAPE	unknown	307	SHAPE	unknown	307	SHAPE
LRA/scholl-smt08/model/model_5_38.smt2	4096	unknown	4910	SHAPE	unknown	5112	SHAPE	unknown	5312	SHAPE	unknown	5111	SHAPE
LRA/scholl-smt08/model/model_5_49.smt2	shipped	unknown	2709	SHAPE	unknown	2609	SHAPE	unknown	2709	SHAPE	unknown	2809	SHAPE
LRA/scholl-smt08/model/model_5_60.smt2	1024	unknown	2709	SHAPE	unknown	2909	SHAPE	unknown	2809	SHAPE	unknown	2809	SHAPE
LRA/scholl-smt08/model/model_6_13.smt2	2048	unknown	1808	SHAPE	unknown	1908	SHAPE	unknown	1908	SHAPE	unknown	1908	SHAPE
LRA/scholl-smt08/model/model_6_24.smt2	4096	unknown	2008	SHAPE	unknown	2008	SHAPE	unknown	2008	SHAPE	unknown	2008	SHAPE
LRA/scholl-smt08/model/model_6_35.smt2	shipped	unknown	3409	SHAPE	unknown	3911	SHAPE	unknown	3810	SHAPE	unknown	3811	SHAPE
LRA/scholl-smt08/model/model_6_47.smt2	1024	unknown	1808	SHAPE	unknown	2509	SHAPE	unknown	2910	SHAPE	unknown	2309	SHAPE
LRA/scholl-smt08/model/model_6_58.smt2	2048	unknown	3009	SHAPE	unknown	3009	SHAPE	unknown	3209	SHAPE	unknown	3109	SHAPE
LRA/scholl-smt08/model/model_6_69.smt2	4096	unknown	3810	SHAPE	unknown	3810	SHAPE	unknown	3110	SHAPE	unknown	3810	SHAPE
LRA/scholl-smt08/model/model_6_8.smt2	shipped	unknown	1708	SHAPE	unknown	1408	SHAPE	unknown	1407	SHAPE	unknown	1407	SHAPE
