file	a_verdict	a_ms	a_kind	b_verdict	b_ms	b_kind	first	a_giveup	b_giveup
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node223328.smt2	unsat	110	NOGIVEUP	unsat	108	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node230060.smt2	unsat	108	NOGIVEUP	unsat	110	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node23618.smt2	unsat	110	NOGIVEUP	unsat	108	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node242171.smt2	unsat	109	NOGIVEUP	unsat	107	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node248847.smt2	unsat	108	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node254500.smt2	unsat	108	NOGIVEUP	unsat	108	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node260786.smt2	unsat	110	NOGIVEUP	unsat	111	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node267053.smt2	unsat	110	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node272115.smt2	unsat	109	NOGIVEUP	unsat	110	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node278773.smt2	unsat	109	NOGIVEUP	unsat	108	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node284820.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node291392.smt2	unsat	109	NOGIVEUP	unsat	110	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node296669.smt2	unsat	108	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node303463.smt2	unsat	108	NOGIVEUP	unsat	108	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node309254.smt2	unsat	109	NOGIVEUP	unsat	108	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node315832.smt2	unsat	108	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node321453.smt2	unsat	108	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node328391.smt2	unsat	109	NOGIVEUP	unsat	108	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node334307.smt2	unsat	108	NOGIVEUP	unsat	107	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node34081.smt2	unsat	108	NOGIVEUP	unsat	111	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node347291.smt2	unsat	108	NOGIVEUP	unsat	108	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node353388.smt2	unsat	110	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node359657.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node365990.smt2	unsat	108	NOGIVEUP	unsat	110	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node371257.smt2	unsat	110	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node37796.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node383823.smt2	unsat	109	NOGIVEUP	unsat	108	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node389922.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node394457.smt2	unsat	108	NOGIVEUP	unsat	110	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node399685.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node403899.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node408839.smt2	unsat	110	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node415006.smt2	unsat	109	NOGIVEUP	unsat	108	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node421836.smt2	unsat	109	NOGIVEUP	unsat	108	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node428602.smt2	unsat	108	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node434684.smt2	unsat	107	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node440938.smt2	unsat	109	NOGIVEUP	unsat	108	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node447148.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node453789.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node460167.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node464178.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node469549.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node474168.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node478081.smt2	unsat	108	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node483395.smt2	unsat	110	NOGIVEUP	unsat	108	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node489445.smt2	unsat	109	NOGIVEUP	unsat	108	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node495982.smt2	unsat	109	NOGIVEUP	unsat	108	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node502229.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node508069.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node514650.smt2	unsat	108	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node520839.smt2	unsat	110	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node527525.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node532663.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node537503.smt2	unsat	110	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node542259.smt2	unsat	109	NOGIVEUP	unsat	110	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node546564.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node55069.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node556496.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node562664.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node569149.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node575125.smt2	unsat	110	NOGIVEUP	unsat	108	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node581363.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node587662.smt2	unsat	109	NOGIVEUP	unsat	108	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node593655.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node600234.smt2	unsat	108	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node605015.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node610351.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node61497.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node61940.smt2	unsat	110	NOGIVEUP	unsat	108	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node623618.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node630098.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node636090.smt2	unsat	109	NOGIVEUP	unsat	110	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node642344.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node648537.smt2	unsat	110	NOGIVEUP	unsat	108	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node655222.smt2	unsat	109	NOGIVEUP	unsat	108	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node661174.smt2	unsat	109	NOGIVEUP	unsat	108	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node667701.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node673939.smt2	unsat	107	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node678072.smt2	unsat	108	NOGIVEUP	unsat	108	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node68239.smt2	unsat	108	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node686334.smt2	unsat	109	NOGIVEUP	unsat	108	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node690386.smt2	unsat	209	NOGIVEUP	unsat	209	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node695515.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node700313.smt2	unsat	209	NOGIVEUP	unsat	210	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node704475.smt2	unsat	110	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node709146.smt2	unsat	109	NOGIVEUP	unsat	110	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node713438.smt2	unsat	110	NOGIVEUP	unsat	210	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node71792.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node722653.smt2	unsat	108	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node72704.smt2	unsat	109	NOGIVEUP	unsat	108	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node73166.smt2	unsat	110	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node735312.smt2	unsat	109	NOGIVEUP	unsat	110	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node738367.smt2	unsat	110	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node78597.smt2	unsat	109	NOGIVEUP	unsat	110	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node85004.smt2	unsat	111	NOGIVEUP	unsat	110	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node91188.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/intersection-example-simple.proof-node97292.smt2	unsat	111	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/magnetic_field-node51363.smt2	unsat	310	NOGIVEUP	unsat	310	NOGIVEUP	A	none	none
BV/2017-Preiner-keymaera/water_tank-node19175.smt2	unsat	111	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-keymaera/water_tank-node28824.smt2	unsat	110	NOGIVEUP	unsat	110	NOGIVEUP	A	none	none
BV/2017-Preiner-psyco/008.smt2	unsat	811	NOGIVEUP	unsat	811	NOGIVEUP	B	none	none
BV/2017-Preiner-psyco/039.smt2	unsat	6017	NOGIVEUP	unsat	5415	NOGIVEUP	A	none	none
BV/2017-Preiner-psyco/070.smt2	unsat	410	NOGIVEUP	unsat	409	NOGIVEUP	B	none	none
BV/2017-Preiner-psyco/101.smt2	sat	3112	NOGIVEUP	sat	2912	NOGIVEUP	A	none	none
BV/2017-Preiner-psyco/132.smt2	unsat	210	NOGIVEUP	unsat	208	NOGIVEUP	B	none	none
BV/2017-Preiner-psyco/164.smt2	sat	108	NOGIVEUP	sat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-scholl-smt08/model/model_6_24.smt2	sat	109	NOGIVEUP	sat	108	NOGIVEUP	B	none	none
BV/2017-Preiner-scholl-smt08/model/model_6_52.smt2	sat	109	NOGIVEUP	sat	109	NOGIVEUP	A	none	none
BV/2017-Preiner-scholl-smt08/model/model_6_9.smt2	sat	109	NOGIVEUP	sat	109	NOGIVEUP	B	none	none
BV/2017-Preiner-tptp/ARI370=1.smt2	unsat	109	NOGIVEUP	unsat	110	NOGIVEUP	A	none	none
BV/2017-Preiner-tptp/NUM886=1.smt2	sat	110	NOGIVEUP	sat	108	NOGIVEUP	B	none	none
BV/2018-Preiner-cav18/check_bvsge_bvconcat0_2_64bit.smt2	unsat	108	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2018-Preiner-cav18/check_bvsge_bvshl0_4bit.smt2	unsat	110	NOGIVEUP	unsat	110	NOGIVEUP	B	none	none
BV/2018-Preiner-cav18/check_bvuge_bvconcat1_4_4bit.smt2	unsat	109	NOGIVEUP	unsat	110	NOGIVEUP	A	none	none
BV/2018-Preiner-cav18/check_bvuge_bvudiv1_4bit.smt2	unsat	108	NOGIVEUP	unsat	108	NOGIVEUP	B	none	none
BV/2018-Preiner-cav18/check_bvule_bvlshr0_4bit.smt2	unsat	109	NOGIVEUP	unsat	107	NOGIVEUP	A	none	none
BV/2018-Preiner-cav18/check_bvult_bvurem1_4bit.smt2	unsat	109	NOGIVEUP	unsat	108	NOGIVEUP	B	none	none
BV/2018-Preiner-cav18/check_ne_bvmul_4bit.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
BV/2020-Preiner-fmcad20/cons/check_cc_bvslt_s_x_4.smt2	unsat	108	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
BV/2020-Preiner-fmcad20/inv/check_ic_bvuge_x_s_4.smt2	unsat	109	NOGIVEUP	unsat	110	NOGIVEUP	A	none	none
BV/wintersteiger/fmsd13/fixpoint/itc-b13-fixpoint-2.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
UFLIA/boogie/FormulaTerm_plus-noinfer_2.smt2	unsat	109	NOGIVEUP	unsat	110	NOGIVEUP	A	none	none
UFLIA/boogie/Passification_good1-noinfer.smt2	unsat	109	NOGIVEUP	unsat	110	NOGIVEUP	B	none	none
UFLIA/boogie/Quantifiers_V1-noinfer.smt2	unsat	410	NOGIVEUP	unsat	409	NOGIVEUP	A	none	none
UFLIA/grasshopper/instantiated/reverse_loop_check_heap_access_35_4.smt2	unsat	4113	NOGIVEUP	unsat	4514	NOGIVEUP	B	none	none
UFLIA/grasshopper/instantiated/union_check_heap_access_38_21.smt2	unsat	209	NOGIVEUP	unsat	210	NOGIVEUP	A	none	none
UFLIA/simplify/javafe.SrcTool.15.smt2	unsat	1010	NOGIVEUP	unsat	1009	NOGIVEUP	B	none	none
UFLIA/simplify/javafe.ast.DelegatingPrettyPrint.117.smt2	unsat	810	NOGIVEUP	unsat	811	NOGIVEUP	A	none	none
UFLIA/simplify/javafe.ast.GenericBlockStmt.168.smt2	unsat	610	NOGIVEUP	unsat	610	NOGIVEUP	B	none	none
UFLIA/simplify/javafe.filespace.LookAheadEnum.474.smt2	unsat	510	NOGIVEUP	unsat	510	NOGIVEUP	A	none	none
UFLIA/simplify/javafe.filespace.ZipTree.525.smt2	unsat	1710	NOGIVEUP	unsat	1811	NOGIVEUP	B	none	none
UFLIA/simplify/javafe.reader.StandardTypeReader.628.smt2	unsat	1010	NOGIVEUP	unsat	1010	NOGIVEUP	A	none	none
UFLIA/simplify/javafe.util.ErrorSet.781.smt2	unsat	1010	NOGIVEUP	unsat	1009	NOGIVEUP	B	none	none
UFLIA/simplify2/front_end_suite/javafe.ast.CatchClauseVec.004.smt2	unsat	1010	NOGIVEUP	unsat	1110	NOGIVEUP	A	none	none
UFLIA/simplify2/front_end_suite/javafe.ast.DelegatingPrettyPrint.010.smt2	unsat	2112	NOGIVEUP	unsat	2110	NOGIVEUP	B	none	none
UFLIA/simplify2/front_end_suite/javafe.ast.ExprVec.004.smt2	unsat	1010	NOGIVEUP	unsat	1010	NOGIVEUP	A	none	none
UFLIA/simplify2/front_end_suite/javafe.ast.Modifiers.012.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
UFLIA/simplify2/front_end_suite/javafe.ast.RoutineDecl.002.smt2	unsat	1010	NOGIVEUP	unsat	910	NOGIVEUP	A	none	none
UFLIA/simplify2/front_end_suite/javafe.ast.TypeDeclElemVec.006.smt2	unsat	1010	NOGIVEUP	unsat	510	NOGIVEUP	B	none	none
UFLIA/simplify2/front_end_suite/javafe.ast.Visitor.041.smt2	unsat	309	NOGIVEUP	unsat	309	NOGIVEUP	A	none	none
UFLIA/simplify2/front_end_suite/javafe.ast.VisitorArgResult.016.smt2	unsat	309	NOGIVEUP	unsat	309	NOGIVEUP	B	none	none
UFLIA/simplify2/front_end_suite/javafe.ast.VisitorArgResult.067.smt2	unsat	309	NOGIVEUP	unsat	310	NOGIVEUP	A	none	none
UFLIA/simplify2/front_end_suite/javafe.filespace.Resolve.010.smt2	unsat	1811	NOGIVEUP	unsat	1711	NOGIVEUP	B	none	none
UFLIA/simplify2/front_end_suite/javafe.tc.OutsideEnv.011.smt2	unsat	4113	NOGIVEUP	unsat	4713	NOGIVEUP	A	none	none
UFLIA/simplify2/front_end_suite/javafe.util.ErrorSet.009.smt2	unsat	1011	NOGIVEUP	unsat	1010	NOGIVEUP	B	none	none
UFLIA/simplify2/front_end_suite/javafe.util.LocationManagerCorrelatedReader.011.smt2	unsat	1411	NOGIVEUP	unsat	1311	NOGIVEUP	A	none	none
UFLIA/simplify2/front_end_suite/tohtml.DeclLinks.009.smt2	unsat	5012	NOGIVEUP	unsat	4913	NOGIVEUP	B	none	none
UFLIA/sledgehammer/FFT/smtlib.994522.smt2	unsat	110	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1185183.smt2	unsat	2912	NOGIVEUP	unsat	2812	NOGIVEUP	B	none	none
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1234945.smt2	unsat	110	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1523261.smt2	unsat	110	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.718896.smt2	unsat	5315	NOGIVEUP	unsat	5215	NOGIVEUP	A	none	none
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.874641.smt2	unsat	1011	NOGIVEUP	unsat	1012	NOGIVEUP	B	none	none
UFLIA/sledgehammer/Hoare/smtlib.820036.smt2	unsat	309	NOGIVEUP	unsat	209	NOGIVEUP	A	none	none
UFLIA/sledgehammer/Hoare/smtlib.993567.smt2	unsat	3213	NOGIVEUP	unsat	2912	NOGIVEUP	B	none	none
UFLIA/sledgehammer/StrongNorm/smtlib.889061.smt2	unsat	610	NOGIVEUP	unsat	610	NOGIVEUP	A	none	none
UFLIA/sledgehammer/TwoSquares/smtlib.618605.smt2	unsat	4214	NOGIVEUP	unsat	4214	NOGIVEUP	B	none	none
UFLIA/sledgehammer/TwoSquares/smtlib.788343.smt2	unsat	109	NOGIVEUP	unsat	110	NOGIVEUP	A	none	none
UFLIA/sledgehammer/TwoSquares/smtlib.851746.smt2	unsat	111	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
UFLIA/sledgehammer/TwoSquares/smtlib.881298.smt2	unsat	109	NOGIVEUP	unsat	111	NOGIVEUP	A	none	none
UFLIA/sledgehammer/TwoSquares/smtlib.916972.smt2	unsat	110	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
UFLIA/tokeneer/auditlog/addelementtofile-16.smt2	unsat	109	NOGIVEUP	unsat	110	NOGIVEUP	A	none	none
UFLIA/tokeneer/auditlog/addelementtologfile/addelementtonextfile/setcurrentfiletonextfreefile-4.smt2	unsat	110	NOGIVEUP	unsat	109	NOGIVEUP	B	none	none
UFLIA/tokeneer/auditlog/clearlogentries-11.smt2	unsat	2913	NOGIVEUP	unsat	2912	NOGIVEUP	A	none	none
UFLIA/tokeneer/auditlog/truncatelog-1.smt2	unsat	3513	NOGIVEUP	unsat	3513	NOGIVEUP	B	none	none
UFLIA/tokeneer/cert_/attr_/priv/extract-1.smt2	unsat	109	NOGIVEUP	unsat	109	NOGIVEUP	A	none	none
UFLIA/tokeneer/certificatestore/updatestore-8.smt2	unsat	210	NOGIVEUP	unsat	208	NOGIVEUP	B	none	none
