file	order	a_rc	a_ms	a_verdict	a_total_ms	b_rc	b_ms	b_verdict	b_total_ms	c_rc	c_ms	c_verdict	c_total_ms	a_cold_builds	b_cold_builds	c_cold_builds	a_cube_collect_ms	a_cube_simplex_ms	b_cube_collect_ms	b_cube_simplex_ms	b_warm_solve_ms	b_warm_sync_ms	b_warm_checks	b_warm_build	b_warm_restarts	b_warm_fill_peak	c_cube_collect_ms	c_cube_simplex_ms	c_warm_solve_ms	c_warm_sync_ms	c_warm_checks	c_warm_build	c_warm_restarts	c_warm_fill_peak	status
QF_UFLRA/mathsat/RandomCoupled/pb_real_10_0100_10_22.smt2	AC	0	7413	sat	7349					0	4911	sat	4817	107		64	20	141									12	60	25	0	43	built	0	2592	sat
QF_UFLRA/mathsat/RandomCoupled/pb_real_30_0600_10_16.smt2	CA	0	25030	unknown						0	25027	unknown																							sat
QF_UFLRA/mathsat/RandomDecoupled/pb_real_40_80_60_30.smt2	AC	0	7514	sat	7438					0	7714	sat	7678	37		37	52	36									54	36	0	0	0	off	0	0	sat
QF_UFLRA/mathsat/RandomCoupled/pb_real_30_0900_10_18.smt2	CA	0	4811	unsat	4715					0	4811	unsat	4744	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--staging--speakup--speakup_soft.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2	AC	0	24125	unknown	24047					0	24126	unknown	24046	50		44	222	5									200	4	0	0	0	off	0	0	sat
QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_75_45_40.smt2	CA	0	3208	unsat	3111					0	3208	unsat	3143	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_UFLRA/mathsat/RandomCoupled/pb_real_30_0600_10_22.smt2	AC	0	25129	unknown						0	25124	unknown																							sat
QF_UFLRA/mathsat/RandomDecoupled/pb_real_50_100_30_26.smt2	CA	0	7813	sat	7727					0	7813	sat	7728	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.rule57_ebda_blast.c_false-unreach-call.i.smt2	AC	0	106	sat	23					0	106	sat	23	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_75_45_28.smt2	CA	0	2609	unsat	2553					0	2608	unsat	2564	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_UFLRA/mathsat/RandomCoupled/pb_real_10_0100_10_28.smt2	AC	0	1007	sat	989					0	1108	sat	1003	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--input--misc--ab8500-ponkey.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2	CA	0	107	unsat	0					0	107	unsat	0	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_60_45_80.smt2	AC	0	2809	sat	2724					0	2509	sat	2477	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec1_product50_false-unreach-call.cil.c.smt2	CA	0	24130	unknown	24017					0	24129	unknown	24017	0		0	287	0									284	0	0	0	0	off	0	0	sat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.sll_to_dll_rev_false-unreach-call.i.smt2	AC	0	1207	sat	1119					0	1408	sat	1349	0		0	37	0									44	0	0	0	0	off	0	0	sat
QF_UFLRA/mathsat/RandomCoupled/pb_real_20_0600_10_28.smt2	CA	0	3109	unsat	3074					0	3109	unsat	3089	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_UFLRA/mathsat/RandomDecoupled/pb_real_50_100_30_20.smt2	AC	0	25129	unknown						0	25131	unknown																							sat
QF_UFLRA/mathsat/RandomCoupled/pb_real_30_0900_10_24.smt2	CA	0	4911	unsat	4800					0	4911	unsat	4812	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_UFLRA/mathsat/RandomCoupled/pb_real_40_0600_10_26.smt2	AC	0	25031	unknown						0	25129	unknown																							sat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.s3_srvr.blast.14_false-unreach-call.i.cil.c.smt2	CA	0	306	sat	294					0	407	sat	303	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_UFLRA/cpachecker-bmc-svcomp14/cpachecker-bmc.rekcba_ctm_true-unreach-call.1.c.smt2	AC	0	25229	unknown						0	25230	unknown																							sat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.jain_2_true-unreach-call.i.smt2	CA	0	105	sat	2					0	105	sat	2	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_UFLRA/mathsat/RandomCoupled/pb_real_20_0400_10_26.smt2	AC	0	1507	sat	1447					0	1507	sat	1428	0		0	45	0									44	0	0	0	0	off	0	0	sat
QF_UFLRA/mathsat/RandomDecoupled/pb_real_40_80_60_72.smt2	CA	0	4710	sat	4675					0	4709	sat	4664	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_UFLRA/mathsat/RandomCoupled/pb_real_10_0200_10_24.smt2	AC	0	3309	sat	3266					0	3410	sat	3309	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_UFLRA/mathsat/RandomCoupled/pb_real_40_0800_10_24.smt2	CA	0	25030	unknown						0	25130	unknown																							sat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.email_spec3_product34_false-unreach-call.cil.c.smt2	AC	0	25131	unknown						0	25133	unknown																							sat
