file	order	a_rc	a_ms	a_verdict	a_total_ms	b_rc	b_ms	b_verdict	b_total_ms	c_rc	c_ms	c_verdict	c_total_ms	a_cold_builds	b_cold_builds	c_cold_builds	a_cube_collect_ms	a_cube_simplex_ms	b_cube_collect_ms	b_cube_simplex_ms	b_warm_solve_ms	b_warm_sync_ms	b_warm_checks	b_warm_build	b_warm_restarts	b_warm_fill_peak	c_cube_collect_ms	c_cube_simplex_ms	c_warm_solve_ms	c_warm_sync_ms	c_warm_checks	c_warm_build	c_warm_restarts	c_warm_fill_peak	status
QF_LRA/LassoRanker/Ultimate/Gcd_havoc.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	ABC	0	24130	unknown	24022	0	24128	unknown	24036	0	24124	unknown	24040	367	0	64	9414	1437	0	0	172	82	628	built	0	32104	1635	191	132	66	496	built	0	32104	sat
QF_LRA/sc/sc-37.base.cvc.smt2	BCA	0	24028	unknown	24012	0	24128	unknown	24019	0	24128	unknown	24036	944	0	64	1119	5464	0	0	3904	65	953	built	0	95323	72	39	2678	62	923	built	0	128093	unsat
QF_LRA/LassoRanker/CooperatingT2/firewire.t2.c_Iteration1_Lasso_4-lexTemplate.smt2	CAB	0	25026	unknown	24836	0	24828	unknown	24638	0	24928	unknown	24733	35	0	35	3139	891	0	0	25	28	40	built	0	123146	3136	891	0	0	0	off	0	0	sat
QF_LRA/DTP-Scheduling/constraints-tempo-width-9.smt2	ABC	0	106	sat	15	0	106	sat	15	0	106	sat	15	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	sat
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_array1.i_3_2_2.bpl_11.smt2	BCA	0	24025	unknown	24008	0	24025	unknown	24007	0	24026	unknown	24008	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	unsat
QF_LRA/meti-tarski/Chua/1/IL/L/Chua-1-IL-L-chunk-0142.smt2	CAB	0	106	sat	0	0	107	sat	0	0	106	sat	0	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	sat
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_init5_ground.i_3_2_2.bpl_7.smt2	ABC	0	24128	unknown	24016	0	24125	unknown	24033	0	24124	unknown	24036	1325	0	64	7121	1764	0	0	659	89	1687	built	0	15030	337	37	738	95	1571	built	0	19711	unsat
QF_LRA/meti-tarski/sin/problem/8/weak/sin-problem-8-weak-chunk-0009.smt2	BCA	0	106	sat	3	0	106	sat	3	0	106	sat	3	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	sat
QF_LRA/LassoRanker/CooperatingT2/firewire.t2.c_Iteration3_Loop_4-pieceTemplate.smt2	CAB	0	24326	unknown	24200	0	24428	unknown	24351	0	24528	unknown	24383	95	0	64	4494	1188	0	0	42	40	123	built	0	66176	3020	796	14	13	40	built	0	65844	sat
QF_LRA/LassoRanker/SV-COMP/Ben-Amram-2010LMCS-Ex2.3_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	ABC	0	24228	unknown	24118	0	24328	unknown	24187	0	24427	unknown	24346	58	0	59	3866	1041	0	0	35	32	70	built	0	99013	3875	1042	0	0	0	off	0	0	unsat
QF_LRA/sal/tgc/tgc_io-nosafe-4.smt2	BCA	0	106	unsat	81	0	106	unsat	84	0	106	unsat	81	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	unsat
QF_LRA/DTP-Scheduling/constraints-cooking22.smt2	CAB	0	106	sat	5	0	106	sat	5	0	106	sat	5	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	sat
QF_LRA/sc/sc-39.base.cvc.smt2	ABC	0	24028	unknown	24010	0	24129	unknown	24045	0	24128	unknown	24045	876	0	64	1117	5819	0	0	3084	55	969	built	0	111568	78	42	2588	52	904	built	0	139379	unsat
QF_LRA/meti-tarski/sin/problem/8/weak/sin-problem-8-weak-chunk-0023.smt2	BCA	0	106	unsat	3	0	106	unsat	3	0	106	unsat	3	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	unsat
QF_LRA/sal/windowreal/windowreal-no_t_deadlock-17.smt2	CAB	0	114	unsat	85	0	106	unsat	94	0	105	unsat	87	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	unsat
QF_LRA/meti-tarski/Chua/1/VC1/L/Chua-1-VC1-L-chunk-0028.smt2	ABC	0	106	sat	0	0	106	sat	0	0	106	sat	0	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	sat
QF_LRA/LassoRanker/CooperatingT2/eric.t2.c_Iteration1_Lasso_4-pieceTemplate.smt2	BCA	0	24429	unknown	24288	0	24329	unknown	24220	0	24329	unknown	24233	84	0	64	4453	1029	0	0	39	36	107	built	0	66757	3394	757	10	9	28	built	0	65548	sat
QF_LRA/LassoRanker/CooperatingT2/ex11.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	CAB	0	24429	unknown	24269	0	24729	unknown	24577	0	24426	unknown	24271	22	0	22	4080	691	0	0	21	21	28	built	0	176776	4101	694	0	0	0	off	0	0	unsat
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_sanfoundry_10_ground.i_6_3_3.bpl_13.smt2	ABC	0	24527	unknown	24400	0	24534	unknown	24453	0	24628	unknown	24469	83	0	64	5104	856	0	0	40	30	109	built	0	68788	3934	632	15	7	23	built	0	68783	unknown
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0050.smt2	BCA	0	106	sat	0	0	106	sat	0	0	107	sat	0	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	sat
QF_LRA/2019-ezsmt/robotics/4_3.smt2	CAB	0	106	unsat	2	0	106	unsat	2	0	106	unsat	2	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	unknown
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0065.smt2	ABC	0	106	sat	5	0	106	sat	5	0	106	sat	4	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	sat
QF_LRA/LassoRanker/Ultimate/simple-scaled250.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	BCA	0	25129	unknown		0	25129	unknown		0	25128	unknown																							sat
QF_LRA/2019-ezsmt/travellingSalesperson/rand_80_340_1159656267_0.lp.smt2	CAB	0	24229	unknown	24103	0	24127	unknown	24093	0	24123	unknown	24090	34	0	35	68	179	0	0	24	2	37	built	0	17844	70	187	0	0	0	off	0	0	unknown
QF_LRA/miplib/opt1217--57.smt2	ABC	0	24127	unknown	24082	0	24127	unknown	24065	0	24128	unknown	24059	444	0	64	1247	799	0	0	55	29	502	built	0	9655	175	94	49	26	438	built	0	9655	unsat
QF_LRA/clock_synchro/clocksynchro_2clocks.main_invar.base.smt2	BCA	0	2709	unsat	2638	0	807	unsat	732	0	1708	unsat	1665	127	0	64	23	45	0	0	4	0	127	built	0	1278	11	20	3	0	63	built	0	1415	unsat
QF_LRA/LassoRanker/Ultimate/2013POPL-BenAmGen-Ex4.2.bpl_Iteration1_Lasso_4-pieceTemplate.smt2	CAB	0	24028	unknown	24005	0	24028	unknown	24009	0	24128	unknown	24024	1229	0	64	6041	7139	0	0	3288	122	1642	built	0	38064	305	42	2294	107	1490	built	0	34773	unsat
QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration7_Loop_7-phaseTemplate.smt2	ABC	0	25129	unknown		0	25129	unknown		0	25128	unknown																							unsat
QF_LRA/DTP-Scheduling/constraints-tempo-depth-9.smt2	BCA	0	106	sat	3	0	105	sat	3	0	106	sat	3	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	sat
QF_LRA/LassoRanker/CooperatingT2/collatz.t2.c_Iteration3_Loop_7-phaseTemplate.smt2	CAB	0	24227	unknown	24103	0	24228	unknown	24106	0	24227	unknown	24160	135	0	64	9050	1268	0	0	62	43	228	built	0	60433	4255	556	35	23	123	built	0	60094	unsat
QF_LRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0014.smt2	ABC	0	106	sat	3	0	106	sat	3	0	106	sat	3	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	sat
QF_LRA/LassoRanker/Ultimate/Lobnya-Boolean-Reordered.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	BCA	0	24128	unknown	24082	0	24228	unknown	24112	0	24129	unknown	24085	144	0	64	8565	1670	0	0	54	39	244	built	0	65964	3965	711	31	22	135	built	0	65964	unsat
QF_LRA/meti-tarski/bottom-plate-mixer/bottom-plate-mixer-chunk-0011.smt2	CAB	0	106	sat	0	0	107	sat	0	0	112	sat	0	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	sat
QF_LRA/sc/sc-17.base.cvc.smt2	ABC	0	24127	unknown	24025	0	24028	unknown	24011	0	24127	unknown	24018	1144	0	64	606	4334	0	0	887	51	1383	built	0	24452	30	20	1053	46	1195	built	0	28088	unsat
QF_LRA/keymaera/bouncing-ball-inv-node1886.smt2	BCA	0	106	unsat	0	0	106	unsat	0	0	106	unsat	0	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	unsat
QF_LRA/LassoRanker/Ultimate/simple-scaled200.bpl_Iteration1_Lasso_7-nestedTemplate.smt2	CAB	0	25127	unknown		0	25129	unknown		0	25127	unknown																							sat
QF_LRA/meti-tarski/cbrt/3/weak/cbrt-problem-3-weak-chunk-0049.smt2	ABC	0	106	unsat	4	0	107	unsat	4	0	106	unsat	4	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	unsat
QF_LRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0069.smt2	BCA	0	108	sat	3	0	107	sat	3	0	107	sat	3	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	sat
QF_LRA/meti-tarski/cbrt/3/cbrt-problem-3-chunk-0048.smt2	CAB	0	107	unsat	3	0	108	unsat	3	0	107	unsat	3	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	unsat
QF_LRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0059.smt2	ABC	0	106	sat	3	0	107	sat	3	0	108	sat	3	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	sat
QF_LRA/keymaera/intersection-example-simple.proof-node634.smt2	BCA	0	107	unsat	0	0	108	unsat	0	0	108	unsat	0	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	unsat
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0060.smt2	CAB	0	107	sat	0	0	108	sat	0	0	107	sat	0	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	sat
QF_LRA/sc/sc-25.base.cvc.smt2	ABC	0	24130	unknown	24020	0	24130	unknown	24029	0	24028	unknown	24008	938	0	64	831	2600	0	0	1072	51	886	built	0	45097	54	32	1132	55	914	built	0	53409	unsat
QF_LRA/clock_synchro/clocksynchro_6clocks.main_invar.base.smt2	BCA	0	2208	unsat	2129	0	1808	unsat	1772	0	1907	unsat	1803	475	0	64	212	390	0	0	43	5	489	built	0	5674	28	38	38	4	430	built	0	5787	unsat
QF_LRA/meti-tarski/Chua/1/VC2/L/Chua-1-VC2-L-chunk-0008.smt2	CAB	0	106	sat	0	0	106	sat	0	0	106	sat	0	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	sat
QF_LRA/sc/sc-15.base.cvc.smt2	ABC	0	24027	unknown	24015	0	24028	unknown	24005	0	24127	unknown	24020	1378	0	64	624	2906	0	0	598	51	1446	built	0	16010	26	18	742	59	1417	built	0	17349	unsat
QF_LRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0037.smt2	BCA	0	107	sat	3	0	106	sat	3	0	106	sat	3	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	sat
QF_LRA/sc/sc-9.base.cvc.smt2	CAB	0	24127	unknown	24022	0	24026	unknown	24008	0	24027	unknown	24009	1429	0	64	413	1680	0	0	440	39	1717	built	0	6817	15	12	426	40	1639	built	0	8399	unsat
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0019.smt2	ABC	0	106	unsat	3	0	106	unsat	3	0	106	unsat	3	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	unsat
QF_LRA/LassoRanker/CooperatingT2/brp_withassume.t2.c_Iteration8_Loop_6-phaseTemplate.smt2	BCA	0	25128	unknown		0	25128	unknown		0	25128	unknown																							sat
QF_LRA/LassoRanker/CooperatingT2/toeplz.c.i.toeplz.pl.t2.fixed.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	CAB	0	25129	unknown		0	25126	unknown		0	25129	unknown																							sat
QF_LRA/meti-tarski/Chua/2/VC2/L/Chua-2-VC2-L-chunk-0048.smt2	ABC	0	106	sat	0	0	106	sat	0	0	106	sat	0	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	sat
QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0014.smt2	BCA	0	106	sat	0	0	106	sat	0	0	106	sat	0	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	sat
QF_LRA/LassoRanker/SV-COMP/BradleyMannaSipma-2005CAV-Fig1_true-termination.c_Iteration1_Lasso_7-phaseTemplate.smt2	CAB	0	24229	unknown	24133	0	24429	unknown	24315	0	24328	unknown	24138	32	0	32	5349	1174	0	0	200	66	44	built	0	215876	5356	1174	0	0	0	off	0	0	sat
QF_LRA/2019-ezsmt/Labyrinth/SCC_Strong/0132-labyrinth-12-0.smt2	ABC	0	25130	unknown		0	25129	unknown		0	25130	unknown																							unknown
QF_LRA/sal/gasburner/gasburner-prop3-9.smt2	BCA	0	606	unsat	520	0	607	unsat	517	0	607	unsat	516	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	unsat
QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0037.smt2	CAB	0	106	sat	4	0	107	sat	4	0	106	sat	4	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	sat
QF_LRA/clock_synchro/clocksynchro_4clocks.main_invar.base.smt2	ABC	0	807	unsat	794	0	707	unsat	629	0	707	unsat	671	283	0	64	83	152	0	0	20	2	286	built	0	3292	18	28	18	1	223	built	0	2960	unsat
QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled50.bpl_Iteration1_Loop_4-pieceTemplate.smt2	BCA	0	24529	unknown	24437	0	24524	unknown	24382	0	24428	unknown	24310	51	0	50	6127	893	0	0	26	26	68	built	0	126112	5987	894	0	0	0	off	0	0	unsat
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0033.smt2	CAB	0	106	unsat	4	0	106	unsat	4	0	106	unsat	4	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	unsat
QF_LRA/meti-tarski/sin/problem/8/sin-problem-8-chunk-0011.smt2	ABC	0	106	sat	3	0	106	sat	3	0	106	sat	3	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	sat
QF_LRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0063.smt2	BCA	0	106	sat	3	0	113	sat	3	0	106	sat	3	0	0	0	0	0	0	0	0	0	0	off	0	0	0	0	0	0	0	off	0	0	sat
QF_LRA/LassoRanker/SV-COMP/CookSeeZuleger-2013TACAS-Fig3_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	CAB	0	24529	unknown	24308	0	25028	unknown	24770	0	25128	unknown		16	0		2032	675	0	0	18	21	18	built	0	190585									unsat
