file	order	a_rc	a_ms	a_verdict	a_total_ms	b_rc	b_ms	b_verdict	b_total_ms	c_rc	c_ms	c_verdict	c_total_ms	a_cold_builds	b_cold_builds	c_cold_builds	a_cube_collect_ms	a_cube_simplex_ms	b_cube_collect_ms	b_cube_simplex_ms	b_warm_solve_ms	b_warm_sync_ms	b_warm_checks	b_warm_build	b_warm_restarts	b_warm_fill_peak	c_cube_collect_ms	c_cube_simplex_ms	c_warm_solve_ms	c_warm_sync_ms	c_warm_checks	c_warm_build	c_warm_restarts	c_warm_fill_peak	status
QF_RDL/scheduling/abz5_1300.smt2	AC	0	607	sat	590					0	607	sat	575	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/scheduling/swv13_3000.smt2	CA	0	24630	unknown	24517					0	25130	unknown		2			30	10104																	unknown
QF_RDL/sal/fischer3-mutex-7.smt2	AC	0	106	unsat	42					0	107	unsat	41	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tempo-matrix1x1.pddl.smt2	CA	0	106	sat	2					0	107	sat	2	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/sal/fischer9-mutex-19.smt2	AC	0	24229	unknown	24162					0	24230	unknown	24137	62		57	164	65									151	64	0	0	0	off	0	0	unsat
QF_RDL/sal/fischer9-mutex-17.smt2	CA	0	24230	unknown	24111					0	24224	unknown	24137	67		64	158	69									152	65	0	0	5	built	0	6083	unsat
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking22.smt2	AC	0	2109	sat	2045					0	2108	sat	2027	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tms-2-3-light-04.smt2	CA	0	107	sat	82					0	207	sat	88	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/scheduling/orb03_1100.smt2	AC	0	12118	sat	12010					0	11718	sat	11665	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/sal/fischer9-mutex-8.smt2	CA	0	907	unsat	889					0	907	unsat	867	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/sal/fischer3-mutex-16.smt2	AC	0	1508	unsat	1476					0	1508	unsat	1477	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking07.smt2	CA	0	307	sat	200					0	307	sat	201	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/scheduling/orb06_1200.smt2	AC	0	1008	sat	941					0	1107	sat	1044	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/sal/fischer6-mutex-20.smt2	CA	0	24124	unknown	24069					0	24129	unknown	24084	101		64	181	74									115	47	2	1	38	built	0	4587	unsat
QF_RDL/scheduling/orb01_1100.smt2	AC	0	24030	unknown	24002					0	24029	unknown	24002	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tempo-width-2.smt2	CA	0	107	sat	58					0	107	sat	58	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/sal/fischer9-mutex-10.smt2	AC	0	10917	unsat	10796					0	10116	unsat	10040	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tms-2-3-light-03.smt2	CA	0	107	sat	58					0	107	sat	59	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/scheduling/yn1_750.smt2	AC	0	1208	unsat	1110					0	1108	unsat	1087	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/sal/fischer6-mutex-13.smt2	CA	0	9216	unsat	9163					0	9215	unsat	9173	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tms-2-3-light-06.smt2	AC	0	207	sat	152					0	207	sat	154	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/sal/fischer3-mutex-18.smt2	CA	0	1708	unsat	1628					0	1709	unsat	1627	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/sal/fischer6-mutex-12.smt2	AC	0	6511	unsat	6486					0	6913	unsat	6886	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/scheduling/abz7_600.smt2	CA	0	24129	unknown	24052					0	24129	unknown	24035	15		15	58	5516									57	5517	0	0	0	off	0	0	unknown
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking05.smt2	AC	0	207	sat	127					0	207	sat	127	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/scheduling/orb06_900.smt2	CA	0	16222	unsat	16205					0	16622	unsat	16557	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tms-2-3-light-20.smt2	AC	0	1308	sat	1261					0	1308	sat	1275	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking08.smt2	CA	0	307	sat	273					0	307	sat	273	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/sal/fischer3-mutex-1.smt2	AC	0	107	unsat	2					0	107	unsat	2	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/scheduling/swv11_2983.smt2	CA	0	24130	unknown	24080					0	24229	unknown	24098	3		3	46	11150									44	10658	0	0	0	off	0	0	unknown
QF_RDL/scheduling/swv14_2905.smt2	AC	0	24225	unknown	24124					0	24130	unknown	24076	4		4	60	12405									59	10747	0	0	0	off	0	0	unknown
QF_RDL/sal/fischer6-mutex-3.smt2	CA	0	107	unsat	16					0	107	unsat	17	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/scheduling/orb08_830.smt2	AC	0	3510	unsat	3398					0	3409	unsat	3365	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/sal/fischer3-mutex-17.smt2	CA	0	2309	unsat	2278					0	2409	unsat	2276	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/scheduling/orb08_700.smt2	AC	0	207	unsat	83					0	107	unsat	87	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/check/bignum_rdl2.smt2	CA	0	107	unsat	38					0	107	unsat	38	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/scheduling/orb03_850.smt2	AC	0	1307	unsat	1247					0	1308	unsat	1214	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/scheduling/orb03_1200.smt2	CA	0	307	sat	252					0	307	sat	254	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/sal/fischer3-mutex-8.smt2	AC	0	107	unsat	60					0	107	unsat	61	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/sal/fischer9-mutex-5.smt2	CA	0	207	unsat	166					0	207	unsat	167	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/sal/fischer9-mutex-18.smt2	AC	0	24228	unknown	24125					0	24230	unknown	24164	66		58	168	67									151	69	0	0	0	off	0	0	unsat
QF_RDL/sal/fischer3-mutex-5.smt2	CA	0	107	unsat	16					0	107	unsat	16	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/scheduling/orb03_1005.smt2	AC	0	24029	unknown	24003					0	24030	unknown	24003	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/scheduling/abz6_1000.smt2	CA	0	107	sat	86					0	207	sat	82	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/scheduling/orb08_1000.smt2	AC	0	407	sat	283					0	307	sat	280	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tempo-matrix2x2.pddl.smt2	CA	0	25130	unknown						0	25125	unknown																							sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking06.smt2	AC	0	307	sat	173					0	207	sat	173	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/scheduling/swv14_2895.smt2	CA	0	24129	unknown	24072					0	24229	unknown	24135	4		4	61	11265									60	11606	0	0	0	off	0	0	unknown
QF_RDL/sal/fischer3-mutex-11.smt2	AC	0	507	unsat	410					0	507	unsat	406	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/scheduling/orb06_1010.smt2	CA	0	24024	unknown	24002					0	24028	unknown	24003	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/scheduling/orb10_1000.smt2	AC	0	307	sat	200					0	307	sat	198	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/scheduling/orb09_800.smt2	CA	0	107	unsat	27					0	107	unsat	27	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/scheduling/orb05_700.smt2	AC	0	108	unsat	15					0	107	unsat	14	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking14.smt2	CA	0	908	sat	804					0	908	sat	810	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tempo-width-1.smt2	AC	0	107	sat	2					0	107	sat	2	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/scheduling/swv13_3104.smt2	CA	0	24229	unknown	24153					0	24129	unknown	24082	3		3	44	11296									45	12075	0	0	0	off	0	0	unknown
QF_RDL/scheduling/orb07_550.smt2	AC	0	207	sat	98					0	207	sat	101	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/sal/fischer6-mutex-14.smt2	CA	0	13617	unsat	13533					0	12718	unsat	12591	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/scheduling/orb02_1000.smt2	AC	0	808	sat	788					0	908	sat	797	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tms-2-3-light-60.smt2	CA	0	2009	sat	1916					0	2209	sat	2152	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/scheduling/swv11_2992.smt2	AC	0	24230	unknown	24089					0	24930	unknown	24813	2		3	31	8396									45	11934	0	0	0	off	0	0	unknown
QF_RDL/scheduling/orb09_934.smt2	CA	0	24028	unknown	24002					0	24128	unknown	24003	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/sal/fischer9-mutex-16.smt2	AC	0	24129	unknown	24108					0	24128	unknown	24106	81		64	179	72									141	57	1	0	18	built	0	5745	unsat
QF_RDL/scheduling/swv11_2988.smt2	CA	0	24225	unknown	24165					0	24229	unknown	24110	3		3	45	10329									46	10819	0	0	0	off	0	0	unknown
QF_RDL/scheduling/orb05_1000.smt2	AC	0	607	sat	446					0	506	sat	439	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/scheduling/swv11_2900.smt2	CA	0	24129	unknown	24073					0	24228	unknown	24091	3		3	44	9342									45	10095	0	0	0	off	0	0	unknown
QF_RDL/sal/fischer6-mutex-9.smt2	AC	0	1207	unsat	1166					0	1208	unsat	1184	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tempo-depth-2.smt2	CA	0	107	sat	62					0	106	sat	61	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking13.smt2	AC	0	707	sat	679					0	707	sat	676	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tempo-depth-3.smt2	CA	0	707	sat	652					0	707	sat	650	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/scheduling/orb01_900.smt2	AC	0	6012	unsat	5879					0	6111	unsat	6035	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/scheduling/abz7_667.smt2	CA	0	24129	unknown	24012					0	24129	unknown	24030	16		15	60	5463									56	5497	0	0	0	off	0	0	unknown
QF_RDL/SMT-Temporal-Planning-Benchmarks/tms-2-3-light-30.smt2	AC	0	3008	sat	2938					0	3008	sat	2927	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/sal/fischer9-mutex-6.smt2	CA	0	507	unsat	431					0	506	unsat	424	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking15.smt2	AC	0	1007	sat	930					0	1007	sat	900	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/scheduling/abz7_670.smt2	CA	0	24128	unknown	24025					0	24128	unknown	24015	16		16	59	5493									58	5478	0	0	0	off	0	0	unknown
QF_RDL/sal/fischer6-mutex-2.smt2	AC	0	106	unsat	9					0	107	unsat	9	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/sal/fischer9-mutex-7.smt2	CA	0	507	unsat	403					0	507	unsat	415	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/scheduling/orb04_950.smt2	AC	0	6011	unsat	5897					0	6012	unsat	5956	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tms-2-3-light-05.smt2	CA	0	206	sat	100					0	206	sat	99	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/sal/fischer3-mutex-10.smt2	AC	0	306	unsat	243					0	307	unsat	243	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/sal/fischer9-mutex-11.smt2	CA	0	11917	unsat	11897					0	11616	unsat	11532	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/scheduling/swv14_3000.smt2	AC	0	24229	unknown	24112					0	24228	unknown	24110	4		5	59	10477									72	12421	0	0	0	off	0	0	unknown
QF_RDL/SMT-Temporal-Planning-Benchmarks/tms-2-3-light-40.smt2	CA	0	907	sat	782					0	907	sat	795	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/scheduling/abz7_691.smt2	AC	0	24127	unknown	24013					0	24128	unknown	24016	16		15	57	5476									57	5503	0	0	0	off	0	0	sat
QF_RDL/scheduling/abz6_1100.smt2	CA	0	206	sat	119					0	207	sat	120	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/scheduling/abz5_1400.smt2	AC	0	206	sat	104					0	206	sat	102	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/sal/fischer6-mutex-15.smt2	CA	0	9215	unsat	9173					0	9116	unsat	9094	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/scheduling/orb09_900.smt2	AC	0	1908	unsat	1875					0	1908	unsat	1816	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/scheduling/orb06_1100.smt2	CA	0	1608	sat	1503					0	1508	sat	1478	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/scheduling/orb01_1200.smt2	AC	0	507	sat	453					0	507	sat	446	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/scheduling/swv12_3050.smt2	CA	0	24229	unknown	24124					0	24229	unknown	24153	3		3	46	12203									45	12986	0	0	0	off	0	0	unknown
QF_RDL/sal/fischer3-mutex-19.smt2	AC	0	2709	unsat	2619					0	2710	unsat	2632	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/scheduling/orb04_850.smt2	CA	0	207	unsat	102					0	207	unsat	106	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking16.smt2	AC	0	1108	sat	1070					0	1107	sat	1050	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking21.smt2	CA	0	1909	sat	1883					0	1908	sat	1868	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_RDL/sal/fischer6-mutex-4.smt2	AC	0	107	unsat	32					0	107	unsat	33	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/scheduling/swv12_3004.smt2	CA	0	24228	unknown	24128					0	24228	unknown	24092	3		3	46	11164									46	11250	0	0	0	off	0	0	unknown
QF_RDL/sal/fischer9-mutex-1.smt2	AC	0	106	unsat	8					0	106	unsat	7	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_RDL/sal/fischer3-mutex-6.smt2	CA	0	106	unsat	22					0	106	unsat	22	0		0	0	0									0	0	0	0	0	off	0	0	unsat
