file	order	a_rc	a_ms	a_verdict	a_total_ms	b_rc	b_ms	b_verdict	b_total_ms	c_rc	c_ms	c_verdict	c_total_ms	a_cold_builds	b_cold_builds	c_cold_builds	a_cube_collect_ms	a_cube_simplex_ms	b_cube_collect_ms	b_cube_simplex_ms	b_warm_solve_ms	b_warm_sync_ms	b_warm_checks	b_warm_build	b_warm_restarts	b_warm_fill_peak	c_cube_collect_ms	c_cube_simplex_ms	c_warm_solve_ms	c_warm_sync_ms	c_warm_checks	c_warm_build	c_warm_restarts	c_warm_fill_peak	status
QF_IDL/asp/TravellingSalesperson/tsp_rand_70_300_1155482584_12.lp.smt2	AC	0	21324	unknown	21195					0	21325	unknown	21199	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_IDL/asp/SchurNumbers/15.3.schur.lp.smt2	CA	0	21322	unknown	21265					0	21325	unknown	21269	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_IDL/queens_bench/n_queen/queen31-1.smt2	AC	0	13317	sat	13215					0	13116	sat	13029	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_IDL/mathsat/fischer/FISCHER11-3-ninc.smt2	CA	0	106	unsat	48					0	106	unsat	49	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_IDL/20210312-Bouvier/vlsat3_i56.smt2	AC	0	25329	unknown						0	25328	unknown																							sat
QF_IDL/20210312-Bouvier/vlsat3_c84.smt2	CA	0	24127	unknown	21212					0	24226	unknown	21207	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_IDL/planning/plan-9.cvc.smt2	AC	0	106	unsat	35					0	106	unsat	35	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_IDL/mathsat/fischer/FISCHER13-13-ninc.smt2	CA	0	25027	unknown						0	25227	unknown																							unsat
QF_IDL/Averest/parallel_search/ParallelSearch_safe_bgmc000.smt2	AC	0	106	unsat	2					0	106	unsat	1	0		0	0	0									0	0	0	0	0	off	0	0	unsat
QF_IDL/Averest/sorting_network/SortingNetwork4_live_bgmc003.smt2	CA	0	106	sat	6					0	106	sat	6	0		0	0	0									0	0	0	0	0	off	0	0	sat
QF_IDL/queens_bench/super_queen/super_queen94-1.smt2	AC	0	21424	unknown	21354					0	21425	unknown	21353	0		0	0	0									0	0	0	0	0	off	0	0	sat
